"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Thailand"," 2005","17.16 [15.06-19.08]","19.04 [16.66-21.31]","15.16 [13.16-17.05]","14 262 [12 516-15 853]","8 155 [7 137-9 123]","6 107 [5 302-6 864]"
"Thailand"," 2004","18.01 [15.84-19.97]","19.99 [17.51-22.33]","15.91 [13.86-17.81]","14 940 [13 138-16 561]","8 545 [7 486-9 539]","6 395 [5 572-7 159]"
"Thailand"," 2003","18.91 [16.68-20.91]","20.99 [18.43-23.36]","16.7 [14.59-18.67]","15 749 [13 889-17 410]","9 007 [7 908-10 018]","6 742 [5 892-7 532]"
"Thailand"," 2002","19.87 [17.56-21.88]","22.06 [19.44-24.44]","17.55 [15.37-19.52]","16 713 [14 773-18 410]","9 556 [8 427-10 592]","7 157 [6 271-7 962]"
"Thailand"," 2001","20.87 [18.52-22.92]","23.19 [20.49-25.6]","18.44 [16.2-20.46]","17 904 [15 885-19 668]","10 239 [9 054-11 311]","7 665 [6 740-8 510]"
"Thailand"," 2000","21.95 [19.54-24.01]","24.38 [21.62-26.84]","19.37 [17.1-21.43]","19 427 [17 289-21 259]","11 114 [9 856-12 237]","8 313 [7 342-9 203]"
"Thailand"," 1999","23.08 [20.65-25.17]","25.65 [22.87-28.14]","20.37 [18.05-22.45]","21 598 [19 329-23 567]","12 355 [11 021-13 563]","9 243 [8 195-10 191]"
"Thailand"," 1998","24.28 [21.84-26.41]","26.98 [24.17-29.49]","21.42 [19.1-23.52]","24 124 [21 699-26 237]","13 806 [12 373-15 093]","10 318 [9 204-11 328]"
"Thailand"," 1997","25.57 [23.12-27.67]","28.41 [25.57-30.94]","22.55 [20.23-24.68]","26 299 [23 784-28 466]","15 053 [13 556-16 393]","11 246 [10 090-12 307]"
"Thailand"," 1996","26.91 [24.47-29.02]","29.89 [27.08-32.45]","23.76 [21.42-25.93]","28 062 [25 514-30 257]","16 050 [14 552-17 428]","12 012 [10 830-13 106]"
"Thailand"," 1995","28.35 [25.89-30.47]","31.44 [28.61-34.05]","25.05 [22.68-27.24]","29 951 [27 356-32 189]","17 115 [15 570-18 525]","12 836 [11 618-13 949]"
"Thailand"," 1994","29.86 [27.39-31.99]","33.11 [30.23-35.74]","26.41 [24.01-28.61]","32 083 [29 428-34 366]","18 325 [16 738-19 781]","13 758 [12 510-14 897]"
"Thailand"," 1993","31.49 [29.02-33.67]","34.82 [31.97-37.51]","27.94 [25.51-30.19]","34 149 [31 484-36 513]","19 458 [17 872-20 956]","14 691 [13 416-15 870]"
"Thailand"," 1992","33.23 [30.82-35.44]","36.72 [33.86-39.4]","29.53 [27.09-31.81]","36 103 [33 496-38 493]","20 552 [18 964-22 055]","15 551 [14 270-16 751]"
"Thailand"," 1991","35.09 [32.71-37.31]","38.73 [35.93-41.39]","31.23 [28.81-33.58]","38 061 [35 490-40 461]","21 641 [20 081-23 124]","16 420 [15 155-17 655]"
"Thailand"," 1990","37.05 [34.68-39.37]","40.81 [38.01-43.58]","33.06 [30.63-35.52]","40 269 [37 696-42 776]","22 849 [21 285-24 397]","17 420 [16 141-18 714]"
"Thailand"," 1989","39.13 [36.7-41.55]","42.98 [40.12-45.89]","35.03 [32.52-37.6]","42 502 [39 865-45 131]","24 053 [22 458-25 671]","18 449 [17 133-19 802]"
"Thailand"," 1988","41.27 [38.77-43.85]","45.32 [42.35-48.46]","36.98 [34.36-39.66]","44 946 [42 223-47 751]","25 420 [23 759-27 180]","19 526 [18 145-20 946]"
"Thailand"," 1987","43.45 [40.88-46.25]","47.64 [44.57-51.02]","39.05 [36.33-41.95]","47 949 [45 115-51 030]","27 065 [25 340-28 990]","20 884 [19 442-22 446]"
"Thailand"," 1986","45.7 [43.01-48.7]","50.03 [46.83-53.6]","41.15 [38.3-44.22]","51 074 [48 070-54 421]","28 782 [26 959-30 847]","22 292 [20 767-23 963]"
"Thailand"," 1985","48.01 [45.18-51.18]","52.51 [49.19-56.24]","43.28 [40.28-46.55]","54 318 [51 106-57 890]","30 580 [28 664-32 763]","23 738 [22 109-25 543]"
"Thailand"," 1984","50.39 [47.42-53.72]","55.05 [51.54-59.01]","45.56 [42.37-48.95]","57 835 [54 424-61 665]","32 499 [30 465-34 864]","25 336 [23 592-27 250]"
"Thailand"," 1983","52.89 [49.7-56.39]","57.62 [53.9-61.74]","47.9 [44.5-51.5]","61 750 [58 033-65 827]","34 634 [32 414-37 118]","27 116 [25 212-29 161]"
"Thailand"," 1982","55.43 [52.01-59.11]","60.3 [56.31-64.71]","50.3 [46.73-54.1]","66 010 [61 946-70 359]","36 974 [34 551-39 677]","29 036 [26 989-31 224]"
"Thailand"," 1981","58.07 [54.42-62]","63.07 [58.8-67.67]","52.84 [49.06-56.84]","70 144 [65 755-74 857]","39 219 [36 604-42 085]","30 925 [28 746-33 278]"
"Thailand"," 1980","60.86 [56.95-65.02]","65.97 [61.38-70.86]","55.49 [51.47-59.75]","73 548 [68 843-78 556]","41 040 [38 216-44 082]","32 508 [30 179-35 005]"
"Thailand"," 1979","63.83 [59.65-68.23]","69.05 [64.25-74.16]","58.33 [54.01-62.82]","76 997 [71 965-82 280]","42 865 [39 906-46 040]","34 132 [31 627-36 761]"
"Thailand"," 1978","66.95 [62.5-71.52]","72.27 [67.15-77.55]","61.33 [56.82-66]","81 477 [76 053-87 029]","45 256 [42 057-48 579]","36 221 [33 574-38 989]"
"Thailand"," 1977","70.23 [65.59-75.02]","75.67 [70.3-81.19]","64.5 [59.8-69.5]","86 830 [81 095-92 757]","48 137 [44 744-51 653]","38 693 [35 890-41 699]"
"Thailand"," 1976","73.74 [68.94-78.69]","79.28 [73.73-85.03]","67.92 [62.96-73.13]","92 912 [86 876-99 143]","51 407 [47 838-55 140]","41 505 [38 488-44 692]"
"Thailand"," 1975","77.44 [72.58-82.72]","83.04 [77.29-89.09]","71.6 [66.49-77.16]","99 161 [92 952-105 864]","54 717 [50 990-58 717]","44 444 [41 315-47 913]"
"Thailand"," 1974","81.4 [76.39-86.99]","86.94 [81.07-93.34]","75.52 [70.26-81.37]","105 527 [99 050-112 713]","58 048 [54 159-62 285]","47 479 [44 193-51 133]"
"Thailand"," 1973","85.51 [80.26-91.49]","91.04 [84.96-97.91]","79.7 [74.18-85.88]","111 989 [105 161-119 754]","61 391 [57 344-65 993]","50 598 [47 140-54 526]"
"Thailand"," 1972","89.85 [84.24-96.19]","95.34 [88.87-102.64]","84.09 [78.21-90.72]","118 386 [111 057-126 691]","64 681 [60 355-69 610]","53 705 [50 004-57 928]"
"Thailand"," 1971","94.32 [88.34-101.21]","99.81 [93.04-107.64]","88.59 [82.32-95.67]","124 596 [116 771-133 572]","67 885 [63 358-73 187]","56 711 [52 754-61 244]"
"Thailand"," 1970","98.9 [92.47-106.43]","104.38 [97.16-112.83]","93.2 [86.49-100.82]","130 719 [122 294-140 567]","71 032 [66 209-76 759]","59 687 [55 459-64 557]"
"Thailand"," 1969","103.54 [96.62-111.66]","108.94 [101.24-118.04]","97.87 [90.75-106.24]","136 515 [127 516-147 080]","73 974 [68 814-80 098]","62 541 [58 052-67 862]"
"Thailand"," 1968","108.19 [100.86-116.77]","113.61 [105.39-123.2]","102.53 [94.89-111.36]","141 722 [132 230-152 772]","76 641 [71 187-83 074]","65 081 [60 301-70 660]"
"Thailand"," 1967","112.88 [105.1-121.88]","118.23 [109.61-128.19]","107.18 [99.15-116.47]","146 270 [136 300-157 770]","78 944 [73 265-85 507]","67 326 [62 337-73 087]"
"Thailand"," 1966","117.51 [109.4-126.94]","122.94 [113.89-133.34]","111.82 [103.3-121.44]","150 179 [139 891-162 081]","80 936 [75 083-87 704]","69 243 [64 034-75 151]"
"Thailand"," 1965","122.19 [113.63-131.84]","127.64 [118.23-138.38]","116.41 [107.52-126.31]","153 586 [142 955-165 575]","82 688 [76 671-89 535]","70 898 [65 563-76 862]"
"Thailand"," 1964","126.83 [117.91-136.94]","132.42 [122.42-143.49]","121.03 [111.61-131.34]","156 337 [145 518-168 602]","84 098 [77 894-91 100]","72 239 [66 712-78 335]"
"Thailand"," 1963","131.62 [122.15-142.06]","137.22 [126.63-148.9]","125.76 [115.88-136.53]","158 516 [147 296-170 922]","85 171 [78 719-92 345]","73 345 [67 678-79 561]"
"Thailand"," 1962","136.54 [126.35-147.59]","142.06 [130.91-154.4]","130.64 [120.19-142.13]","160 176 [148 468-172 875]","85 926 [79 272-93 268]","74 250 [68 405-80 683]"
"Thailand"," 1961","141.46 [130.59-153.31]","147.18 [135.23-160.23]","135.53 [124.2-147.68]","161 619 [149 415-174 880]","86 640 [79 746-94 235]","74 979 [68 862-81 659]"
"Thailand"," 1960","146.52 [134.77-159.3]","152.28 [139.53-166.44]","140.55 [128.38-153.7]","163 187 [150 331-177 120]","87 381 [80 250-95 364]","75 806 [69 365-82 807]"
"Thailand"," 1959","151.77 [138.91-165.6]","157.57 [143.68-172.68]","145.77 [132.57-160.18]","164 920 [151 227-179 577]","88 212 [80 617-96 497]","76 708 [69 923-84 182]"
"Thailand"," 1958","157.19 [142.98-172.18]","162.9 [147.75-179.54]","151.04 [136.52-166.64]","166 571 [151 859-181 991]","88 997 [80 877-97 793]","77 574 [70 200-85 350]"
"Thailand"," 1957","162.78 [147.16-179.33]","168.62 [151.96-186.79]","156.48 [140.76-173.34]","168 257 [152 497-184 803]","89 867 [81 191-99 228]","78 390 [70 636-86 609]"
"Thailand"," 1956","168.37 [151.4-186.72]","174.19 [156.06-194.35]","162.07 [144.91-180.68]","169 664 [152 971-187 588]","90 516 [81 274-100 610]","79 148 [70 914-87 990]"
"Thailand"," 1955","174.21 [155.66-194.64]","180.12 [160.26-202.31]","167.87 [149.16-188.67]","170 944 [153 204-190 314]","91 133 [81 352-102 012]","79 811 [71 128-89 375]"
"Thailand"," 1954","180.34 [159.63-203.02]","186.19 [164.37-210.54]","173.96 [153.29-196.92]","","",""
"Thailand"," 1953","186.51 [163.76-212.06]","192.55 [168.45-219.56]","180.07 [157.38-206.3]","","",""
"Thailand"," 1952","193.05 [167.75-221.58]","199.11 [172.55-229.27]","186.61 [161.2-215.69]","","",""
"Thailand"," 1951","199.98 [171.29-231.62]","206.05 [175.94-239.44]","193.3 [164.91-225.68]","","",""
"Thailand"," 1950","206.95 [174.7-242.72]","213.31 [179.59-251.09]","200.22 [168.3-236.15]","","",""
"Thailand"," 1949","214.37 [177.93-255.32]","","","","",""
"Timor-Leste"," 2021","50.55 [33.17-75.97]","54.63 [35.81-82.35]","46.19 [30.23-69.7]","1 653 [1 086-2 480]","923 [606-1 390]","730 [478-1 099]"
"Timor-Leste"," 2020","52.16 [35.41-76.03]","56.46 [38.26-82.47]","47.67 [32.25-69.77]","1 701 [1 156-2 478]","950 [646-1 389]","751 [509-1 098]"
"Timor-Leste"," 2019","53.92 [37.65-76.05]","58.21 [40.6-82]","49.38 [34.43-69.84]","1 757 [1 228-2 477]","979 [685-1 379]","778 [543-1 100]"
"Timor-Leste"," 2018","55.81 [39.9-75.96]","60.19 [42.92-81.96]","51.15 [36.57-70.09]","1 826 [1 307-2 486]","1 017 [726-1 385]","809 [579-1 108]"
"Timor-Leste"," 2017","57.69 [42.09-75.91]","62.17 [45.25-81.84]","53 [38.64-69.97]","1 899 [1 387-2 498]","1 057 [770-1 392]","842 [615-1 113]"
"Timor-Leste"," 2016","59.66 [44.36-75.82]","64.25 [47.7-81.64]","54.83 [40.64-69.98]","1 977 [1 472-2 511]","1 099 [818-1 399]","878 [651-1 121]"
"Timor-Leste"," 2015","61.57 [46.73-75.6]","66.16 [50.19-81.47]","56.73 [43-70.08]","2 056 [1 562-2 525]","1 141 [867-1 405]","915 [694-1 131]"
"Timor-Leste"," 2014","63.47 [49.34-75.73]","68.07 [53-81.47]","58.49 [45.44-70.17]","2 131 [1 658-2 541]","1 182 [921-1 413]","949 [738-1 138]"
"Timor-Leste"," 2013","65.31 [51.97-76.38]","69.97 [55.75-82.1]","60.3 [47.92-71.07]","2 200 [1 752-2 573]","1 219 [971-1 429]","981 [780-1 156]"
"Timor-Leste"," 2012","67.16 [54.66-77.55]","71.9 [58.47-83.26]","62.09 [50.38-72.43]","2 271 [1 849-2 621]","1 256 [1 022-1 454]","1 015 [824-1 182]"
"Timor-Leste"," 2011","69.22 [57.36-79.43]","74.05 [61.1-85.17]","64.03 [53.06-74.12]","2 350 [1 949-2 696]","1 299 [1 073-1 493]","1 051 [871-1 216]"
"Timor-Leste"," 2010","71.43 [59.98-81.64]","76.36 [63.86-87.54]","66.21 [55.49-76.35]","2 438 [2 049-2 785]","1 346 [1 127-1 543]","1 092 [916-1 258]"
"Timor-Leste"," 2009","73.99 [62.67-84.29]","78.88 [66.65-90.15]","68.7 [58.07-78.87]","2 541 [2 154-2 893]","1 401 [1 184-1 599]","1 140 [965-1 308]"
"Timor-Leste"," 2008","76.81 [65.6-87.19]","81.81 [69.72-93.08]","71.52 [60.84-81.67]","2 652 [2 267-3 008]","1 459 [1 245-1 659]","1 193 [1 016-1 362]"
"Timor-Leste"," 2007","80.05 [68.95-90.54]","85.06 [73.16-96.44]","74.67 [64.13-84.89]","2 782 [2 397-3 144]","1 528 [1 315-1 730]","1 254 [1 078-1 424]"
"Timor-Leste"," 2006","83.67 [72.77-94.05]","88.77 [77.09-100.2]","78.14 [67.86-88.39]","2 923 [2 544-3 283]","1 604 [1 393-1 808]","1 319 [1 146-1 491]"
"Timor-Leste"," 2005","87.58 [76.91-98.11]","92.74 [81.35-104.15]","82.05 [71.91-92.25]","3 073 [2 701-3 439]","1 683 [1 478-1 888]","1 390 [1 219-1 562]"
"Timor-Leste"," 2004","91.8 [81.46-102.3]","97.12 [85.98-108.38]","86.27 [76.35-96.45]","3 225 [2 865-3 591]","1 763 [1 564-1 967]","1 462 [1 296-1 635]"
"Timor-Leste"," 2003","96.37 [86.31-106.8]","101.71 [90.89-113.11]","90.73 [81.01-100.9]","3 375 [3 026-3 736]","1 842 [1 649-2 047]","1 533 [1 371-1 704]"
"Timor-Leste"," 2002","101.14 [91.3-111.62]","106.57 [95.86-118.05]","95.33 [85.81-105.74]","3 511 [3 173-3 869]","1 914 [1 724-2 118]","1 597 [1 439-1 769]"
"Timor-Leste"," 2001","106.07 [96.26-116.82]","111.72 [100.93-123.27]","100.22 [90.64-110.76]","3 631 [3 299-3 993]","1 977 [1 790-2 181]","1 654 [1 498-1 827]"
"Timor-Leste"," 2000","111.34 [101.36-122.24]","117.08 [106.06-129.02]","105.25 [95.34-116.22]","3 767 [3 434-4 130]","2 049 [1 859-2 256]","1 718 [1 558-1 896]"
"Timor-Leste"," 1999","116.73 [106.44-127.95]","122.63 [111.53-134.95]","110.42 [100.36-121.62]","3 917 [3 576-4 288]","2 129 [1 939-2 341]","1 788 [1 627-1 967]"
"Timor-Leste"," 1998","122.34 [111.64-134.12]","128.3 [116.72-141.19]","115.88 [105.35-127.64]","4 073 [3 722-4 459]","2 211 [2 014-2 429]","1 862 [1 694-2 048]"
"Timor-Leste"," 1997","128.13 [117.12-140.23]","134.24 [122.09-147.48]","121.55 [110.49-133.76]","4 235 [3 875-4 629]","2 296 [2 091-2 520]","1 939 [1 764-2 131]"
"Timor-Leste"," 1996","134.14 [122.62-146.61]","140.46 [127.57-154.1]","127.37 [115.89-140.12]","4 405 [4 032-4 808]","2 387 [2 172-2 615]","2 018 [1 838-2 217]"
"Timor-Leste"," 1995","140.4 [128.31-153.46]","146.85 [133.27-160.95]","133.6 [121.46-146.84]","4 575 [4 187-4 994]","2 475 [2 251-2 709]","2 100 [1 913-2 305]"
"Timor-Leste"," 1994","146.91 [134.19-160.82]","153.41 [139.05-168.55]","140.11 [127.1-154.31]","4 742 [4 337-5 181]","2 561 [2 326-2 810]","2 181 [1 983-2 400]"
"Timor-Leste"," 1993","153.74 [140.12-168.51]","160.21 [145.2-176.28]","146.78 [133.11-161.77]","4 915 [4 487-5 378]","2 651 [2 407-2 912]","2 264 [2 056-2 490]"
"Timor-Leste"," 1992","160.7 [145.99-176.53]","167.25 [151.36-184.56]","153.73 [139.21-169.74]","5 082 [4 625-5 569]","2 737 [2 483-3 014]","2 345 [2 127-2 584]"
"Timor-Leste"," 1991","167.91 [152.05-185.03]","174.56 [157.44-193.39]","160.9 [144.95-177.92]","5 232 [4 748-5 751]","2 814 [2 544-3 110]","2 418 [2 183-2 669]"
"Timor-Leste"," 1990","175.53 [158.48-194.44]","182.33 [163.76-202.71]","168.5 [151.4-187.35]","5 365 [4 856-5 925]","2 882 [2 596-3 196]","2 483 [2 236-2 754]"
"Timor-Leste"," 1989","183.62 [165.02-204.46]","190.5 [170.23-213.06]","176.46 [157.87-197.29]","","",""
"Timor-Leste"," 1988","192.26 [171.21-216.25]","199.26 [176.38-224.52]","184.89 [163.76-208.58]","","",""
"Timor-Leste"," 1987","201.48 [177.1-229.55]","208.48 [182.19-237.84]","193.92 [169.52-221.53]","","",""
"Timor-Leste"," 1986","211.05 [182.76-244.64]","218.31 [188.2-253.56]","203.32 [174.57-236.31]","","",""
"Timor-Leste"," 1985","221.02 [187.2-261.97]","228.73 [193.17-271.98]","212.91 [179.12-253.39]","","",""
