"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Romania"," 1958","92.88 [90.43-95.43]","99.12 [96.48-101.94]","86.3 [83.95-88.79]","","",""
"Romania"," 1957","96.44 [93.88-99.05]","102.05 [99.27-104.91]","90.54 [88.08-93.06]","","",""
"Romania"," 1956","103.54 [99.59-107.58]","109.05 [104.82-113.34]","97.76 [93.97-101.69]","","",""
"Romania"," 1955","113.05 [102.68-124.95]","118.66 [107.7-131.3]","107.1 [97.27-118.46]","","",""
"Russian Federation"," 2021","5.05 [4.8-5.32]","5.56 [5.28-5.86]","4.52 [4.27-4.77]","7 347 [6 974-7 727]","4 155 [3 942-4 380]","3 192 [3 020-3 367]"
"Russian Federation"," 2020","5.41 [5.24-5.59]","5.96 [5.77-6.16]","4.84 [4.67-5.01]","8 182 [7 924-8 447]","4 630 [4 480-4 787]","3 552 [3 432-3 677]"
"Russian Federation"," 2019","5.84 [5.71-5.97]","6.41 [6.27-6.57]","5.23 [5.1-5.36]","9 327 [9 123-9 538]","5 267 [5 147-5 398]","4 060 [3 962-4 164]"
"Russian Federation"," 2018","6.33 [6.21-6.46]","6.97 [6.83-7.12]","5.66 [5.54-5.79]","10 725 [10 518-10 936]","6 069 [5 945-6 199]","4 656 [4 558-4 764]"
"Russian Federation"," 2017","6.9 [6.76-7.03]","7.61 [7.45-7.77]","6.15 [6.02-6.29]","12 517 [12 273-12 764]","7 096 [6 952-7 249]","5 421 [5 306-5 548]"
"Russian Federation"," 2016","7.54 [7.4-7.7]","8.32 [8.15-8.5]","6.73 [6.58-6.88]","14 458 [14 176-14 756]","8 197 [8 031-8 377]","6 261 [6 127-6 403]"
"Russian Federation"," 2015","8.25 [8.09-8.41]","9.14 [8.95-9.33]","7.31 [7.16-7.47]","15 986 [15 687-16 297]","9 106 [8 927-9 302]","6 880 [6 739-7 032]"
"Russian Federation"," 2014","8.93 [8.76-9.1]","9.88 [9.68-10.08]","7.93 [7.76-8.1]","17 257 [16 929-17 599]","9 812 [9 617-10 023]","7 445 [7 292-7 611]"
"Russian Federation"," 2013","9.47 [9.29-9.65]","10.5 [10.29-10.72]","8.39 [8.22-8.57]","18 142 [17 796-18 489]","10 338 [10 131-10 552]","7 804 [7 646-7 974]"
"Russian Federation"," 2012","9.87 [9.68-10.05]","10.93 [10.71-11.15]","8.75 [8.57-8.93]","18 459 [18 109-18 812]","10 512 [10 305-10 729]","7 947 [7 785-8 115]"
"Russian Federation"," 2011","10.16 [9.96-10.36]","11.31 [11.08-11.54]","8.95 [8.75-9.14]","18 418 [18 066-18 782]","10 537 [10 331-10 759]","7 881 [7 715-8 056]"
"Russian Federation"," 2010","10.42 [10.22-10.61]","11.6 [11.36-11.83]","9.17 [8.98-9.37]","18 428 [18 082-18 778]","10 541 [10 333-10 758]","7 887 [7 724-8 056]"
"Russian Federation"," 2009","10.75 [10.54-10.96]","12.01 [11.76-12.26]","9.42 [9.22-9.63]","18 472 [18 114-18 840]","10 604 [10 387-10 827]","7 868 [7 707-8 045]"
"Russian Federation"," 2008","11.26 [11.04-11.48]","12.59 [12.34-12.85]","9.85 [9.65-10.07]","18 583 [18 229-18 944]","10 683 [10 473-10 903]","7 900 [7 737-8 075]"
"Russian Federation"," 2007","11.97 [11.74-12.2]","13.46 [13.19-13.74]","10.4 [10.19-10.62]","18 798 [18 439-19 154]","10 867 [10 655-11 095]","7 931 [7 768-8 101]"
"Russian Federation"," 2006","12.85 [12.6-13.11]","14.46 [14.17-14.76]","11.16 [10.92-11.4]","19 441 [19 067-19 832]","11 246 [11 023-11 489]","8 195 [8 026-8 378]"
"Russian Federation"," 2005","13.86 [13.6-14.12]","15.68 [15.37-15.99]","11.95 [11.7-12.2]","20 741 [20 348-21 135]","12 063 [11 831-12 311]","8 678 [8 503-8 864]"
"Russian Federation"," 2004","14.97 [14.68-15.26]","16.91 [16.57-17.25]","12.93 [12.66-13.2]","22 126 [21 701-22 560]","12 859 [12 610-13 129]","9 267 [9 078-9 469]"
"Russian Federation"," 2003","16.14 [15.84-16.45]","18.19 [17.83-18.55]","13.99 [13.7-14.28]","23 111 [22 672-23 547]","13 400 [13 144-13 676]","9 711 [9 513-9 914]"
"Russian Federation"," 2002","17.31 [16.98-17.64]","19.59 [19.2-19.99]","14.93 [14.63-15.23]","23 764 [23 311-24 216]","13 837 [13 570-14 129]","9 927 [9 735-10 139]"
"Russian Federation"," 2001","18.41 [18.06-18.78]","20.93 [20.5-21.35]","15.77 [15.45-16.11]","24 306 [23 844-24 792]","14 222 [13 941-14 521]","10 084 [9 889-10 313]"
"Russian Federation"," 2000","19.37 [19.01-19.74]","21.93 [21.5-22.37]","16.68 [16.35-17.03]","24 924 [24 464-25 407]","14 521 [14 248-14 828]","10 403 [10 205-10 627]"
"Russian Federation"," 1999","20.17 [19.78-20.57]","22.77 [22.31-23.25]","17.43 [17.07-17.8]","26 039 [25 539-26 557]","15 122 [14 830-15 449]","10 917 [10 698-11 157]"
"Russian Federation"," 1998","20.8 [20.42-21.2]","23.55 [23.09-24.03]","17.91 [17.55-18.29]","27 409 [26 906-27 941]","15 949 [15 647-16 281]","11 460 [11 234-11 707]"
"Russian Federation"," 1997","21.29 [20.9-21.7]","24.15 [23.68-24.64]","18.29 [17.92-18.67]","28 752 [28 220-29 309]","16 753 [16 439-17 106]","11 999 [11 761-12 255]"
"Russian Federation"," 1996","21.68 [21.26-22.11]","24.66 [24.16-25.16]","18.56 [18.17-18.95]","30 389 [29 810-30 990]","17 743 [17 398-18 113]","12 646 [12 393-12 923]"
"Russian Federation"," 1995","21.97 [21.56-22.38]","24.96 [24.47-25.43]","18.84 [18.46-19.22]","32 051 [31 452-32 636]","18 681 [18 320-19 044]","13 370 [13 107-13 643]"
"Russian Federation"," 1994","22.08 [21.65-22.5]","25.13 [24.63-25.62]","18.88 [18.49-19.27]","33 488 [32 841-34 129]","19 556 [19 176-19 949]","13 932 [13 651-14 230]"
"Russian Federation"," 1993","21.95 [21.53-22.36]","24.89 [24.4-25.39]","18.86 [18.47-19.24]","35 582 [34 909-36 257]","20 709 [20 311-21 130]","14 873 [14 578-15 184]"
"Russian Federation"," 1992","21.7 [21.3-22.11]","24.78 [24.3-25.28]","18.47 [18.09-18.83]","38 916 [38 192-39 654]","22 804 [22 372-23 277]","16 112 [15 794-16 436]"
"Russian Federation"," 1991","21.55 [21.14-21.96]","24.63 [24.15-25.13]","18.31 [17.93-18.68]","42 589 [41 771-43 398]","24 978 [24 496-25 489]","17 611 [17 258-17 972]"
"Russian Federation"," 1990","21.63 [21.24-22.03]","24.74 [24.27-25.22]","18.36 [18-18.72]","46 344 [45 500-47 208]","27 197 [26 686-27 730]","19 147 [18 781-19 531]"
"Russian Federation"," 1989","21.97 [21.56-22.4]","25.15 [24.67-25.65]","18.63 [18.27-19.02]","50 383 [49 439-51 361]","29 579 [29 017-30 175]","20 804 [20 403-21 245]"
"Russian Federation"," 1988","22.59 [22.18-23.02]","25.84 [25.36-26.34]","19.18 [18.81-19.57]","54 565 [53 576-55 600]","31 998 [31 409-32 625]","22 567 [22 135-23 026]"
"Russian Federation"," 1987","23.39 [22.97-23.84]","26.8 [26.3-27.31]","19.82 [19.43-20.21]","57 400 [56 373-58 487]","33 693 [33 082-34 349]","23 707 [23 247-24 181]"
"Russian Federation"," 1986","24.22 [23.76-24.68]","27.66 [27.13-28.21]","20.6 [20.19-21.02]","58 799 [57 690-59 926]","34 397 [33 735-35 081]","24 402 [23 919-24 893]"
"Russian Federation"," 1985","24.94 [24.47-25.41]","28.44 [27.89-29]","21.26 [20.84-21.68]","60 360 [59 221-61 496]","35 262 [34 582-35 950]","25 098 [24 607-25 588]"
"Russian Federation"," 1984","25.55 [25.07-26.07]","28.99 [28.43-29.59]","21.95 [21.5-22.4]","61 768 [60 594-63 008]","35 886 [35 186-36 629]","25 882 [25 349-26 413]"
"Russian Federation"," 1983","26.09 [25.59-26.6]","29.61 [29.03-30.21]","22.39 [21.94-22.84]","61 785 [60 610-63 001]","35 905 [35 195-36 624]","25 880 [25 359-26 404]"
"Russian Federation"," 1982","26.57 [26.06-27.08]","30.19 [29.61-30.79]","22.76 [22.3-23.23]","61 111 [59 930-62 292]","35 552 [34 856-36 252]","25 559 [25 033-26 077]"
"Russian Federation"," 1981","27.06 [26.46-27.67]","30.75 [30.06-31.46]","23.17 [22.65-23.72]","61 022 [59 684-62 393]","35 490 [34 691-36 294]","25 532 [24 944-26 121]"
"Russian Federation"," 1980","27.58 [26.76-28.44]","31.28 [30.34-32.25]","23.69 [22.97-24.45]","61 650 [59 830-63 546]","35 780 [34 711-36 872]","25 870 [25 088-26 692]"
"Russian Federation"," 1979","28.12 [26.93-29.41]","31.89 [30.49-33.39]","24.18 [23.1-25.34]","62 496 [59 862-65 332]","36 258 [34 687-37 955]","26 238 [25 066-27 481]"
"Russian Federation"," 1978","28.72 [27.03-30.6]","32.52 [30.57-34.64]","24.73 [23.2-26.4]","63 215 [59 503-67 318]","36 636 [34 448-39 006]","26 579 [24 941-28 356]"
"Russian Federation"," 1977","29.38 [27.1-31.94]","33.23 [30.63-36.15]","25.31 [23.3-27.62]","63 858 [58 940-69 398]","36 998 [34 113-40 211]","26 860 [24 723-29 284]"
"Russian Federation"," 1976","30.15 [27.27-33.47]","34.08 [30.79-37.83]","26.02 [23.46-28.97]","64 558 [58 437-71 608]","37 389 [33 798-41 471]","27 169 [24 509-30 223]"
"Russian Federation"," 1975","31.06 [27.55-35.22]","35.1 [31.11-39.76]","26.87 [23.72-30.47]","65 423 [58 058-74 107]","37 828 [33 571-42 829]","27 595 [24 394-31 284]"
"Russian Federation"," 1974","32.22 [27.93-37.22]","36.28 [31.49-41.96]","27.92 [24.18-32.31]","","",""
"Russian Federation"," 1973","33.49 [28.45-39.48]","37.68 [32-44.53]","29.08 [24.59-34.37]","","",""
"Russian Federation"," 1972","34.93 [28.97-42.16]","39.26 [32.57-47.55]","30.36 [25.11-36.7]","","",""
"Russian Federation"," 1971","36.49 [29.33-45.29]","40.95 [32.92-50.9]","31.8 [25.54-39.5]","","",""
"Russian Federation"," 1970","38.12 [29.65-48.76]","42.7 [33.11-54.79]","33.24 [25.78-42.62]","","",""
"San Marino"," 2021","1.72 [0.82-3.51]","1.86 [0.89-3.82]","1.56 [0.74-3.18]","0 [0-1]","0 [0-0]","0 [0-0]"
"San Marino"," 2020","1.78 [0.88-3.56]","1.93 [0.95-3.88]","1.62 [0.8-3.22]","0 [0-1]","0 [0-0]","0 [0-0]"
"San Marino"," 2019","1.85 [0.94-3.6]","2.02 [1.02-3.93]","1.68 [0.85-3.27]","0 [0-1]","0 [0-0]","0 [0-0]"
"San Marino"," 2018","1.93 [1.01-3.64]","2.1 [1.08-3.96]","1.76 [0.91-3.32]","0 [0-1]","0 [0-0]","0 [0-0]"
"San Marino"," 2017","2.01 [1.08-3.69]","2.19 [1.17-4.01]","1.83 [0.98-3.37]","0 [0-1]","0 [0-0]","0 [0-0]"
"San Marino"," 2016","2.11 [1.17-3.75]","2.3 [1.27-4.07]","1.91 [1.07-3.43]","1 [0-1]","0 [0-1]","1 [0-1]"
"San Marino"," 2015","2.22 [1.27-3.81]","2.41 [1.38-4.14]","2.01 [1.15-3.47]","1 [0-1]","0 [0-1]","1 [0-1]"
"San Marino"," 2014","2.33 [1.38-3.87]","2.52 [1.49-4.21]","2.11 [1.26-3.56]","1 [0-1]","0 [0-1]","1 [0-1]"
"San Marino"," 2013","2.45 [1.48-3.97]","2.65 [1.61-4.31]","2.22 [1.35-3.64]","1 [0-1]","0 [0-1]","1 [0-1]"
"San Marino"," 2012","2.57 [1.6-4.08]","2.8 [1.73-4.43]","2.34 [1.46-3.72]","1 [0-1]","0 [0-1]","1 [0-1]"
"San Marino"," 2011","2.71 [1.72-4.21]","2.95 [1.86-4.57]","2.46 [1.56-3.85]","1 [1-1]","0 [0-1]","1 [0-1]"
"San Marino"," 2010","2.85 [1.85-4.36]","3.11 [2-4.76]","2.59 [1.67-4]","1 [1-1]","1 [0-1]","0 [0-1]"
"San Marino"," 2009","3.01 [1.98-4.54]","3.28 [2.14-4.95]","2.75 [1.8-4.16]","1 [1-1]","1 [0-1]","0 [0-1]"
"San Marino"," 2008","3.2 [2.12-4.77]","3.49 [2.3-5.18]","2.91 [1.92-4.35]","1 [1-2]","1 [0-1]","0 [0-1]"
"San Marino"," 2007","3.4 [2.27-5.01]","3.71 [2.47-5.46]","3.1 [2.06-4.57]","1 [1-2]","1 [0-1]","0 [0-1]"
"San Marino"," 2006","3.62 [2.44-5.28]","3.95 [2.65-5.75]","3.29 [2.21-4.8]","1 [1-2]","1 [0-1]","0 [0-1]"
"San Marino"," 2005","3.87 [2.64-5.59]","4.21 [2.87-6.09]","3.51 [2.39-5.07]","1 [1-2]","1 [0-1]","0 [0-1]"
"San Marino"," 2004","4.14 [2.84-5.92]","4.5 [3.09-6.45]","3.76 [2.59-5.41]","1 [1-2]","1 [1-1]","0 [0-1]"
"San Marino"," 2003","4.44 [3.09-6.32]","4.84 [3.36-6.91]","4.03 [2.8-5.75]","1 [1-2]","1 [1-1]","0 [0-1]"
"San Marino"," 2002","4.78 [3.37-6.74]","5.19 [3.65-7.37]","4.34 [3.05-6.15]","2 [1-2]","1 [1-1]","1 [0-1]"
"San Marino"," 2001","5.17 [3.67-7.24]","5.62 [4-7.91]","4.68 [3.33-6.58]","2 [1-2]","1 [1-1]","1 [1-1]"
"San Marino"," 2000","5.6 [4.02-7.76]","6.09 [4.38-8.47]","5.08 [3.64-7.04]","2 [1-2]","1 [1-1]","1 [1-1]"
"San Marino"," 1999","6.09 [4.41-8.34]","6.62 [4.79-9.11]","5.51 [3.99-7.57]","2 [1-3]","1 [1-1]","1 [1-1]"
"San Marino"," 1998","6.63 [4.87-8.96]","7.22 [5.28-9.84]","5.98 [4.38-8.15]","2 [2-3]","1 [1-2]","1 [1-1]"
"San Marino"," 1997","7.24 [5.34-9.72]","7.89 [5.82-10.67]","6.53 [4.8-8.79]","2 [2-3]","1 [1-2]","1 [1-1]"
"San Marino"," 1996","7.92 [5.87-10.53]","8.66 [6.42-11.62]","7.1 [5.26-9.49]","2 [2-3]","1 [1-2]","1 [1-1]"
"San Marino"," 1995","8.66 [6.48-11.56]","9.5 [7.08-12.72]","7.75 [5.75-10.35]","2 [2-3]","1 [1-2]","1 [1-1]"
"San Marino"," 1994","9.49 [7.06-12.63]","10.4 [7.76-14]","8.5 [6.3-11.37]","2 [2-3]","1 [1-2]","1 [1-1]"
"San Marino"," 1993","10.41 [7.73-14.01]","11.46 [8.5-15.49]","9.31 [6.88-12.54]","3 [2-4]","1 [1-2]","2 [1-2]"
"San Marino"," 1992","11.45 [8.4-15.68]","12.64 [9.25-17.3]","10.21 [7.46-13.99]","3 [2-4]","2 [1-2]","1 [1-2]"
"San Marino"," 1991","12.61 [9.07-17.65]","13.93 [10.01-19.59]","11.24 [8.01-15.74]","3 [2-4]","2 [1-2]","1 [1-2]"
"San Marino"," 1990","13.89 [9.7-20.1]","15.35 [10.67-22.28]","12.36 [8.56-17.96]","3 [2-5]","2 [1-3]","1 [1-2]"
"San Marino"," 1989","15.27 [10.25-23.08]","16.92 [11.28-25.58]","13.57 [9.08-20.57]","","",""
"San Marino"," 1988","16.86 [10.77-26.68]","18.67 [11.91-29.59]","14.94 [9.55-23.78]","","",""
"San Marino"," 1987","18.57 [11.28-31.12]","20.61 [12.47-34.43]","16.44 [10.01-27.64]","","",""
"San Marino"," 1986","20.42 [11.74-36.23]","22.64 [12.99-39.99]","18.11 [10.49-32.33]","","",""
"San Marino"," 1985","22.53 [12.27-42.31]","25 [13.55-46.89]","19.98 [10.83-37.79]","","",""
"Serbia"," 2021","5.49 [5.12-5.89]","6 [5.57-6.47]","4.95 [4.59-5.34]","374 [349-402]","211 [197-228]","163 [151-176]"
"Serbia"," 2020","5.58 [5.31-5.86]","6.11 [5.8-6.45]","5.03 [4.75-5.32]","386 [368-405]","218 [207-231]","168 [159-178]"
"Serbia"," 2019","5.68 [5.44-5.92]","6.21 [5.92-6.52]","5.11 [4.86-5.37]","395 [379-412]","223 [213-234]","172 [163-181]"
"Serbia"," 2018","5.78 [5.54-6.02]","6.32 [6.04-6.63]","5.21 [4.95-5.47]","404 [387-421]","228 [218-239]","176 [167-185]"
"Serbia"," 2017","5.91 [5.67-6.16]","6.48 [6.18-6.78]","5.32 [5.06-5.58]","415 [398-432]","235 [224-246]","180 [172-189]"
"Serbia"," 2016","6.09 [5.85-6.33]","6.68 [6.39-6.98]","5.47 [5.22-5.72]","430 [413-446]","243 [233-254]","187 [178-195]"
"Serbia"," 2015","6.31 [6.05-6.56]","6.94 [6.63-7.25]","5.64 [5.38-5.9]","449 [431-467]","255 [244-267]","194 [185-203]"
"Serbia"," 2014","6.56 [6.31-6.81]","7.22 [6.92-7.53]","5.86 [5.6-6.13]","466 [449-484]","265 [254-277]","201 [193-211]"
"Serbia"," 2013","6.83 [6.58-7.09]","7.52 [7.22-7.84]","6.1 [5.83-6.38]","487 [470-506]","277 [266-289]","210 [201-220]"
"Serbia"," 2012","7.1 [6.84-7.38]","7.82 [7.5-8.15]","6.35 [6.07-6.64]","506 [488-526]","287 [276-300]","219 [209-229]"
"Serbia"," 2011","7.36 [7.1-7.64]","8.11 [7.79-8.45]","6.57 [6.29-6.86]","520 [501-539]","296 [284-308]","224 [214-234]"
"Serbia"," 2010","7.59 [7.31-7.88]","8.41 [8.07-8.75]","6.72 [6.44-7.03]","528 [509-549]","302 [291-315]","226 [217-237]"
"Serbia"," 2009","7.77 [7.5-8.05]","8.61 [8.28-8.95]","6.88 [6.6-7.18]","532 [514-551]","304 [293-317]","228 [218-237]"
"Serbia"," 2008","7.94 [7.67-8.21]","8.83 [8.49-9.17]","7.01 [6.73-7.3]","535 [517-553]","307 [296-319]","228 [219-238]"
"Serbia"," 2007","8.17 [7.87-8.46]","9.1 [8.73-9.46]","7.2 [6.89-7.5]","542 [522-562]","311 [299-324]","231 [221-241]"
"Serbia"," 2006","8.51 [8.2-8.81]","9.49 [9.1-9.86]","7.48 [7.17-7.79]","580 [559-601]","333 [321-347]","247 [236-257]"
"Serbia"," 2005","9.01 [8.68-9.32]","10.07 [9.66-10.46]","7.89 [7.56-8.21]","647 [623-669]","373 [359-388]","274 [262-285]"
"Serbia"," 2004","9.71 [9.41-10.01]","10.84 [10.47-11.23]","8.51 [8.2-8.84]","747 [724-770]","431 [417-447]","316 [305-328]"
"Serbia"," 2003","10.54 [10.23-10.88]","11.78 [11.39-12.2]","9.24 [8.92-9.61]","852 [827-879]","492 [477-511]","360 [348-375]"
"Serbia"," 2002","11.35 [10.98-11.75]","12.7 [12.25-13.19]","9.93 [9.55-10.34]","923 [893-955]","534 [516-556]","389 [374-406]"
"Serbia"," 2001","12 [11.66-12.37]","13.42 [12.99-13.87]","10.52 [10.15-10.9]","944 [917-973]","546 [529-565]","398 [385-413]"
"Serbia"," 2000","12.61 [12.26-12.97]","14.07 [13.63-14.52]","11.08 [10.7-11.46]","921 [896-948]","531 [515-549]","390 [378-404]"
"Serbia"," 1999","13.31 [12.91-13.68]","14.79 [14.31-15.27]","11.74 [11.34-12.14]","922 [895-948]","529 [513-547]","393 [380-407]"
"Serbia"," 1998","14.24 [13.8-14.69]","15.75 [15.22-16.28]","12.65 [12.2-13.11]","1 093 [1 059-1 128]","625 [605-647]","468 [452-486]"
"Serbia"," 1997","15.59 [15.14-16.03]","17.2 [16.65-17.72]","13.91 [13.43-14.37]","1 366 [1 327-1 404]","780 [756-804]","586 [567-606]"
"Serbia"," 1996","17.43 [17.05-17.8]","19.11 [18.64-19.59]","15.66 [15.23-16.09]","1 579 [1 545-1 613]","896 [875-919]","683 [665-702]"
"Serbia"," 1995","19.48 [18.98-20.01]","21.24 [20.65-21.87]","17.64 [17.11-18.19]","1 774 [1 729-1 822]","1 001 [974-1 031]","773 [751-799]"
"Serbia"," 1994","21.35 [20.8-21.92]","23.19 [22.54-23.85]","19.43 [18.84-20.02]","1 954 [1 904-2 006]","1 097 [1 068-1 130]","857 [832-884]"
"Serbia"," 1993","22.95 [22.45-23.49]","24.75 [24.15-25.4]","21.06 [20.5-21.62]","2 117 [2 071-2 166]","1 181 [1 153-1 212]","936 [913-962]"
"Serbia"," 1992","24.51 [23.92-25.07]","26.33 [25.65-27]","22.6 [21.96-23.21]","2 297 [2 242-2 349]","1 276 [1 244-1 309]","1 021 [994-1 050]"
"Serbia"," 1991","26.24 [25.58-26.86]","28.01 [27.26-28.76]","24.37 [23.67-25.03]","2 526 [2 462-2 586]","1 394 [1 358-1 432]","1 132 [1 100-1 163]"
"Serbia"," 1990","28.3 [27.54-29.01]","29.95 [29.09-30.77]","26.57 [25.79-27.32]","2 748 [2 674-2 816]","1 503 [1 461-1 545]","1 245 [1 209-1 281]"
"Serbia"," 1989","30.85 [30.17-31.54]","32.39 [31.59-33.21]","29.23 [28.49-29.98]","3 086 [3 017-3 154]","1 674 [1 634-1 717]","1 412 [1 376-1 448]"
"Serbia"," 1988","33.65 [32.86-34.5]","35.25 [34.31-36.21]","31.98 [31.13-32.88]","","",""
"Serbia"," 1987","36.1 [35.19-37.12]","37.77 [36.74-38.89]","34.36 [33.39-35.41]","","",""
"Serbia"," 1986","37.84 [36.98-38.77]","39.63 [38.61-40.67]","35.99 [35.07-36.97]","","",""
"Serbia"," 1985","39.18 [37.72-40.65]","41.02 [39.41-42.63]","37.27 [35.77-38.75]","","",""
"Serbia"," 1984","40.57 [37.42-43.68]","42.51 [39.16-45.85]","38.54 [35.49-41.55]","","",""
"Slovakia"," 2021","5.63 [5.35-5.95]","6.15 [5.81-6.53]","5.09 [4.8-5.42]","312 [296-330]","175 [165-186]","137 [130-146]"
"Slovakia"," 2020","5.73 [5.49-5.99]","6.26 [5.96-6.58]","5.18 [4.92-5.46]","324 [310-339]","181 [173-191]","143 [135-150]"
"Slovakia"," 2019","5.82 [5.61-6.05]","6.36 [6.1-6.65]","5.26 [5.02-5.5]","333 [321-346]","187 [179-195]","146 [140-153]"
"Slovakia"," 2018","5.92 [5.73-6.12]","6.47 [6.23-6.73]","5.34 [5.12-5.57]","340 [329-352]","191 [184-198]","149 [143-156]"
"Slovakia"," 2017","6.02 [5.84-6.21]","6.58 [6.35-6.83]","5.43 [5.21-5.65]","345 [335-356]","193 [187-201]","152 [145-158]"
"Slovakia"," 2016","6.13 [5.95-6.31]","6.7 [6.47-6.95]","5.53 [5.31-5.74]","346 [337-357]","194 [188-201]","152 [146-158]"
"Slovakia"," 2015","6.25 [6.07-6.43]","6.82 [6.59-7.07]","5.64 [5.42-5.85]","349 [339-359]","196 [189-203]","153 [148-159]"
"Slovakia"," 2014","6.37 [6.19-6.55]","6.96 [6.72-7.2]","5.75 [5.54-5.97]","356 [346-367]","199 [193-206]","157 [151-163]"
"Slovakia"," 2013","6.5 [6.31-6.69]","7.1 [6.86-7.35]","5.87 [5.65-6.09]","367 [356-377]","206 [198-212]","161 [155-167]"
"Slovakia"," 2012","6.65 [6.45-6.84]","7.3 [7.04-7.55]","5.97 [5.75-6.19]","388 [377-399]","218 [211-226]","170 [164-176]"
"Slovakia"," 2011","6.81 [6.61-7]","7.48 [7.22-7.73]","6.11 [5.88-6.34]","409 [397-420]","230 [222-238]","179 [172-186]"
"Slovakia"," 2010","7 [6.79-7.19]","7.69 [7.42-7.94]","6.27 [6.04-6.5]","419 [407-431]","236 [228-244]","183 [177-190]"
"Slovakia"," 2009","7.2 [7-7.39]","7.91 [7.65-8.17]","6.45 [6.22-6.68]","421 [409-432]","237 [229-245]","184 [177-190]"
"Slovakia"," 2008","7.43 [7.23-7.62]","8.15 [7.89-8.42]","6.66 [6.43-6.89]","414 [403-424]","233 [225-240]","181 [174-187]"
"Slovakia"," 2007","7.67 [7.47-7.86]","8.41 [8.14-8.68]","6.89 [6.65-7.13]","416 [405-426]","234 [226-241]","182 [176-188]"
"Slovakia"," 2006","7.93 [7.73-8.13]","8.72 [8.44-8.99]","7.1 [6.86-7.34]","428 [418-440]","241 [234-249]","187 [180-193]"
"Slovakia"," 2005","8.2 [7.99-8.42]","9 [8.72-9.29]","7.35 [7.11-7.61]","441 [430-453]","249 [241-256]","192 [186-199]"
"Slovakia"," 2004","8.48 [8.27-8.7]","9.3 [9.01-9.59]","7.62 [7.37-7.89]","447 [436-459]","251 [244-260]","196 [189-202]"
"Slovakia"," 2003","8.77 [8.55-8.99]","9.6 [9.31-9.9]","7.89 [7.64-8.16]","454 [443-466]","255 [247-263]","199 [193-206]"
"Slovakia"," 2002","9.08 [8.85-9.3]","9.95 [9.65-10.26]","8.15 [7.89-8.43]","470 [459-482]","264 [257-273]","206 [199-213]"
"Slovakia"," 2001","9.4 [9.17-9.63]","10.33 [10.02-10.63]","8.43 [8.15-8.71]","504 [492-517]","284 [276-293]","220 [213-227]"
"Slovakia"," 2000","9.75 [9.51-9.98]","10.72 [10.41-11.04]","8.73 [8.44-9.01]","543 [530-556]","306 [297-315]","237 [229-245]"
"Slovakia"," 1999","10.13 [9.89-10.37]","11.14 [10.82-11.46]","9.07 [8.78-9.36]","577 [564-591]","325 [316-335]","252 [244-260]"
"Slovakia"," 1998","10.54 [10.3-10.78]","11.62 [11.3-11.94]","9.42 [9.11-9.7]","619 [605-633]","350 [340-359]","269 [261-277]"
"Slovakia"," 1997","10.98 [10.74-11.22]","12.12 [11.8-12.45]","9.79 [9.49-10.09]","663 [648-677]","375 [365-385]","288 [279-296]"
"Slovakia"," 1996","11.45 [11.21-11.7]","12.68 [12.34-13.01]","10.17 [9.87-10.47]","711 [696-726]","403 [393-414]","308 [299-317]"
"Slovakia"," 1995","11.94 [11.7-12.2]","13.26 [12.93-13.61]","10.56 [10.26-10.87]","780 [764-797]","444 [433-455]","336 [327-346]"
"Slovakia"," 1994","12.46 [12.22-12.72]","13.89 [13.56-14.25]","10.97 [10.66-11.28]","879 [862-898]","502 [490-515]","377 [367-388]"
"Slovakia"," 1993","13 [12.75-13.27]","14.52 [14.17-14.88]","11.41 [11.1-11.73]","967 [949-987]","553 [541-568]","414 [403-426]"
"Slovakia"," 1992","13.55 [13.31-13.83]","15.16 [14.8-15.53]","11.87 [11.56-12.2]","1 042 [1 023-1 063]","597 [583-612]","445 [433-457]"
"Slovakia"," 1991","14.12 [13.87-14.39]","15.79 [15.43-16.16]","12.38 [12.06-12.71]","1 118 [1 098-1 140]","640 [626-656]","478 [466-491]"
"Slovakia"," 1990","14.71 [14.45-14.98]","16.49 [16.12-16.87]","12.84 [12.52-13.18]","1 177 [1 157-1 199]","675 [661-691]","502 [489-515]"
"Slovakia"," 1989","15.33 [15.06-15.6]","17.2 [16.82-17.58]","13.35 [13.02-13.71]","1 250 [1 229-1 273]","718 [702-734]","532 [519-546]"
"Slovakia"," 1988","15.97 [15.69-16.25]","17.99 [17.59-18.38]","13.85 [13.5-14.21]","1 337 [1 314-1 360]","770 [753-787]","567 [552-581]"
"Slovakia"," 1987","16.66 [16.37-16.95]","18.77 [18.36-19.17]","14.44 [14.09-14.81]","1 430 [1 405-1 455]","824 [806-842]","606 [591-621]"
"Slovakia"," 1986","17.4 [17.11-17.69]","19.62 [19.2-20.04]","15.06 [14.69-15.44]","1 545 [1 519-1 571]","892 [872-910]","653 [637-669]"
"Slovakia"," 1985","18.18 [17.88-18.49]","20.48 [20.06-20.93]","15.76 [15.37-16.15]","","",""
