"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Guatemala"," 2013","30.76 [26.88-35.12]","33.78 [29.44-38.68]","27.56 [23.99-31.62]","12 440 [10 879-14 198]","6 951 [6 054-7 947]","5 489 [4 775-6 289]"
"Guatemala"," 2012","32.05 [28.3-36.3]","35.15 [30.94-39.92]","28.76 [25.29-32.75]","12 918 [11 412-14 625]","7 209 [6 340-8 172]","5 709 [5 015-6 489]"
"Guatemala"," 2011","33.4 [29.74-37.5]","36.64 [32.47-41.2]","30.01 [26.61-33.85]","13 364 [11 901-14 995]","7 454 [6 603-8 371]","5 910 [5 239-6 659]"
"Guatemala"," 2010","34.83 [31.22-38.81]","38.16 [34.1-42.7]","31.29 [27.95-35.06]","13 859 [12 428-15 438]","7 723 [6 895-8 627]","6 136 [5 474-6 863]"
"Guatemala"," 2009","36.28 [32.73-40.22]","39.67 [35.68-44.14]","32.71 [29.38-36.43]","14 399 [12 993-15 955]","8 003 [7 192-8 893]","6 396 [5 740-7 115]"
"Guatemala"," 2008","37.8 [34.29-41.69]","41.32 [37.34-45.72]","34.13 [30.77-37.77]","15 031 [13 638-16 577]","8 346 [7 542-9 228]","6 685 [6 026-7 390]"
"Guatemala"," 2007","39.39 [35.88-43.24]","42.96 [39.02-47.34]","35.65 [32.28-39.26]","15 685 [14 292-17 215]","8 689 [7 889-9 565]","6 996 [6 332-7 698]"
"Guatemala"," 2006","41.02 [37.51-44.86]","44.7 [40.75-49.1]","37.13 [33.79-40.8]","16 349 [14 955-17 879]","9 051 [8 246-9 927]","7 298 [6 635-8 009]"
"Guatemala"," 2005","42.7 [39.18-46.54]","46.44 [42.5-50.88]","38.76 [35.36-42.48]","17 130 [15 722-18 669]","9 464 [8 655-10 355]","7 666 [6 988-8 393]"
"Guatemala"," 2004","44.44 [40.86-48.31]","48.3 [44.29-52.74]","40.36 [36.88-44.08]","17 926 [16 484-19 484]","9 901 [9 070-10 793]","8 025 [7 326-8 752]"
"Guatemala"," 2003","46.22 [42.62-50.17]","50.19 [46.08-54.63]","42.06 [38.57-45.82]","18 718 [17 267-20 306]","10 331 [9 481-11 233]","8 387 [7 690-9 127]"
"Guatemala"," 2002","48.12 [44.41-52.1]","52.19 [48.04-56.71]","43.82 [40.28-47.63]","19 546 [18 045-21 152]","10 783 [9 921-11 698]","8 763 [8 050-9 511]"
"Guatemala"," 2001","50.06 [46.32-54.09]","54.16 [50.02-58.76]","45.74 [42.1-49.6]","20 232 [18 726-21 850]","11 135 [10 278-12 063]","9 097 [8 370-9 852]"
"Guatemala"," 2000","52.12 [48.34-56.18]","56.38 [52.16-61.04]","47.66 [43.95-51.55]","20 816 [19 316-22 429]","11 451 [10 594-12 383]","9 365 [8 634-10 119]"
"Guatemala"," 1999","54.3 [50.4-58.41]","58.76 [54.43-63.52]","49.62 [45.8-53.6]","21 522 [19 985-23 140]","11 846 [10 970-12 791]","9 676 [8 929-10 438]"
"Guatemala"," 1998","56.59 [52.62-60.76]","61.2 [56.76-65.9]","51.81 [47.9-55.9]","22 248 [20 697-23 873]","12 234 [11 352-13 164]","10 014 [9 261-10 799]"
"Guatemala"," 1997","59.04 [54.97-63.27]","63.78 [59.22-68.54]","54.09 [50.09-58.21]","22 921 [21 350-24 553]","12 598 [11 697-13 523]","10 323 [9 560-11 098]"
"Guatemala"," 1996","61.61 [57.4-65.89]","66.51 [61.89-71.33]","56.48 [52.41-60.66]","23 630 [22 031-25 257]","12 985 [12 080-13 911]","10 645 [9 879-11 423]"
"Guatemala"," 1995","64.34 [60.07-68.63]","69.29 [64.57-74.12]","59.13 [54.99-63.34]","24 335 [22 737-25 945]","13 346 [12 436-14 259]","10 989 [10 219-11 757]"
"Guatemala"," 1994","67.22 [62.92-71.57]","72.31 [67.53-77.26]","61.85 [57.61-66.14]","24 992 [23 410-26 591]","13 700 [12 794-14 616]","11 292 [10 514-12 060]"
"Guatemala"," 1993","70.28 [65.87-74.73]","75.51 [70.65-80.59]","64.75 [60.37-69.18]","25 660 [24 063-27 267]","14 060 [13 154-14 983]","11 600 [10 813-12 376]"
"Guatemala"," 1992","73.51 [68.98-78.13]","78.96 [73.97-84.15]","67.75 [63.23-72.39]","26 338 [24 729-27 974]","14 433 [13 521-15 360]","11 905 [11 109-12 707]"
"Guatemala"," 1991","76.89 [72.23-81.74]","82.5 [77.33-87.86]","70.99 [66.37-75.82]","27 055 [25 432-28 738]","14 811 [13 884-15 755]","12 244 [11 447-13 062]"
"Guatemala"," 1990","80.43 [75.59-85.52]","86.09 [80.64-91.71]","74.46 [69.69-79.53]","27 851 [26 196-29 588]","15 216 [14 260-16 188]","12 635 [11 827-13 477]"
"Guatemala"," 1989","84.1 [78.98-89.49]","89.78 [84.1-95.77]","78.14 [73.07-83.45]","28 599 [26 879-30 404]","15 582 [14 602-16 600]","13 017 [12 180-13 889]"
"Guatemala"," 1988","87.92 [82.48-93.59]","93.64 [87.7-100.07]","81.91 [76.5-87.52]","29 236 [27 453-31 100]","15 891 [14 894-16 963]","13 345 [12 467-14 245]"
"Guatemala"," 1987","91.87 [86.13-97.86]","97.54 [91.36-104.32]","85.82 [80.22-91.8]","29 853 [28 013-31 772]","16 184 [15 158-17 278]","13 669 [12 773-14 603]"
"Guatemala"," 1986","95.9 [89.97-102.27]","101.73 [95.15-108.84]","89.8 [83.85-96.1]","30 553 [28 689-32 557]","16 534 [15 477-17 668]","14 019 [13 095-14 990]"
"Guatemala"," 1985","100.07 [93.8-106.79]","105.95 [98.96-113.48]","93.89 [87.72-100.6]","31 460 [29 517-33 544]","16 986 [15 876-18 169]","14 474 [13 528-15 485]"
"Guatemala"," 1984","104.35 [97.77-111.44]","110.24 [103.01-118.19]","98.11 [91.56-105.17]","32 547 [30 520-34 724]","17 539 [16 393-18 773]","15 008 [14 009-16 062]"
"Guatemala"," 1983","108.68 [101.76-116.2]","114.72 [107.1-122.95]","102.36 [95.45-109.78]","33 490 [31 391-35 769]","18 029 [16 846-19 299]","15 461 [14 429-16 555]"
"Guatemala"," 1982","134.64 [126.04-144.1]","140.88 [131.5-150.99]","128.15 [119.41-137.69]","41 010 [38 414-43 879]","21 872 [20 422-23 427]","19 138 [17 834-20 560]"
"Guatemala"," 1981","117.53 [109.97-125.78]","123.88 [115.59-132.84]","111 [103.35-119.21]","35 058 [32 834-37 478]","18 839 [17 599-20 181]","16 219 [15 116-17 407]"
"Guatemala"," 1980","122.09 [114.16-130.77]","128.5 [120.02-137.87]","115.4 [107.47-124.07]","35 633 [33 351-38 120]","19 140 [17 893-20 511]","16 493 [15 368-17 710]"
"Guatemala"," 1979","126.69 [118.49-135.72]","133.29 [124.49-143.09]","119.76 [111.47-128.85]","36 146 [33 840-38 685]","19 423 [18 150-20 821]","16 723 [15 577-17 965]"
"Guatemala"," 1978","131.34 [122.84-140.89]","137.92 [128.82-148.17]","124.4 [115.76-133.85]","36 699 [34 363-39 316]","19 695 [18 408-21 126]","17 004 [15 836-18 271]"
"Guatemala"," 1977","136.05 [127.24-146.02]","142.6 [133.09-153.31]","129.16 [120.23-138.99]","37 229 [34 856-39 907]","19 944 [18 633-21 403]","17 285 [16 102-18 578]"
"Guatemala"," 1976","161.77 [151.29-173.67]","168.34 [157.02-180.85]","154.94 [144.14-166.83]","43 598 [40 793-46 771]","23 172 [21 633-24 883]","20 426 [19 011-21 987]"
"Guatemala"," 1975","145.6 [136.17-156.26]","152.12 [141.77-163.52]","138.9 [129.22-149.54]","38 329 [35 881-41 091]","20 452 [19 085-21 962]","17 877 [16 648-19 232]"
"Guatemala"," 1974","150.51 [140.75-161.47]","156.82 [146.13-168.67]","143.95 [134.04-154.92]","38 761 [36 288-41 542]","20 632 [19 248-22 174]","18 129 [16 896-19 491]"
"Guatemala"," 1973","155.47 [145.36-166.91]","161.68 [150.43-174.02]","149.03 [138.79-160.54]","39 160 [36 657-41 989]","20 805 [19 380-22 369]","18 355 [17 110-19 754]"
"Guatemala"," 1972","160.45 [150.01-172.45]","166.62 [155.06-179.39]","154.18 [143.55-166.14]","39 579 [37 034-42 480]","20 994 [19 561-22 578]","18 585 [17 328-20 007]"
"Guatemala"," 1971","165.63 [154.64-177.92]","171.6 [159.51-184.84]","159.36 [148.21-171.8]","39 998 [37 391-42 919]","21 185 [19 713-22 784]","18 813 [17 510-20 254]"
"Guatemala"," 1970","170.69 [159.2-183.48]","176.59 [163.98-190.57]","164.51 [152.83-177.72]","40 338 [37 674-43 317]","21 339 [19 842-22 991]","18 999 [17 674-20 490]"
"Guatemala"," 1969","175.77 [163.64-189.18]","181.59 [168.43-196.01]","169.76 [157.51-183.48]","40 631 [37 874-43 664]","21 464 [19 942-23 138]","19 167 [17 809-20 695]"
"Guatemala"," 1968","180.86 [168.15-194.96]","186.64 [172.99-201.92]","174.75 [161.87-189.43]","40 848 [38 018-43 962]","21 569 [20 012-23 291]","19 279 [17 874-20 850]"
"Guatemala"," 1967","185.91 [172.49-200.84]","191.8 [177.33-207.75]","179.75 [166.08-195.24]","41 015 [38 115-44 207]","21 651 [20 049-23 417]","19 364 [17 919-20 997]"
"Guatemala"," 1966","190.98 [176.83-206.93]","196.81 [181.34-214.05]","184.75 [170.23-201.4]","41 091 [38 105-44 433]","21 677 [19 999-23 523]","19 414 [17 913-21 122]"
"Guatemala"," 1965","195.86 [180.92-213.43]","201.82 [185.28-220.6]","189.65 [174.14-207.33]","41 098 [38 034-44 654]","21 669 [19 941-23 630]","19 429 [17 868-21 199]"
"Guatemala"," 1964","200.86 [184.65-219.97]","206.9 [189.04-227.43]","194.49 [177.88-213.99]","41 202 [37 942-44 988]","21 721 [19 894-23 786]","19 481 [17 853-21 377]"
"Guatemala"," 1963","205.94 [187.9-227.16]","212.15 [192.44-234.4]","199.45 [181.22-221.23]","41 314 [37 796-45 407]","21 782 [19 811-23 990]","19 532 [17 792-21 599]"
"Guatemala"," 1962","211.11 [190.85-234.98]","217.41 [195.51-242.51]","204.45 [184.22-228.66]","41 496 [37 637-46 001]","21 879 [19 732-24 279]","19 617 [17 727-21 859]"
"Guatemala"," 1961","216.44 [193.44-243.26]","222.7 [198.24-251.1]","209.53 [186.42-236.5]","","",""
"Guatemala"," 1960","221.89 [195.55-251.84]","228.22 [200.29-259.77]","214.9 [188.64-245.13]","","",""
"Guatemala"," 1959","227.43 [197.02-261.17]","233.86 [202.87-269.26]","220.52 [190.43-254.35]","","",""
"Guatemala"," 1958","233.25 [198.74-271.44]","239.89 [204.14-279.26]","225.98 [191.9-264.49]","","",""
"Guatemala"," 1957","239.12 [199.85-281.94]","246.12 [204.92-290.6]","231.89 [193.26-274.53]","","",""
"Guyana"," 2021","27.68 [16.04-48.06]","31.03 [17.91-53.99]","24.11 [14.01-41.96]","450 [261-781]","257 [149-446]","193 [112-335]"
"Guyana"," 2020","28.53 [17.01-48.27]","32 [18.94-54.38]","24.81 [14.95-42]","470 [280-793]","269 [159-455]","201 [121-339]"
"Guyana"," 2019","29.43 [18.15-47.98]","33 [20.29-54.1]","25.65 [15.82-41.9]","481 [297-782]","275 [169-449]","206 [127-335]"
"Guyana"," 2018","30.32 [19.39-47.98]","33.98 [21.68-53.89]","26.39 [16.88-41.84]","485 [310-766]","277 [177-438]","208 [133-328]"
"Guyana"," 2017","31.28 [20.63-47.87]","35.05 [23.05-53.87]","27.22 [17.94-41.8]","501 [331-767]","287 [188-439]","214 [141-329]"
"Guyana"," 2016","32.18 [21.88-47.98]","36.08 [24.35-53.8]","28.05 [19.05-41.99]","517 [352-770]","296 [199-440]","221 [150-331]"
"Guyana"," 2015","33.11 [23.21-48.23]","37.11 [25.83-54.02]","28.91 [20.14-42.24]","533 [374-776]","305 [212-442]","228 [159-334]"
"Guyana"," 2014","34.12 [24.46-48.42]","38.2 [27.33-54.23]","29.75 [21.24-42.36]","550 [394-779]","314 [224-444]","236 [168-335]"
"Guyana"," 2013","35 [25.75-48.34]","39.25 [28.69-54.44]","30.51 [22.42-42.35]","564 [415-778]","323 [235-447]","241 [177-335]"
"Guyana"," 2012","35.86 [27.06-48.12]","40.13 [30.23-54.11]","31.29 [23.55-42.09]","580 [438-779]","332 [249-446]","248 [187-334]"
"Guyana"," 2011","36.62 [28.47-47.75]","41.04 [31.78-53.64]","31.98 [24.82-41.69]","598 [465-780]","342 [265-447]","256 [199-334]"
"Guyana"," 2010","37.35 [29.89-47.3]","41.87 [33.35-53.16]","32.56 [25.99-41.29]","616 [493-781]","353 [280-447]","263 [210-334]"
"Guyana"," 2009","38.07 [31.29-46.87]","42.67 [34.94-52.69]","33.25 [27.18-41.05]","636 [522-783]","364 [297-449]","272 [222-336]"
"Guyana"," 2008","38.84 [32.56-46.7]","43.54 [36.37-52.5]","33.94 [28.31-41.06]","658 [552-792]","376 [314-454]","282 [235-341]"
"Guyana"," 2007","39.67 [33.82-46.85]","44.4 [37.7-52.6]","34.67 [29.43-41.09]","683 [583-807]","390 [331-462]","293 [249-347]"
"Guyana"," 2006","40.53 [35.05-47.1]","45.4 [39.07-52.92]","35.41 [30.48-41.37]","711 [615-827]","406 [349-473]","305 [262-356]"
"Guyana"," 2005","41.39 [36.17-47.46]","46.37 [40.34-53.36]","36.18 [31.4-41.76]","740 [647-849]","422 [368-486]","318 [276-367]"
"Guyana"," 2004","42.31 [37.34-48.01]","47.41 [41.59-53.94]","36.95 [32.42-42.29]","773 [682-877]","442 [387-502]","331 [290-379]"
"Guyana"," 2003","43.25 [38.51-48.8]","48.36 [42.9-54.72]","37.86 [33.42-42.96]","808 [719-912]","461 [408-521]","347 [306-394]"
"Guyana"," 2002","44.31 [39.63-49.72]","49.51 [44.17-55.76]","38.79 [34.34-43.71]","848 [758-952]","483 [430-543]","365 [323-411]"
"Guyana"," 2001","45.43 [40.72-50.69]","50.81 [45.38-56.87]","39.76 [35.32-44.55]","890 [797-993]","508 [452-567]","382 [340-428]"
"Guyana"," 2000","46.6 [41.88-51.79]","52.16 [46.77-58.17]","40.76 [36.36-45.48]","932 [837-1 036]","532 [476-592]","400 [357-447]"
"Guyana"," 1999","47.86 [43.06-52.98]","53.66 [48.19-59.53]","41.73 [37.35-46.51]","975 [877-1 079]","557 [500-617]","418 [374-465]"
"Guyana"," 1998","49.13 [44.33-54.21]","55.1 [49.6-61.04]","42.82 [38.39-47.59]","1 016 [917-1 121]","581 [522-642]","435 [390-483]"
"Guyana"," 1997","50.43 [45.59-55.58]","56.65 [51.08-62.59]","43.85 [39.4-48.66]","1 055 [954-1 163]","604 [544-666]","451 [405-500]"
"Guyana"," 1996","51.74 [46.78-56.94]","58.1 [52.49-64.13]","45.08 [40.51-49.95]","1 094 [990-1 204]","626 [565-690]","468 [421-519]"
"Guyana"," 1995","53.14 [48.16-58.37]","59.56 [53.86-65.67]","46.36 [41.73-51.33]","1 133 [1 027-1 243]","647 [584-711]","486 [437-537]"
"Guyana"," 1994","54.59 [49.59-59.97]","61.17 [55.41-67.43]","47.66 [43.03-52.78]","1 170 [1 063-1 286]","668 [604-735]","502 [454-556]"
"Guyana"," 1993","56.15 [51.03-61.76]","62.87 [56.97-69.33]","49.07 [44.34-54.34]","1 210 [1 100-1 331]","690 [624-759]","520 [470-576]"
"Guyana"," 1992","57.74 [52.41-63.54]","64.52 [58.43-71.27]","50.58 [45.71-56.08]","1 251 [1 135-1 376]","711 [643-784]","540 [487-598]"
"Guyana"," 1991","59.33 [53.82-65.42]","66.24 [59.92-73.31]","52.09 [46.89-57.72]","1 301 [1 181-1 435]","738 [667-816]","563 [506-623]"
"Guyana"," 1990","60.89 [55-67.42]","67.8 [61.16-75.38]","53.59 [48.05-59.6]","1 363 [1 232-1 510]","772 [695-857]","591 [530-657]"
"Guyana"," 1989","62.32 [56.11-69.31]","69.3 [62.32-77.44]","54.95 [49.17-61.4]","1 423 [1 281-1 582]","804 [722-897]","619 [553-690]"
"Guyana"," 1988","63.66 [57.13-71.17]","70.69 [63.32-79.24]","56.23 [50.18-63.14]","1 477 [1 326-1 652]","834 [746-933]","643 [573-722]"
"Guyana"," 1987","64.84 [58.06-72.86]","71.93 [64.28-80.99]","57.39 [51.09-64.77]","1 527 [1 368-1 715]","861 [768-968]","666 [593-751]"
"Guyana"," 1986","65.88 [58.85-74.31]","72.98 [64.98-82.59]","58.34 [51.83-66.21]","1 574 [1 406-1 775]","886 [788-1 001]","688 [610-779]"
"Guyana"," 1985","66.74 [59.37-75.58]","74 [65.59-83.89]","59.21 [52.36-67.4]","1 614 [1 436-1 827]","909 [805-1 029]","705 [624-802]"
"Guyana"," 1984","67.59 [59.83-76.84]","74.87 [66.02-85.32]","59.88 [52.91-68.63]","1 647 [1 459-1 871]","928 [817-1 054]","719 [635-823]"
"Guyana"," 1983","68.34 [60.24-78.18]","75.62 [66.52-86.7]","60.61 [53.22-69.83]","1 669 [1 472-1 907]","939 [825-1 074]","730 [641-839]"
"Guyana"," 1982","68.99 [60.6-79.27]","76.34 [66.85-87.99]","61.26 [53.58-70.79]","1 681 [1 478-1 930]","945 [827-1 087]","736 [643-849]"
"Guyana"," 1981","69.63 [61-80.26]","77.01 [67.18-88.97]","61.9 [53.87-71.71]","1 685 [1 477-1 940]","946 [825-1 091]","739 [643-854]"
"Guyana"," 1980","70.27 [61.38-81.19]","77.68 [67.51-90.08]","62.53 [54.21-72.61]","1 698 [1 484-1 960]","953 [827-1 103]","745 [646-864]"
"Guyana"," 1979","70.88 [61.78-82.2]","78.31 [68.04-91.14]","63.06 [54.56-73.39]","1 721 [1 501-1 995]","965 [838-1 120]","756 [654-879]"
"Guyana"," 1978","71.44 [62.17-82.85]","78.94 [68.54-91.86]","63.63 [55-74.11]","1 740 [1 515-2 017]","975 [846-1 133]","765 [661-891]"
"Guyana"," 1977","71.97 [62.62-83.36]","79.5 [68.97-92.53]","64.04 [55.32-74.6]","1 760 [1 531-2 038]","986 [854-1 145]","774 [668-900]"
"Guyana"," 1976","72.38 [62.92-83.81]","79.91 [69.26-93]","64.46 [55.7-75]","1 779 [1 547-2 060]","996 [862-1 157]","783 [676-910]"
"Guyana"," 1975","72.75 [63.25-84.18]","80.3 [69.58-93.12]","64.78 [55.95-75.2]","1 801 [1 566-2 083]","1 009 [873-1 167]","792 [683-918]"
"Guyana"," 1974","73.04 [63.48-84.19]","80.59 [69.9-93.2]","65.06 [56.14-75.26]","1 822 [1 585-2 099]","1 021 [885-1 178]","801 [691-925]"
"Guyana"," 1973","73.24 [63.56-84.25]","80.83 [70.05-93.23]","65.22 [56.33-75.38]","1 836 [1 594-2 111]","1 030 [892-1 186]","806 [696-930]"
"Guyana"," 1972","73.41 [63.63-84.23]","81.02 [70.13-93.39]","65.36 [56.44-75.53]","1 845 [1 599-2 116]","1 036 [895-1 191]","809 [698-934]"
"Guyana"," 1971","73.55 [63.8-84.56]","81.27 [70.25-93.85]","65.44 [56.53-75.73]","1 858 [1 613-2 134]","1 044 [903-1 204]","814 [702-940]"
"Guyana"," 1970","73.8 [63.88-85.03]","81.63 [70.36-94.29]","65.63 [56.61-76.03]","1 873 [1 623-2 156]","1 054 [908-1 215]","819 [707-948]"
"Guyana"," 1969","74.21 [64.05-85.68]","82.13 [70.54-95.04]","65.97 [56.77-76.49]","1 884 [1 627-2 172]","1 061 [911-1 225]","823 [709-954]"
"Guyana"," 1968","74.87 [64.42-86.54]","82.81 [70.97-96.15]","66.52 [57.05-77.25]","1 901 [1 637-2 195]","1 070 [917-1 240]","831 [713-963]"
"Guyana"," 1967","75.65 [64.93-87.74]","83.78 [71.61-97.46]","67.17 [57.53-78.2]","1 919 [1 649-2 223]","1 081 [925-1 256]","838 [718-975]"
"Guyana"," 1966","76.77 [65.73-89.28]","84.88 [72.4-99.07]","68.22 [58.28-79.6]","1 940 [1 663-2 252]","1 092 [931-1 271]","848 [725-987]"
"Guyana"," 1965","78.18 [66.77-91.18]","86.36 [73.63-101.34]","69.53 [59.1-81.23]","1 962 [1 678-2 285]","1 103 [941-1 291]","859 [730-1 001]"
"Guyana"," 1964","79.94 [68.23-93.5]","88.29 [75.15-103.65]","71.12 [60.38-83.3]","1 990 [1 700-2 323]","1 119 [953-1 310]","871 [740-1 018]"
"Guyana"," 1963","82.18 [69.96-96.35]","90.73 [77.05-106.65]","73.24 [62.18-85.87]","2 026 [1 727-2 370]","1 138 [967-1 334]","888 [755-1 039]"
"Guyana"," 1962","84.98 [72.3-99.48]","93.78 [79.41-110.22]","75.71 [64.34-88.88]","2 070 [1 764-2 418]","1 162 [985-1 362]","908 [772-1 062]"
"Guyana"," 1961","88.24 [75.11-103.22]","97.35 [82.53-114.51]","78.69 [66.85-92.41]","2 119 [1 808-2 474]","1 190 [1 010-1 395]","929 [790-1 089]"
"Guyana"," 1960","92 [78.42-107.61]","101.43 [86.07-119.11]","82.22 [69.82-96.48]","2 171 [1 854-2 534]","1 218 [1 035-1 425]","953 [811-1 117]"
"Guyana"," 1959","96.57 [82.18-112.55]","106.23 [90.13-124.2]","86.28 [73.42-101.47]","2 230 [1 903-2 594]","1 250 [1 061-1 455]","980 [835-1 148]"
"Guyana"," 1958","101.54 [86.47-118.3]","111.59 [94.76-130.51]","90.96 [77.14-106.9]","2 286 [1 952-2 657]","1 279 [1 088-1 490]","1 007 [855-1 180]"
"Guyana"," 1957","107.1 [90.94-125.17]","117.43 [99.33-137.78]","96.02 [81.54-113.08]","2 342 [1 994-2 729]","1 309 [1 108-1 528]","1 033 [878-1 212]"
"Guyana"," 1956","113.07 [95.82-132.75]","123.79 [104.6-145.72]","101.69 [85.97-120.19]","2 394 [2 035-2 801]","1 335 [1 130-1 564]","1 059 [896-1 246]"
"Guyana"," 1955","119.49 [100.9-141.03]","130.75 [109.84-154.45]","107.7 [90.88-127.78]","2 440 [2 068-2 868]","1 360 [1 146-1 600]","1 080 [914-1 277]"
"Guyana"," 1954","126.18 [105.92-149.74]","137.54 [115.24-163.51]","113.96 [95.56-135.69]","","",""
"Guyana"," 1953","132.87 [110.86-158.44]","144.52 [120.24-173.13]","120.21 [100.07-143.93]","","",""
"Guyana"," 1952","139.55 [115.4-167.81]","151.71 [125.23-183.1]","126.71 [104.65-152.87]","","",""
"Guyana"," 1951","146.32 [119.95-178.05]","158.7 [129.61-193.55]","133.23 [108.67-162.47]","","",""
"Guyana"," 1950","153.19 [123.93-189.12]","165.94 [133.41-205.23]","139.97 [112.51-173.76]","","",""
"Guyana"," 1949","160.59 [127.41-201.79]","","","","",""
"Haiti"," 2021","58.63 [41.17-84.84]","63.91 [44.76-92.59]","53.15 [37.03-76.93]","15 748 [11 065-22 776]","8 708 [6 101-12 608]","7 040 [4 905-10 183]"
"Haiti"," 2020","60.51 [44.07-84.47]","65.95 [47.87-92.18]","54.85 [39.79-76.6]","16 300 [11 875-22 759]","9 013 [6 545-12 597]","7 287 [5 284-10 167]"
"Haiti"," 2019","62.5 [47.12-84.02]","67.89 [51.21-91.6]","56.74 [42.55-76.56]","16 829 [12 692-22 617]","9 285 [6 994-12 508]","7 544 [5 651-10 156]"
"Haiti"," 2018","64.37 [50.28-83.77]","69.97 [54.45-91.17]","58.54 [45.45-76.5]","17 322 [13 538-22 542]","9 553 [7 434-12 432]","7 769 [6 032-10 141]"
"Haiti"," 2017","66.34 [53.43-84.05]","72 [57.76-91.22]","60.36 [48.23-76.76]","17 837 [14 380-22 575]","9 828 [7 879-12 434]","8 009 [6 396-10 172]"
"Haiti"," 2016","68.21 [56.34-84.12]","74.05 [61.12-91.4]","62.17 [51.06-76.97]","18 287 [15 106-22 553]","10 069 [8 314-12 419]","8 218 [6 751-10 167]"
"Haiti"," 2015","70.13 [59.29-84.82]","76.05 [64.01-92.1]","63.94 [53.77-77.66]","18 744 [15 856-22 668]","10 316 [8 677-12 478]","8 428 [7 085-10 228]"
"Haiti"," 2014","71.98 [61.81-85.56]","78.01 [66.79-92.82]","65.71 [56.12-78.11]","19 179 [16 477-22 782]","10 548 [9 035-12 538]","8 631 [7 373-10 256]"
"Haiti"," 2013","73.9 [64.23-86.11]","79.94 [69.27-93.51]","67.47 [58.25-78.9]","19 683 [17 116-22 916]","10 818 [9 367-12 633]","8 865 [7 647-10 345]"
"Haiti"," 2012","75.77 [66.55-86.84]","81.87 [71.78-94.17]","69.22 [60.4-79.59]","20 235 [17 786-23 171]","11 116 [9 739-12 753]","9 119 [7 951-10 462]"
"Haiti"," 2011","77.64 [69.01-87.54]","83.77 [74.23-94.87]","71.02 [62.71-80.54]","20 711 [18 425-23 330]","11 365 [10 062-12 838]","9 346 [8 245-10 573]"
"Haiti"," 2010","130.12 [116.76-145.21]","136.37 [121.98-152.78]","123.46 [109.92-138.44]","35 138 [31 483-39 276]","18 706 [16 696-20 975]","16 432 [14 596-18 456]"
"Haiti"," 2009","81.38 [73.61-90]","87.72 [79.15-97.36]","74.61 [66.9-82.87]","21 569 [19 519-23 849]","11 819 [10 655-13 097]","9 750 [8 733-10 807]"
"Haiti"," 2008","83.29 [75.74-91.44]","89.77 [81.54-98.9]","76.36 [68.91-84.26]","21 959 [19 978-24 099]","12 032 [10 917-13 231]","9 927 [8 951-10 935]"
"Haiti"," 2007","85.21 [77.95-93.08]","91.87 [83.76-100.74]","78.27 [71.05-85.94]","22 406 [20 506-24 465]","12 265 [11 183-13 434]","10 141 [9 205-11 125]"
"Haiti"," 2006","87.31 [80.06-94.97]","94.07 [85.98-102.71]","80.2 [73.13-87.77]","22 911 [21 022-24 906]","12 532 [11 450-13 666]","10 379 [9 459-11 342]"
"Haiti"," 2005","89.53 [82.16-97.18]","96.38 [88.28-105.01]","82.27 [75.11-89.74]","23 456 [21 533-25 449]","12 817 [11 731-13 939]","10 639 [9 706-11 586]"
"Haiti"," 2004","91.87 [84.39-99.61]","98.79 [90.66-107.5]","84.53 [77.29-92.12]","24 039 [22 088-26 048]","13 114 [12 026-14 244]","10 925 [9 978-11 884]"
"Haiti"," 2003","94.45 [86.91-102.31]","101.56 [93.14-110.27]","87.01 [79.53-94.73]","24 658 [22 697-26 696]","13 436 [12 319-14 570]","11 222 [10 251-12 204]"
"Haiti"," 2002","97.29 [89.61-105.2]","104.5 [95.83-113.26]","89.7 [82.14-97.51]","25 396 [23 401-27 449]","13 823 [12 670-14 958]","11 573 [10 590-12 561]"
"Haiti"," 2001","100.46 [92.67-108.45]","107.66 [98.88-116.51]","92.85 [85.25-100.62]","26 316 [24 291-28 390]","14 293 [13 122-15 444]","12 023 [11 031-13 006]"
"Haiti"," 2000","103.87 [96.06-111.93]","111.11 [102.4-120.09]","96.31 [88.65-104.19]","27 166 [25 135-29 256]","14 718 [13 560-15 882]","12 448 [11 455-13 449]"
"Haiti"," 1999","107.54 [99.69-115.71]","114.82 [106.01-123.94]","99.93 [92.31-107.97]","27 957 [25 929-30 065]","15 115 [13 956-16 295]","12 842 [11 856-13 859]"
"Haiti"," 1998","111.48 [103.59-119.73]","118.77 [109.95-128.14]","103.82 [96.04-111.91]","28 923 [26 886-31 041]","15 606 [14 447-16 806]","13 317 [12 313-14 334]"
"Haiti"," 1997","115.51 [107.62-124.02]","122.74 [114.05-132.35]","107.89 [100.04-116.11]","29 923 [27 891-32 105]","16 102 [14 956-17 336]","13 821 [12 805-14 854]"
"Haiti"," 1996","119.69 [111.65-128.46]","127.14 [118.17-136.98]","111.79 [103.81-120.35]","30 944 [28 881-33 185]","16 648 [15 472-17 902]","14 296 [13 267-15 364]"
