"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Argentina"," 1981","39.4 [38.64-40.19]","43.2 [42.31-44.1]","35.41 [34.66-36.17]","26 883 [26 363-27 420]","15 075 [14 765-15 388]","11 808 [11 556-12 060]"
"Argentina"," 1980","42.86 [42.05-43.69]","46.92 [45.98-47.88]","38.59 [37.78-39.4]","29 240 [28 690-29 807]","16 390 [16 061-16 722]","12 850 [12 579-13 117]"
"Argentina"," 1979","46.82 [45.89-47.75]","50.97 [49.91-52.04]","42.46 [41.57-43.38]","31 790 [31 162-32 414]","17 743 [17 379-18 114]","14 047 [13 756-14 349]"
"Argentina"," 1978","51.18 [50.09-52.31]","55.12 [53.87-56.37]","47.05 [46-48.16]","34 370 [33 640-35 112]","18 980 [18 556-19 404]","15 390 [15 050-15 751]"
"Argentina"," 1977","55.68 [54.14-57.28]","59.74 [58.05-61.49]","51.43 [49.95-52.96]","36 737 [35 737-37 774]","20 193 [19 634-20 780]","16 544 [16 075-17 031]"
"Argentina"," 1976","59.88 [57.67-62.12]","63.97 [61.56-66.49]","55.57 [53.43-57.78]","38 595 [37 196-40 020]","21 115 [20 327-21 928]","17 480 [16 811-18 166]"
"Argentina"," 1975","63.4 [60.57-66.34]","67.45 [64.34-70.72]","59.12 [56.31-62.02]","39 702 [37 951-41 518]","21 613 [20 621-22 639]","18 089 [17 238-18 961]"
"Argentina"," 1974","66.18 [62.82-69.69]","70.15 [66.51-74.01]","61.95 [58.67-65.42]","40 135 [38 115-42 248]","21 752 [20 621-22 924]","18 383 [17 409-19 392]"
"Argentina"," 1973","68.24 [64.79-71.95]","72.14 [68.36-76.24]","64.13 [60.67-67.78]","","",""
"Argentina"," 1972","69.74 [66.5-73.28]","73.54 [70.02-77.37]","65.73 [62.51-69.18]","","",""
"Argentina"," 1971","70.87 [67.98-73.85]","74.59 [71.46-77.91]","66.94 [64.05-69.92]","","",""
"Argentina"," 1970","71.74 [68.83-74.67]","75.36 [72.23-78.49]","67.94 [65.12-70.78]","","",""
"Argentina"," 1969","72.43 [68.38-76.74]","76.05 [71.74-80.68]","68.62 [64.68-72.83]","","",""
"Bahamas"," 2021","13.16 [11.29-15.36]","14.15 [12.11-16.53]","12.12 [10.31-14.21]","61 [53-72]","33 [29-39]","28 [24-33]"
"Bahamas"," 2020","13.32 [11.72-15.11]","14.33 [12.57-16.33]","12.26 [10.7-13.97]","62 [55-70]","34 [30-39]","28 [25-32]"
"Bahamas"," 2019","23.42 [21.09-25.89]","24.43 [21.91-27.21]","22.36 [19.96-24.94]","111 [100-122]","59 [52-65]","52 [46-58]"
"Bahamas"," 2018","13.53 [12.4-14.72]","14.53 [13.26-15.94]","12.47 [11.29-13.71]","63 [58-69]","34 [31-38]","29 [26-32]"
"Bahamas"," 2017","13.63 [12.62-14.72]","14.63 [13.46-15.89]","12.58 [11.51-13.71]","65 [60-70]","35 [33-38]","30 [27-32]"
"Bahamas"," 2016","13.76 [12.8-14.8]","14.76 [13.65-15.98]","12.71 [11.7-13.81]","68 [63-73]","37 [34-40]","31 [28-34]"
"Bahamas"," 2015","13.93 [13-14.95]","14.94 [13.82-16.12]","12.88 [11.88-13.95]","72 [67-77]","39 [36-42]","33 [30-35]"
"Bahamas"," 2014","14.15 [13.21-15.16]","15.16 [14.03-16.35]","13.09 [12.08-14.16]","71 [67-76]","38 [36-42]","33 [30-35]"
"Bahamas"," 2013","14.41 [13.44-15.41]","15.42 [14.3-16.62]","13.34 [12.32-14.41]","74 [69-79]","40 [37-43]","34 [31-36]"
"Bahamas"," 2012","14.72 [13.75-15.71]","15.75 [14.62-16.94]","13.62 [12.59-14.69]","79 [74-85]","43 [40-46]","36 [33-39]"
"Bahamas"," 2011","15.06 [14.08-16.05]","16.12 [14.98-17.31]","13.94 [12.88-15.01]","82 [77-87]","44 [41-48]","38 [35-40]"
"Bahamas"," 2010","15.44 [14.46-16.42]","16.51 [15.36-17.72]","14.29 [13.23-15.37]","89 [83-94]","48 [45-51]","41 [38-44]"
"Bahamas"," 2009","15.82 [14.85-16.81]","16.94 [15.8-18.15]","14.65 [13.58-15.73]","94 [88-99]","51 [47-54]","43 [40-46]"
"Bahamas"," 2008","16.2 [15.21-17.23]","17.35 [16.18-18.56]","14.99 [13.93-16.1]","92 [86-98]","50 [46-53]","42 [39-45]"
"Bahamas"," 2007","16.53 [15.54-17.57]","17.7 [16.52-18.94]","15.32 [14.25-16.43]","89 [84-95]","48 [45-52]","41 [38-44]"
"Bahamas"," 2006","16.79 [15.79-17.82]","17.97 [16.78-19.22]","15.56 [14.49-16.68]","94 [89-100]","51 [48-55]","43 [40-46]"
"Bahamas"," 2005","16.92 [15.93-17.95]","18.09 [16.92-19.34]","15.67 [14.63-16.8]","98 [92-104]","53 [49-57]","45 [42-48]"
"Bahamas"," 2004","16.91 [15.93-17.95]","18.07 [16.91-19.32]","15.68 [14.63-16.82]","95 [89-101]","51 [48-55]","44 [41-47]"
"Bahamas"," 2003","16.79 [15.82-17.85]","17.94 [16.78-19.21]","15.58 [14.54-16.74]","95 [90-101]","51 [48-55]","44 [41-47]"
"Bahamas"," 2002","16.6 [15.62-17.66]","17.74 [16.59-18.98]","15.38 [14.38-16.54]","97 [92-104]","52 [49-56]","45 [42-48]"
"Bahamas"," 2001","16.41 [15.44-17.47]","17.55 [16.4-18.78]","15.19 [14.2-16.35]","98 [92-104]","53 [49-57]","45 [42-48]"
"Bahamas"," 2000","16.3 [15.33-17.35]","17.45 [16.29-18.68]","15.09 [14.08-16.23]","98 [92-105]","53 [50-57]","45 [42-48]"
"Bahamas"," 1999","16.34 [15.35-17.38]","17.5 [16.32-18.71]","15.11 [14.09-16.24]","103 [97-110]","56 [52-60]","47 [44-51]"
"Bahamas"," 1998","16.58 [15.58-17.61]","17.76 [16.59-18.97]","15.33 [14.32-16.45]","110 [103-117]","60 [55-63]","50 [47-54]"
"Bahamas"," 1997","17.04 [16.06-18.07]","18.28 [17.11-19.48]","15.75 [14.73-16.86]","113 [107-120]","61 [58-66]","52 [48-55]"
"Bahamas"," 1996","17.7 [16.72-18.73]","18.99 [17.82-20.21]","16.34 [15.29-17.46]","120 [113-126]","65 [61-69]","55 [51-58]"
"Bahamas"," 1995","18.5 [17.5-19.54]","19.85 [18.68-21.09]","17.06 [16.01-18.21]","127 [120-134]","69 [65-73]","58 [54-62]"
"Bahamas"," 1994","19.39 [18.38-20.46]","20.81 [19.62-22.07]","17.89 [16.82-19.06]","136 [129-144]","74 [70-78]","62 [58-66]"
"Bahamas"," 1993","20.35 [19.31-21.45]","21.85 [20.6-23.16]","18.77 [17.66-19.98]","148 [140-156]","81 [76-85]","67 [63-72]"
"Bahamas"," 1992","21.35 [20.28-22.49]","22.92 [21.61-24.27]","19.7 [18.55-20.92]","150 [142-158]","82 [77-86]","68 [64-72]"
"Bahamas"," 1991","22.4 [21.28-23.58]","24.02 [22.69-25.46]","20.67 [19.47-21.92]","148 [140-155]","81 [76-85]","67 [63-71]"
"Bahamas"," 1990","23.48 [22.32-24.69]","25.18 [23.78-26.64]","21.69 [20.45-22.99]","148 [141-156]","80 [76-85]","68 [64-72]"
"Bahamas"," 1989","24.58 [23.38-25.83]","26.33 [24.89-27.82]","22.74 [21.44-24.08]","150 [143-158]","81 [77-86]","69 [65-73]"
"Bahamas"," 1988","25.64 [24.4-26.92]","27.43 [25.93-28.97]","23.76 [22.43-25.15]","154 [147-162]","84 [79-88]","70 [66-75]"
"Bahamas"," 1987","26.58 [25.34-27.88]","28.38 [26.88-29.96]","24.69 [23.31-26.1]","158 [151-166]","85 [81-90]","73 [68-77]"
"Bahamas"," 1986","27.32 [26.07-28.67]","29.15 [27.63-30.77]","25.41 [24.02-26.9]","160 [153-168]","86 [82-91]","74 [70-78]"
"Bahamas"," 1985","27.82 [26.53-29.18]","29.62 [28.06-31.3]","25.93 [24.53-27.44]","160 [153-168]","86 [82-91]","74 [70-78]"
"Bahamas"," 1984","28.12 [26.81-29.5]","29.91 [28.34-31.61]","26.23 [24.78-27.79]","159 [152-167]","86 [81-91]","73 [69-78]"
"Bahamas"," 1983","28.35 [27.01-29.78]","30.16 [28.54-31.9]","26.45 [24.98-28.05]","158 [150-166]","85 [80-90]","73 [69-77]"
"Bahamas"," 1982","28.62 [27.27-30.13]","30.42 [28.77-32.18]","26.76 [25.26-28.37]","156 [149-164]","84 [79-89]","72 [68-76]"
"Bahamas"," 1981","28.98 [27.58-30.48]","30.78 [29.07-32.6]","27.09 [25.53-28.73]","155 [147-163]","84 [79-88]","71 [67-76]"
"Bahamas"," 1980","29.42 [27.94-30.95]","31.24 [29.47-33.1]","27.49 [25.89-29.17]","155 [147-163]","84 [79-88]","71 [67-76]"
"Bahamas"," 1979","29.89 [28.35-31.49]","31.74 [29.92-33.67]","27.91 [26.29-29.65]","156 [148-164]","84 [79-89]","72 [68-76]"
"Bahamas"," 1978","30.37 [28.78-32.05]","32.25 [30.36-34.24]","28.38 [26.7-30.19]","157 [149-166]","84 [80-90]","73 [68-77]"
"Bahamas"," 1977","30.83 [29.2-32.56]","32.74 [30.78-34.77]","28.82 [27.11-30.71]","158 [150-167]","85 [80-90]","73 [69-78]"
"Bahamas"," 1976","31.21 [29.55-32.98]","33.12 [31.13-35.2]","29.22 [27.44-31.16]","158 [150-167]","85 [80-90]","73 [69-78]"
"Bahamas"," 1975","31.47 [29.79-33.27]","33.36 [31.33-35.48]","29.5 [27.68-31.44]","161 [152-170]","86 [81-92]","75 [70-80]"
"Bahamas"," 1974","31.58 [29.84-33.43]","33.46 [31.38-35.63]","29.63 [27.76-31.61]","167 [157-176]","90 [84-95]","77 [72-82]"
"Bahamas"," 1973","31.51 [29.72-33.41]","33.41 [31.29-35.64]","29.53 [27.61-31.55]","169 [159-179]","91 [85-96]","78 [73-84]"
"Bahamas"," 1972","31.27 [29.4-33.26]","33.16 [30.96-35.51]","29.26 [27.25-31.39]","","",""
"Bahamas"," 1971","30.9 [28.77-33.15]","32.76 [30.37-35.4]","28.89 [26.71-31.29]","","",""
"Bahamas"," 1970","30.42 [27.96-33.22]","32.3 [29.56-35.45]","28.4 [25.92-31.2]","","",""
"Bahamas"," 1969","29.92 [26.86-33.39]","31.81 [28.47-35.67]","27.87 [24.88-31.27]","","",""
"Bahamas"," 1968","29.36 [25.62-33.72]","31.28 [27.19-36.04]","27.38 [23.75-31.56]","","",""
"Barbados"," 2021","11.91 [7.82-18.27]","12.89 [8.47-19.8]","10.88 [7.11-16.81]","36 [24-56]","20 [13-31]","16 [11-25]"
"Barbados"," 2020","12.29 [8.38-18.19]","13.29 [9.06-19.63]","11.24 [7.63-16.71]","37 [26-55]","20 [14-30]","17 [11-25]"
"Barbados"," 2019","12.66 [8.98-17.97]","13.69 [9.66-19.41]","11.58 [8.18-16.52]","39 [27-55]","22 [15-30]","17 [12-25]"
"Barbados"," 2018","13.04 [9.58-17.79]","14.1 [10.32-19.24]","11.93 [8.72-16.36]","40 [29-54]","22 [16-30]","18 [13-25]"
"Barbados"," 2017","13.43 [10.24-17.51]","14.5 [11.03-18.96]","12.26 [9.34-16.14]","41 [31-54]","23 [17-29]","18 [14-24]"
"Barbados"," 2016","13.77 [10.88-17.29]","14.88 [11.74-18.76]","12.58 [9.93-15.89]","42 [33-53]","23 [18-29]","19 [15-24]"
"Barbados"," 2015","14.07 [11.53-17.12]","15.21 [12.44-18.56]","12.87 [10.53-15.72]","44 [36-53]","24 [20-29]","20 [16-24]"
"Barbados"," 2014","14.35 [12.16-16.92]","15.5 [13.06-18.38]","13.14 [11.06-15.57]","45 [38-53]","25 [21-29]","20 [17-24]"
"Barbados"," 2013","14.55 [12.66-16.73]","15.72 [13.63-18.15]","13.33 [11.5-15.41]","46 [40-53]","25 [22-29]","21 [18-24]"
"Barbados"," 2012","14.74 [13.12-16.5]","15.9 [14.07-17.95]","13.49 [11.9-15.26]","48 [42-53]","27 [23-30]","21 [19-24]"
"Barbados"," 2011","14.86 [13.47-16.36]","16.04 [14.47-17.76]","13.62 [12.22-15.13]","49 [44-54]","27 [24-30]","22 [20-25]"
"Barbados"," 2010","15 [13.77-16.32]","16.16 [14.74-17.71]","13.75 [12.49-15.15]","50 [46-55]","27 [25-30]","23 [21-25]"
"Barbados"," 2009","15.14 [13.99-16.4]","16.3 [14.95-17.78]","13.91 [12.7-15.26]","52 [48-56]","29 [26-31]","23 [21-26]"
"Barbados"," 2008","15.31 [14.17-16.54]","16.45 [15.1-17.9]","14.08 [12.92-15.38]","53 [49-58]","29 [27-32]","24 [22-26]"
"Barbados"," 2007","15.47 [14.34-16.68]","16.61 [15.28-18.04]","14.25 [13.07-15.54]","55 [51-59]","30 [28-33]","25 [23-27]"
"Barbados"," 2006","15.63 [14.49-16.83]","16.74 [15.42-18.2]","14.42 [13.25-15.73]","56 [52-60]","31 [28-33]","25 [23-28]"
"Barbados"," 2005","15.74 [14.62-16.93]","16.84 [15.53-18.25]","14.56 [13.39-15.85]","57 [53-61]","31 [29-34]","26 [24-28]"
"Barbados"," 2004","15.78 [14.66-16.97]","16.87 [15.54-18.25]","14.63 [13.46-15.91]","57 [53-62]","31 [29-34]","26 [24-28]"
"Barbados"," 2003","15.72 [14.62-16.89]","16.8 [15.5-18.17]","14.59 [13.44-15.88]","58 [54-62]","32 [29-34]","26 [24-29]"
"Barbados"," 2002","15.59 [14.49-16.73]","16.66 [15.36-17.99]","14.45 [13.31-15.72]","57 [53-61]","31 [29-34]","26 [24-28]"
"Barbados"," 2001","15.38 [14.31-16.51]","16.45 [15.2-17.79]","14.24 [13.12-15.49]","57 [53-61]","31 [29-33]","26 [24-28]"
"Barbados"," 2000","15.16 [14.1-16.3]","16.25 [15-17.57]","14 [12.92-15.23]","56 [52-60]","31 [28-33]","25 [24-28]"
"Barbados"," 1999","14.96 [13.93-16.11]","16.08 [14.85-17.4]","13.8 [12.73-15.01]","56 [52-60]","31 [28-33]","25 [23-28]"
"Barbados"," 1998","14.85 [13.82-15.98]","15.96 [14.75-17.28]","13.68 [12.61-14.87]","56 [52-60]","31 [28-33]","25 [23-28]"
"Barbados"," 1997","14.83 [13.81-15.95]","15.96 [14.77-17.28]","13.64 [12.58-14.85]","56 [53-61]","31 [29-33]","25 [24-28]"
"Barbados"," 1996","14.93 [13.9-16.05]","16.11 [14.92-17.43]","13.69 [12.64-14.89]","57 [53-62]","31 [29-34]","26 [24-28]"
"Barbados"," 1995","15.17 [14.14-16.29]","16.4 [15.2-17.72]","13.88 [12.81-15.08]","59 [55-63]","33 [30-35]","26 [24-29]"
"Barbados"," 1994","15.54 [14.49-16.66]","16.83 [15.59-18.14]","14.18 [13.09-15.39]","61 [57-65]","34 [31-36]","27 [25-30]"
"Barbados"," 1993","16.04 [14.96-17.17]","17.4 [16.14-18.73]","14.6 [13.52-15.8]","64 [59-68]","36 [33-38]","28 [26-31]"
"Barbados"," 1992","16.65 [15.58-17.8]","18.11 [16.84-19.47]","15.13 [14.03-16.33]","67 [62-71]","37 [34-40]","30 [28-32]"
"Barbados"," 1991","17.37 [16.28-18.54]","18.92 [17.6-20.31]","15.73 [14.61-16.96]","70 [66-75]","39 [36-42]","31 [29-34]"
"Barbados"," 1990","18.13 [17.04-19.31]","19.78 [18.46-21.19]","16.39 [15.24-17.61]","74 [70-79]","41 [38-44]","33 [31-35]"
"Barbados"," 1989","18.92 [17.78-20.12]","20.67 [19.32-22.11]","17.08 [15.9-18.32]","79 [74-84]","44 [41-47]","35 [33-37]"
"Barbados"," 1988","19.7 [18.54-20.92]","21.56 [20.16-22.99]","17.76 [16.54-19.05]","83 [78-88]","46 [43-49]","37 [34-40]"
"Barbados"," 1987","20.45 [19.27-21.69]","22.4 [20.95-23.86]","18.39 [17.18-19.71]","88 [83-93]","49 [46-52]","39 [36-42]"
"Barbados"," 1986","21.16 [19.95-22.44]","23.2 [21.73-24.72]","19.02 [17.77-20.37]","93 [88-98]","52 [48-55]","41 [38-44]"
"Barbados"," 1985","21.87 [20.61-23.16]","23.98 [22.5-25.54]","19.63 [18.35-21]","98 [92-104]","55 [51-58]","43 [40-46]"
"Barbados"," 1984","22.59 [21.33-23.92]","24.78 [23.24-26.38]","20.3 [18.97-21.71]","103 [97-109]","58 [54-61]","45 [42-49]"
"Barbados"," 1983","23.42 [22.1-24.8]","25.66 [24.06-27.33]","21.03 [19.68-22.49]","108 [102-114]","60 [56-64]","48 [45-51]"
"Barbados"," 1982","24.38 [23-25.79]","26.73 [25.1-28.44]","21.9 [20.49-23.39]","113 [107-120]","63 [59-67]","50 [47-53]"
"Barbados"," 1981","25.54 [24.14-27]","28.01 [26.3-29.78]","22.94 [21.51-24.49]","119 [112-126]","66 [62-70]","53 [49-56]"
"Barbados"," 1980","26.94 [25.51-28.44]","29.51 [27.79-31.37]","24.22 [22.74-25.77]","125 [119-132]","70 [66-74]","55 [52-59]"
"Barbados"," 1979","28.57 [27.12-30.13]","31.32 [29.56-33.23]","25.68 [24.13-27.3]","132 [126-140]","73 [70-78]","59 [55-62]"
"Barbados"," 1978","30.38 [28.86-32]","33.3 [31.49-35.25]","27.31 [25.69-28.99]","139 [132-147]","77 [73-82]","62 [58-65]"
"Barbados"," 1977","32.3 [30.76-33.93]","35.43 [33.52-37.43]","29.02 [27.34-30.76]","147 [140-155]","82 [78-87]","65 [61-69]"
"Barbados"," 1976","34.32 [32.71-35.99]","37.65 [35.67-39.71]","30.82 [29.11-32.65]","158 [150-165]","88 [83-93]","70 [66-74]"
"Barbados"," 1975","36.4 [34.75-38.15]","40.01 [37.98-42.19]","32.64 [30.89-34.49]","169 [161-177]","94 [89-99]","75 [71-79]"
"Barbados"," 1974","38.58 [36.88-40.37]","42.38 [40.25-44.58]","34.6 [32.83-36.48]","181 [173-189]","101 [96-106]","80 [76-84]"
"Barbados"," 1973","40.82 [39.06-42.67]","44.82 [42.65-47.1]","36.61 [34.74-38.56]","193 [185-202]","108 [102-113]","85 [81-90]"
"Barbados"," 1972","43.11 [41.34-45.01]","47.32 [45.11-49.67]","38.7 [36.8-40.74]","207 [198-216]","116 [110-121]","91 [87-96]"
"Barbados"," 1971","45.49 [43.62-47.38]","49.79 [47.49-52.19]","40.95 [38.96-43.02]","223 [214-233]","124 [118-130]","99 [94-104]"
"Barbados"," 1970","47.89 [45.97-49.85]","52.38 [50-54.78]","43.17 [41.12-45.26]","243 [233-253]","135 [129-141]","108 [103-113]"
"Barbados"," 1969","50.34 [48.4-52.31]","54.96 [52.48-57.41]","45.49 [43.41-47.61]","265 [254-275]","147 [140-153]","118 [112-123]"
"Barbados"," 1968","52.79 [50.83-54.81]","57.5 [55.03-60.01]","47.84 [45.69-50.06]","289 [279-300]","160 [153-167]","129 [123-135]"
"Barbados"," 1967","55.31 [53.37-57.33]","60.08 [57.66-62.62]","50.33 [48.12-52.57]","317 [306-329]","175 [168-182]","142 [136-148]"
"Barbados"," 1966","58.02 [56.03-60.11]","62.95 [60.47-65.58]","52.85 [50.63-55.19]","348 [336-360]","192 [184-200]","156 [150-163]"
"Barbados"," 1965","61.12 [59.09-63.21]","66.22 [63.71-68.83]","55.78 [53.48-58.16]","382 [370-395]","210 [202-219]","172 [165-179]"
"Barbados"," 1964","64.63 [62.6-66.81]","69.99 [67.41-72.76]","59.07 [56.71-61.46]","421 [408-435]","232 [223-240]","189 [182-197]"
"Barbados"," 1963","68.66 [66.55-70.87]","74.17 [71.47-76.97]","62.9 [60.46-65.41]","463 [449-478]","254 [245-263]","209 [201-217]"
"Barbados"," 1962","73.22 [71.06-75.45]","78.91 [76.23-81.79]","67.23 [64.72-69.83]","509 [494-524]","279 [269-288]","230 [222-239]"
"Barbados"," 1961","78.42 [76.11-80.8]","84.36 [81.46-87.36]","72.2 [69.53-74.93]","555 [539-572]","303 [292-314]","252 [243-261]"
"Barbados"," 1960","84.48 [82.09-86.94]","90.72 [87.67-93.78]","77.91 [75.09-80.77]","602 [585-619]","328 [317-339]","274 [264-284]"
"Barbados"," 1959","91.82 [89.3-94.34]","98.47 [95.23-101.7]","84.82 [81.88-87.86]","657 [639-675]","358 [345-369]","299 [289-310]"
"Barbados"," 1958","101.13 [98.46-103.84]","108.26 [104.73-111.73]","93.65 [90.48-96.99]","727 [707-746]","395 [381-406]","332 [321-344]"
"Barbados"," 1957","112.97 [110.15-115.78]","120.41 [116.72-124.2]","105.12 [101.79-108.72]","815 [795-836]","440 [427-454]","375 [363-387]"
"Barbados"," 1956","127.01 [123.91-130.1]","134.82 [130.68-139.05]","118.8 [115.04-122.81]","920 [898-943]","495 [480-510]","425 [412-439]"
"Barbados"," 1955","142.4 [139.05-145.69]","150.63 [146.07-155.36]","133.7 [129.45-138.22]","1 034 [1 010-1 058]","554 [537-571]","480 [464-495]"
"Barbados"," 1954","157.26 [153.74-160.87]","165.91 [160.83-171.1]","148.18 [143.2-153.31]","","",""
"Barbados"," 1953","168.67 [165.04-172.43]","177.62 [171.98-183.39]","159.28 [153.66-164.93]","","",""
"Barbados"," 1952","174.41 [170.73-178.09]","183.56 [177.62-189.51]","164.74 [159.05-170.8]","","",""
"Barbados"," 1951","174.76 [170.49-179.12]","183.88 [177.39-190.45]","165.12 [158.88-171.72]","","",""
"Barbados"," 1950","170.86 [164.72-177.08]","179.84 [171.77-187.89]","161.37 [153.67-169.36]","","",""
"Barbados"," 1949","164.31 [154.9-173.9]","","","","",""
"Belize"," 2021","11.19 [9.04-13.75]","12.16 [9.81-14.98]","10.15 [8.16-12.53]","80 [65-99]","44 [36-55]","36 [29-44]"
"Belize"," 2020","11.7 [9.79-13.93]","12.73 [10.62-15.23]","10.61 [8.84-12.72]","85 [71-101]","47 [40-57]","38 [31-45]"
"Belize"," 2019","12.3 [10.62-14.23]","13.38 [11.52-15.52]","11.14 [9.57-12.97]","94 [82-109]","52 [45-61]","42 [36-49]"
"Belize"," 2018","12.98 [11.52-14.59]","14.13 [12.51-15.92]","11.76 [10.38-13.34]","103 [91-116]","58 [51-65]","45 [40-52]"
"Belize"," 2017","13.73 [12.48-15.07]","14.96 [13.53-16.48]","12.41 [11.25-13.75]","108 [98-118]","61 [54-66]","47 [43-53]"
"Belize"," 2016","14.51 [13.43-15.65]","15.81 [14.56-17.13]","13.14 [12.08-14.29]","113 [104-122]","63 [58-68]","50 [46-54]"
"Belize"," 2015","15.32 [14.38-16.34]","16.69 [15.54-17.91]","13.87 [12.87-14.92]","118 [111-126]","66 [62-71]","52 [48-56]"
"Belize"," 2014","16.12 [15.22-17.11]","17.58 [16.46-18.77]","14.6 [13.62-15.63]","124 [117-131]","69 [65-74]","55 [51-58]"
"Belize"," 2013","16.93 [16.02-17.89]","18.43 [17.33-19.64]","15.33 [14.36-16.37]","128 [121-135]","72 [67-76]","56 [53-60]"
"Belize"," 2012","17.68 [16.75-18.64]","19.24 [18.12-20.46]","16.02 [15.01-17.07]","131 [124-139]","73 [69-78]","58 [54-62]"
"Belize"," 2011","18.35 [17.4-19.34]","19.95 [18.81-21.19]","16.66 [15.64-17.72]","134 [127-141]","75 [70-79]","59 [56-63]"
"Belize"," 2010","18.94 [17.98-19.94]","20.6 [19.43-21.85]","17.18 [16.15-18.27]","137 [130-144]","76 [72-81]","61 [57-65]"
"Belize"," 2009","19.45 [18.48-20.44]","21.17 [19.97-22.4]","17.63 [16.58-18.73]","142 [135-149]","79 [75-84]","63 [59-66]"
"Belize"," 2008","19.88 [18.91-20.88]","21.65 [20.46-22.89]","18.01 [16.97-19.12]","145 [138-152]","81 [76-85]","64 [60-68]"
"Belize"," 2007","20.26 [19.29-21.27]","22.08 [20.87-23.35]","18.34 [17.28-19.45]","148 [141-155]","83 [78-87]","65 [61-69]"
"Belize"," 2006","20.6 [19.64-21.63]","22.48 [21.26-23.75]","18.62 [17.57-19.75]","152 [145-159]","85 [80-90]","67 [63-71]"
"Belize"," 2005","20.92 [19.94-21.97]","22.86 [21.64-24.17]","18.89 [17.83-20.07]","154 [147-162]","86 [82-91]","68 [64-72]"
"Belize"," 2004","21.28 [20.28-22.34]","23.27 [22.03-24.6]","19.18 [18.08-20.37]","156 [149-164]","87 [83-93]","69 [65-73]"
"Belize"," 2003","21.7 [20.66-22.79]","23.75 [22.44-25.13]","19.54 [18.38-20.76]","160 [152-168]","90 [85-95]","70 [66-75]"
"Belize"," 2002","22.21 [21.08-23.4]","24.33 [22.94-25.8]","19.99 [18.75-21.29]","163 [155-172]","91 [86-97]","72 [67-76]"
"Belize"," 2001","22.85 [21.59-24.2]","25.06 [23.53-26.74]","20.5 [19.18-21.94]","166 [157-176]","93 [88-99]","73 [68-78]"
"Belize"," 2000","23.61 [22.13-25.21]","25.92 [24.13-27.81]","21.17 [19.65-22.81]","169 [158-180]","95 [88-102]","74 [68-79]"
"Belize"," 1999","24.46 [22.69-26.38]","26.88 [24.8-29.13]","21.92 [20.19-23.86]","171 [159-185]","96 [89-105]","75 [69-82]"
"Belize"," 1998","25.42 [23.35-27.67]","27.93 [25.53-30.58]","22.74 [20.73-24.99]","174 [160-190]","98 [90-107]","76 [69-84]"
"Belize"," 1997","26.46 [24.06-29.15]","29.09 [26.35-32.19]","23.68 [21.37-26.28]","177 [161-195]","100 [90-110]","77 [70-86]"
"Belize"," 1996","27.61 [24.89-30.71]","30.36 [27.25-33.88]","24.73 [22.15-27.73]","181 [163-201]","102 [92-114]","79 [71-89]"
"Belize"," 1995","28.93 [25.85-32.42]","31.77 [28.32-35.79]","25.9 [23.01-29.21]","187 [168-210]","105 [94-119]","82 [73-92]"
"Belize"," 1994","30.4 [27.02-34.25]","33.37 [29.63-37.84]","27.23 [24.08-30.89]","197 [175-222]","111 [98-125]","86 [76-97]"
"Belize"," 1993","32.06 [28.42-36.25]","35.16 [31.12-39.96]","28.79 [25.33-32.79]","209 [186-236]","117 [104-134]","92 [81-104]"
"Belize"," 1992","33.98 [30.05-38.49]","37.24 [32.83-42.47]","30.5 [26.77-34.82]","222 [197-252]","125 [110-142]","97 [85-111]"
"Belize"," 1991","36.09 [31.87-41.02]","39.51 [34.74-45.17]","32.47 [28.43-37.17]","238 [210-270]","134 [117-152]","104 [91-119]"
"Belize"," 1990","38.43 [33.76-43.85]","42.05 [36.9-48.2]","34.58 [30.14-39.71]","252 [222-288]","141 [124-162]","111 [96-127]"
"Belize"," 1989","40.91 [35.82-46.88]","44.72 [39.04-51.47]","36.9 [32.05-42.55]","263 [231-301]","147 [129-170]","116 [101-133]"
"Belize"," 1988","43.57 [37.95-50.11]","47.5 [41.24-54.88]","39.39 [34.11-45.57]","275 [240-316]","154 [134-178]","121 [105-140]"
"Belize"," 1987","46.32 [40.11-53.44]","50.44 [43.55-58.39]","41.97 [36.18-48.77]","290 [251-334]","162 [140-187]","128 [110-148]"
"Belize"," 1986","49.1 [42.35-57.01]","53.33 [45.81-62.11]","44.57 [38.24-51.99]","305 [263-354]","170 [146-198]","135 [116-157]"
"Belize"," 1985","51.78 [44.55-60.41]","56.18 [48.1-65.67]","47.15 [40.32-55.27]","321 [276-373]","179 [153-208]","142 [122-166]"
"Belize"," 1984","54.5 [46.69-63.85]","59.1 [50.4-69.37]","49.59 [42.33-58.43]","338 [290-395]","188 [160-220]","150 [128-176]"
"Belize"," 1983","57.15 [48.77-67.17]","61.89 [52.62-73.03]","52.08 [44.21-61.73]","353 [302-415]","196 [167-231]","157 [133-185]"
"Belize"," 1982","59.74 [50.66-70.68]","64.53 [54.69-76.67]","54.59 [46.16-65.08]","363 [309-429]","201 [171-239]","162 [137-192]"
