"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Morocco"," 1987","93.03 [86.79-99.62]","97.81 [91.01-105.15]","87.97 [81.74-94.63]","70 810 [66 055-75 820]","37 955 [35 302-40 785]","32 855 [30 521-35 306]"
"Morocco"," 1986","97.93 [91.43-104.66]","102.63 [95.53-110.06]","92.84 [86.4-99.77]","75 489 [70 501-80 638]","40 388 [37 560-43 266]","35 101 [32 646-37 677]"
"Morocco"," 1985","103.2 [96.51-110.16]","107.91 [100.57-115.53]","98.14 [91.55-105.3]","80 073 [74 909-85 457]","42 760 [39 846-45 733]","37 313 [34 782-39 989]"
"Morocco"," 1984","108.85 [101.99-116.13]","113.58 [106.11-121.42]","103.86 [96.86-111.35]","84 887 [79 571-90 496]","45 245 [42 276-48 336]","39 642 [36 985-42 468]"
"Morocco"," 1983","114.85 [107.7-122.41]","119.51 [111.81-127.62]","109.89 [102.64-117.77]","89 728 [84 206-95 562]","47 738 [44 666-50 897]","41 990 [39 222-44 946]"
"Morocco"," 1982","121.13 [113.67-129.1]","125.68 [117.68-134.25]","116.32 [108.87-124.54]","93 951 [88 246-100 034]","49 863 [46 718-53 188]","44 088 [41 275-47 132]"
"Morocco"," 1981","127.72 [120.01-136.1]","132.17 [123.84-141.08]","122.97 [115.28-131.58]","97 498 [91 692-103 787]","51 633 [48 408-55 049]","45 865 [43 010-49 009]"
"Morocco"," 1980","134.45 [126.46-143.19]","138.94 [130.24-148.33]","129.74 [121.59-138.77]","100 852 [94 938-107 314]","53 327 [50 023-56 882]","47 525 [44 561-50 775]"
"Morocco"," 1979","141.33 [132.86-150.65]","145.62 [136.56-155.39]","136.9 [128.32-146.42]","104 454 [98 287-111 239]","55 048 [51 680-58 719]","49 406 [46 343-52 806]"
"Morocco"," 1978","148.38 [139.37-158.26]","152.59 [142.94-162.88]","144.04 [135.02-153.98]","108 481 [102 004-115 614]","57 057 [53 531-60 861]","51 424 [48 263-54 946]"
"Morocco"," 1977","155.31 [145.86-165.8]","159.42 [149.23-170.4]","151.09 [141.47-161.72]","112 525 [105 786-119 985]","59 074 [55 369-63 089]","53 451 [50 088-57 183]"
"Morocco"," 1976","161.85 [151.96-172.94]","166.28 [155.32-177.93]","157.44 [147.26-168.59]","116 148 [109 132-124 018]","61 017 [57 084-65 266]","55 131 [51 636-59 024]"
"Morocco"," 1975","167.79 [157.44-179.23]","172.41 [161.08-184.54]","163.14 [152.7-174.79]","118 858 [111 622-126 857]","62 464 [58 448-66 835]","56 394 [52 856-60 404]"
"Morocco"," 1974","173.07 [162.39-184.89]","177.8 [166.3-190.35]","168.17 [157.37-180.08]","120 871 [113 505-129 033]","63 538 [59 503-67 989]","57 333 [53 688-61 368]"
"Morocco"," 1973","177.7 [166.75-189.67]","182.59 [170.8-195.44]","172.57 [161.38-184.59]","122 481 [115 064-130 655]","64 416 [60 324-68 885]","58 065 [54 340-62 059]"
"Morocco"," 1972","181.83 [170.36-193.98]","186.9 [174.65-200.07]","176.46 [164.85-188.73]","123 384 [115 755-131 536]","64 922 [60 718-69 389]","58 462 [54 674-62 427]"
"Morocco"," 1971","185.91 [173.76-198.45]","190.97 [178.03-204.43]","180.52 [168.34-193.32]","124 017 [116 036-132 214]","65 196 [60 834-69 676]","58 821 [54 878-62 919]"
"Morocco"," 1970","190.15 [177.45-203.28]","195.2 [181.71-209.33]","184.71 [171.88-198.19]","124 683 [116 488-133 141]","65 486 [61 011-70 137]","59 197 [55 148-63 419]"
"Morocco"," 1969","194.74 [181.48-208.65]","199.8 [185.66-215.05]","189.29 [175.93-203.46]","125 866 [117 442-134 688]","66 052 [61 424-70 948]","59 814 [55 617-64 195]"
"Morocco"," 1968","199.71 [185.78-214.52]","204.99 [190.04-220.76]","194.13 [180.12-209.15]","127 684 [118 920-136 987]","67 011 [62 190-72 048]","60 673 [56 345-65 274]"
"Morocco"," 1967","205.05 [190.38-220.81]","210.5 [194.73-227.28]","199.45 [184.48-215.43]","129 649 [120 533-139 429]","68 009 [63 022-73 325]","61 640 [57 115-66 493]"
"Morocco"," 1966","210.71 [194.94-227.57]","216.25 [199.53-234.23]","204.88 [189.06-221.94]","131 578 [121 908-141 870]","69 013 [63 773-74 618]","62 565 [57 807-67 666]"
"Morocco"," 1965","216.23 [199.45-234.33]","221.99 [204.01-241.32]","210.2 [193.28-228.73]","133 312 [123 201-144 296]","69 930 [64 375-75 888]","63 382 [58 375-68 882]"
"Morocco"," 1964","221.69 [203.74-241.36]","227.58 [208.49-248.47]","215.6 [197.48-235.35]","135 016 [124 263-146 699]","70 799 [64 973-77 163]","64 217 [58 901-69 985]"
"Morocco"," 1963","226.93 [207.68-247.88]","233.03 [212.5-255.27]","220.56 [201.13-242.03]","136 785 [125 448-149 152]","71 766 [65 587-78 469]","65 019 [59 393-71 246]"
"Morocco"," 1962","232.07 [211.34-254.68]","238.11 [216.37-262.46]","225.42 [204.83-248.83]","137 923 [125 938-150 918]","72 364 [65 846-79 494]","65 559 [59 613-72 113]"
"Morocco"," 1961","236.94 [214.47-261.71]","243.2 [219.82-269.54]","230.06 [207.83-254.89]","138 165 [125 341-152 080]","72 515 [65 651-80 071]","65 650 [59 372-72 513]"
"Morocco"," 1960","241.66 [217.41-268.44]","248.27 [222.89-276.93]","234.55 [210.46-261.69]","","",""
"Morocco"," 1959","246.41 [219.93-276.27]","253.34 [225.5-284.82]","239.12 [212.73-269.16]","","",""
"Morocco"," 1958","251.48 [221.63-284.64]","258.7 [227.74-293.88]","243.86 [214.5-276.8]","","",""
"Morocco"," 1957","256.58 [223.61-294.42]","264.34 [229.57-303.89]","248.72 [215.81-285.66]","","",""
"Morocco"," 1956","262.04 [224.73-305.02]","269.51 [230.36-314.47]","253.97 [217.41-296.09]","","",""
"occupied Palestinian territory, including east Jerusalem"," 2021","14.83 [10.77-20.61]","16.09 [11.65-22.32]","13.48 [9.77-18.87]","2 147 [1 559-2 982]","1 195 [864-1 654]","952 [690-1 331]"
"occupied Palestinian territory, including east Jerusalem"," 2020","15.33 [11.43-20.73]","16.64 [12.36-22.5]","13.94 [10.38-18.97]","2 219 [1 655-3 000]","1 235 [917-1 669]","984 [733-1 338]"
"occupied Palestinian territory, including east Jerusalem"," 2019","15.88 [12.15-20.94]","17.24 [13.14-22.8]","14.43 [11.02-19.15]","2 301 [1 761-3 033]","1 281 [976-1 692]","1 020 [779-1 352]"
"occupied Palestinian territory, including east Jerusalem"," 2018","16.45 [12.88-21.26]","17.89 [13.95-23.12]","14.96 [11.67-19.42]","2 388 [1 869-3 084]","1 329 [1 038-1 719]","1 059 [826-1 374]"
"occupied Palestinian territory, including east Jerusalem"," 2017","17.06 [13.65-21.6]","18.53 [14.78-23.44]","15.53 [12.36-19.72]","2 484 [1 989-3 144]","1 382 [1 104-1 749]","1 102 [878-1 400]"
"occupied Palestinian territory, including east Jerusalem"," 2016","17.69 [14.49-21.93]","19.22 [15.65-23.8]","16.11 [13.15-20.06]","2 580 [2 114-3 195]","1 435 [1 170-1 777]","1 145 [936-1 425]"
"occupied Palestinian territory, including east Jerusalem"," 2015","18.39 [15.35-22.3]","19.95 [16.55-24.2]","16.75 [13.92-20.41]","2 643 [2 207-3 202]","1 470 [1 219-1 781]","1 173 [976-1 429]"
"occupied Palestinian territory, including east Jerusalem"," 2014","21.32 [18.06-25.37]","22.92 [19.35-27.33]","19.6 [16.57-23.42]","2 985 [2 528-3 551]","1 646 [1 388-1 960]","1 339 [1 132-1 599]"
"occupied Palestinian territory, including east Jerusalem"," 2013","19.82 [17.01-23.19]","21.49 [18.4-25.19]","18.05 [15.46-21.22]","2 732 [2 346-3 194]","1 518 [1 299-1 777]","1 214 [1 040-1 426]"
"occupied Palestinian territory, including east Jerusalem"," 2012","20.55 [17.88-23.71]","22.27 [19.31-25.77]","18.73 [16.22-21.72]","2 800 [2 436-3 228]","1 554 [1 347-1 796]","1 246 [1 079-1 444]"
"occupied Palestinian territory, including east Jerusalem"," 2011","21.29 [18.73-24.31]","23.06 [20.22-26.37]","19.42 [16.99-22.28]","2 865 [2 522-3 269]","1 589 [1 394-1 815]","1 276 [1 117-1 462]"
"occupied Palestinian territory, including east Jerusalem"," 2010","22.05 [19.53-24.91]","23.88 [21.12-27.08]","20.14 [17.73-22.83]","2 904 [2 572-3 278]","1 609 [1 423-1 823]","1 295 [1 141-1 467]"
"occupied Palestinian territory, including east Jerusalem"," 2009","22.83 [20.37-25.57]","24.71 [22.01-27.8]","20.84 [18.49-23.47]","2 930 [2 616-3 280]","1 623 [1 446-1 825]","1 307 [1 160-1 471]"
"occupied Palestinian territory, including east Jerusalem"," 2008","23.62 [21.21-26.29]","25.55 [22.91-28.54]","21.56 [19.26-24.12]","2 975 [2 673-3 311]","1 648 [1 477-1 839]","1 327 [1 185-1 483]"
"occupied Palestinian territory, including east Jerusalem"," 2007","24.42 [22.07-27.05]","26.4 [23.81-29.34]","22.33 [20.07-24.83]","3 048 [2 756-3 375]","1 687 [1 521-1 873]","1 361 [1 224-1 513]"
"occupied Palestinian territory, including east Jerusalem"," 2006","25.24 [22.95-27.78]","27.27 [24.74-30.14]","23.09 [20.88-25.58]","3 144 [2 860-3 458]","1 738 [1 577-1 919]","1 406 [1 271-1 556]"
"occupied Palestinian territory, including east Jerusalem"," 2005","26.06 [23.81-28.55]","28.13 [25.61-30.97]","23.89 [21.69-26.35]","3 227 [2 950-3 535]","1 782 [1 623-1 962]","1 445 [1 312-1 593]"
"occupied Palestinian territory, including east Jerusalem"," 2004","26.89 [24.66-29.38]","29 [26.49-31.8]","24.67 [22.51-27.11]","3 302 [3 028-3 606]","1 823 [1 665-1 998]","1 479 [1 349-1 624]"
"occupied Palestinian territory, including east Jerusalem"," 2003","27.73 [25.5-30.16]","29.85 [27.31-32.63]","25.48 [23.33-27.89]","3 390 [3 119-3 686]","1 869 [1 710-2 042]","1 521 [1 392-1 663]"
"occupied Palestinian territory, including east Jerusalem"," 2002","28.57 [26.32-31.02]","30.72 [28.22-33.48]","26.29 [24.13-28.71]","3 481 [3 207-3 777]","1 917 [1 761-2 087]","1 564 [1 435-1 706]"
"occupied Palestinian territory, including east Jerusalem"," 2001","29.43 [27.21-31.87]","31.6 [29.12-34.38]","27.15 [24.94-29.56]","3 547 [3 281-3 841]","1 951 [1 798-2 122]","1 596 [1 467-1 737]"
"occupied Palestinian territory, including east Jerusalem"," 2000","30.36 [28.11-32.81]","32.57 [30.04-35.35]","28.06 [25.8-30.48]","3 613 [3 347-3 903]","1 984 [1 832-2 154]","1 629 [1 498-1 769]"
"occupied Palestinian territory, including east Jerusalem"," 1999","31.36 [29.07-33.84]","33.55 [30.94-36.36]","29.07 [26.78-31.57]","3 681 [3 414-3 971]","2 016 [1 861-2 186]","1 665 [1 535-1 807]"
"occupied Palestinian territory, including east Jerusalem"," 1998","32.45 [30.1-34.98]","34.63 [31.98-37.52]","30.15 [27.79-32.68]","3 740 [3 470-4 030]","2 045 [1 889-2 214]","1 695 [1 563-1 837]"
"occupied Palestinian territory, including east Jerusalem"," 1997","33.62 [31.2-36.23]","35.82 [33.11-38.77]","31.31 [28.92-33.92]","3 804 [3 532-4 097]","2 076 [1 919-2 246]","1 728 [1 597-1 872]"
"occupied Palestinian territory, including east Jerusalem"," 1996","34.89 [32.4-37.59]","37.14 [34.3-40.13]","32.55 [30.06-35.26]","3 887 [3 612-4 185]","2 118 [1 958-2 288]","1 769 [1 635-1 915]"
"occupied Palestinian territory, including east Jerusalem"," 1995","36.27 [33.68-39.08]","38.51 [35.54-41.62]","33.9 [31.33-36.74]","3 968 [3 687-4 273]","2 158 [1 993-2 331]","1 810 [1 673-1 959]"
"occupied Palestinian territory, including east Jerusalem"," 1994","37.71 [34.98-40.65]","40 [36.91-43.25]","35.32 [32.59-38.31]","4 038 [3 748-4 349]","2 193 [2 026-2 370]","1 845 [1 703-2 000]"
"occupied Palestinian territory, including east Jerusalem"," 1993","39.29 [36.39-42.36]","41.53 [38.3-44.98]","36.91 [34.02-40.02]","4 102 [3 803-4 418]","2 222 [2 049-2 403]","1 880 [1 734-2 037]"
"occupied Palestinian territory, including east Jerusalem"," 1992","40.99 [37.94-44.23]","43.28 [39.93-46.91]","38.56 [35.5-41.86]","4 142 [3 838-4 465]","2 241 [2 068-2 425]","1 901 [1 752-2 062]"
"occupied Palestinian territory, including east Jerusalem"," 1991","42.88 [39.67-46.29]","45.17 [41.61-48.94]","40.45 [37.2-43.93]","4 167 [3 859-4 495]","2 249 [2 073-2 433]","1 918 [1 766-2 082]"
"occupied Palestinian territory, including east Jerusalem"," 1990","44.94 [41.61-48.59]","47.28 [43.53-51.33]","42.5 [39.08-46.21]","4 195 [3 888-4 529]","2 259 [2 082-2 450]","1 936 [1 781-2 103]"
"occupied Palestinian territory, including east Jerusalem"," 1989","47.26 [43.75-51.13]","49.59 [45.58-53.78]","44.81 [41.2-48.82]","4 233 [3 924-4 575]","2 274 [2 093-2 463]","1 959 [1 803-2 132]"
"occupied Palestinian territory, including east Jerusalem"," 1988","49.81 [46.09-54.01]","52.15 [47.94-56.73]","47.36 [43.48-51.65]","4 248 [3 935-4 600]","2 277 [2 095-2 473]","1 971 [1 810-2 147]"
"occupied Palestinian territory, including east Jerusalem"," 1987","52.63 [48.62-57.15]","55.02 [50.51-59.92]","50.14 [46.04-54.75]","4 290 [3 967-4 653]","2 296 [2 111-2 499]","1 994 [1 833-2 176]"
"occupied Palestinian territory, including east Jerusalem"," 1986","55.72 [51.3-60.64]","58.09 [53.19-63.5]","53.14 [48.7-58.17]","4 424 [4 078-4 809]","2 364 [2 165-2 579]","2 060 [1 889-2 251]"
"occupied Palestinian territory, including east Jerusalem"," 1985","59.02 [54.16-64.38]","61.43 [56.14-67.39]","56.43 [51.55-62]","4 550 [4 180-4 958]","2 426 [2 218-2 657]","2 124 [1 941-2 329]"
"occupied Palestinian territory, including east Jerusalem"," 1984","62.55 [57.18-68.56]","65.04 [59.21-71.61]","59.98 [54.55-66.14]","4 651 [4 257-5 089]","2 475 [2 257-2 723]","2 176 [1 981-2 397]"
"occupied Palestinian territory, including east Jerusalem"," 1983","66.38 [60.47-73.09]","68.94 [62.46-76.31]","63.71 [57.57-70.64]","4 781 [4 361-5 254]","2 542 [2 308-2 810]","2 239 [2 026-2 478]"
"occupied Palestinian territory, including east Jerusalem"," 1982","70.45 [63.81-77.98]","73.09 [65.89-81.29]","67.67 [60.79-75.35]","4 940 [4 483-5 457]","2 625 [2 370-2 914]","2 315 [2 083-2 574]"
"occupied Palestinian territory, including east Jerusalem"," 1981","74.84 [67.22-83.35]","77.52 [69.41-86.83]","71.92 [64.24-80.73]","5 121 [4 607-5 692]","2 718 [2 436-3 037]","2 403 [2 148-2 689]"
"occupied Palestinian territory, including east Jerusalem"," 1980","79.5 [70.82-89.38]","82.22 [73.02-93.01]","76.48 [67.82-86.65]","5 315 [4 743-5 963]","2 818 [2 505-3 176]","2 497 [2 217-2 820]"
"occupied Palestinian territory, including east Jerusalem"," 1979","84.41 [74.62-95.95]","87.29 [76.74-99.58]","81.35 [71.39-93.02]","","",""
"occupied Palestinian territory, including east Jerusalem"," 1978","89.66 [78.22-103.31]","92.63 [80.54-107.01]","86.55 [75.01-100.01]","","",""
"occupied Palestinian territory, including east Jerusalem"," 1977","95.21 [82.01-111.41]","98.23 [84.41-115.48]","92.04 [78.85-107.93]","","",""
"occupied Palestinian territory, including east Jerusalem"," 1976","101.21 [85.73-120.59]","104.22 [88.08-124.98]","97.99 [82.54-116.86]","","",""
"occupied Palestinian territory, including east Jerusalem"," 1975","107.53 [89.36-131.01]","110.65 [91.65-135.76]","104.25 [85.99-126.96]","","",""
"Oman"," 2021","10.14 [9.14-11.21]","11.05 [9.88-12.35]","9.17 [8.16-10.29]","870 [785-962]","485 [433-541]","385 [343-432]"
"Oman"," 2020","10.37 [9.58-11.22]","11.3 [10.35-12.37]","9.38 [8.53-10.32]","919 [848-994]","512 [468-559]","407 [370-448]"
"Oman"," 2019","10.6 [9.97-11.27]","11.55 [10.73-12.45]","9.58 [8.85-10.41]","959 [902-1 020]","534 [495-575]","425 [392-462]"
"Oman"," 2018","10.81 [10.29-11.34]","11.77 [11.04-12.55]","9.77 [9.1-10.51]","985 [938-1 034]","548 [513-583]","437 [406-469]"
"Oman"," 2017","10.97 [10.54-11.4]","11.95 [11.27-12.64]","9.92 [9.29-10.6]","988 [950-1 027]","550 [518-582]","438 [410-468]"
"Oman"," 2016","11.08 [10.73-11.43]","12.09 [11.45-12.75]","10.01 [9.4-10.66]","972 [941-1 003]","543 [513-572]","429 [403-457]"
"Oman"," 2015","11.16 [10.86-11.48]","12.18 [11.57-12.82]","10.09 [9.5-10.71]","945 [920-972]","528 [501-555]","417 [393-443]"
"Oman"," 2014","11.25 [10.97-11.55]","12.28 [11.67-12.9]","10.17 [9.59-10.78]","910 [887-934]","508 [482-533]","402 [379-426]"
"Oman"," 2013","11.36 [11.07-11.66]","12.39 [11.78-13.02]","10.27 [9.67-10.88]","862 [839-884]","481 [456-505]","381 [358-404]"
"Oman"," 2012","11.48 [11.18-11.79]","12.53 [11.91-13.16]","10.37 [9.77-11]","809 [788-831]","451 [428-473]","358 [337-379]"
"Oman"," 2011","11.6 [11.29-11.92]","12.66 [12.03-13.29]","10.49 [9.88-11.13]","761 [740-782]","424 [402-445]","337 [317-357]"
"Oman"," 2010","11.73 [11.39-12.08]","12.8 [12.15-13.45]","10.61 [9.97-11.26]","718 [697-739]","400 [379-420]","318 [299-338]"
"Oman"," 2009","11.85 [11.46-12.25]","12.93 [12.26-13.63]","10.72 [10.07-11.39]","681 [659-704]","379 [360-400]","302 [283-320]"
"Oman"," 2008","11.99 [11.5-12.5]","13.08 [12.34-13.86]","10.84 [10.13-11.58]","655 [628-682]","365 [344-386]","290 [271-310]"
"Oman"," 2007","12.16 [11.52-12.85]","13.27 [12.38-14.17]","11 [10.18-11.86]","649 [615-686]","361 [337-386]","288 [266-310]"
"Oman"," 2006","12.41 [11.57-13.31]","13.55 [12.48-14.66]","11.21 [10.24-12.23]","665 [620-713]","371 [342-401]","294 [269-321]"
"Oman"," 2005","12.73 [11.68-13.89]","13.92 [12.65-15.26]","11.51 [10.39-12.74]","694 [637-757]","387 [352-424]","307 [277-340]"
"Oman"," 2004","13.17 [11.92-14.55]","14.38 [12.9-16]","11.91 [10.63-13.36]","729 [660-806]","406 [365-452]","323 [288-362]"
"Oman"," 2003","13.73 [12.26-15.39]","15.02 [13.32-16.91]","12.41 [10.94-14.07]","770 [688-863]","429 [381-484]","341 [301-386]"
"Oman"," 2002","14.45 [12.77-16.38]","15.78 [13.86-17.96]","13.05 [11.39-14.95]","824 [728-933]","460 [403-522]","364 [318-417]"
"Oman"," 2001","15.32 [13.44-17.49]","16.73 [14.63-19.2]","13.82 [11.98-15.93]","888 [780-1 014]","496 [433-568]","392 [340-452]"
"Oman"," 2000","16.34 [14.27-18.76]","17.86 [15.53-20.61]","14.73 [12.74-17.04]","967 [844-1 109]","540 [469-622]","427 [369-493]"
"Oman"," 1999","17.53 [15.29-20.15]","19.16 [16.64-22.17]","15.8 [13.64-18.31]","1 052 [918-1 209]","588 [510-679]","464 [401-538]"
"Oman"," 1998","18.89 [16.49-21.69]","20.64 [17.95-23.86]","17.02 [14.72-19.73]","1 140 [996-1 308]","637 [553-735]","503 [435-582]"
"Oman"," 1997","20.42 [17.83-23.42]","22.31 [19.41-25.72]","18.42 [15.92-21.29]","1 241 [1 084-1 423]","693 [603-798]","548 [474-633]"
"Oman"," 1996","22.16 [19.37-25.38]","24.2 [21.09-27.84]","19.98 [17.32-23.07]","1 358 [1 187-1 555]","758 [660-871]","600 [519-692]"
"Oman"," 1995","24.14 [21.12-27.62]","26.36 [22.99-30.25]","21.76 [18.87-25.13]","1 499 [1 312-1 714]","837 [729-958]","662 [574-764]"
"Oman"," 1994","26.43 [23.12-30.18]","28.85 [25.15-33.09]","23.87 [20.69-27.5]","1 667 [1 459-1 903]","930 [810-1 065]","737 [639-848]"
"Oman"," 1993","29.04 [25.46-33.15]","31.66 [27.62-36.31]","26.28 [22.81-30.24]","1 852 [1 624-2 113]","1 032 [899-1 182]","820 [712-944]"
"Oman"," 1992","32.02 [28.05-36.57]","34.79 [30.36-39.99]","29.07 [25.27-33.48]","2 063 [1 808-2 355]","1 145 [999-1 315]","918 [797-1 055]"
"Oman"," 1991","35.34 [30.98-40.3]","38.38 [33.51-43.98]","32.14 [27.94-36.99]","2 296 [2 013-2 617]","1 274 [1 112-1 458]","1 022 [889-1 176]"
"Oman"," 1990","39.01 [34.17-44.59]","42.2 [36.83-48.33]","35.7 [31.06-41.08]","2 549 [2 233-2 911]","1 408 [1 229-1 611]","1 141 [994-1 313]"
"Oman"," 1989","43.06 [37.73-49.2]","46.46 [40.53-53.23]","39.54 [34.38-45.49]","2 825 [2 477-3 226]","1 556 [1 359-1 782]","1 269 [1 105-1 459]"
"Oman"," 1988","47.61 [41.72-54.32]","51.2 [44.7-58.58]","43.84 [38.26-50.42]","3 124 [2 741-3 560]","1 716 [1 500-1 961]","1 408 [1 229-1 617]"
"Oman"," 1987","52.73 [46.31-60.08]","56.53 [49.46-64.66]","48.79 [42.62-56.06]","3 443 [3 027-3 918]","1 885 [1 652-2 154]","1 558 [1 362-1 788]"
"Oman"," 1986","58.69 [51.63-66.6]","62.65 [54.78-71.54]","54.49 [47.7-62.49]","3 790 [3 341-4 294]","2 069 [1 813-2 358]","1 721 [1 507-1 969]"
"Oman"," 1985","65.46 [57.63-74.24]","69.63 [60.9-79.32]","61 [53.46-69.81]","4 130 [3 644-4 674]","2 249 [1 971-2 553]","1 881 [1 651-2 146]"
"Oman"," 1984","73.09 [64.26-82.99]","77.36 [67.51-88.16]","68.58 [59.99-78.51]","4 452 [3 925-5 040]","2 412 [2 111-2 738]","2 040 [1 788-2 327]"
"Oman"," 1983","81.5 [71.61-92.84]","85.88 [74.91-98.14]","76.9 [67.14-88.17]","4 760 [4 195-5 408]","2 569 [2 248-2 925]","2 191 [1 918-2 504]"
"Oman"," 1982","90.75 [79.51-103.42]","95.23 [82.98-109.23]","85.99 [74.95-98.77]","5 047 [4 436-5 733]","2 714 [2 371-3 100]","2 333 [2 038-2 672]"
"Oman"," 1981","100.48 [87.98-114.67]","105.08 [91.41-120.41]","95.64 [83.38-110.13]","5 293 [4 651-6 023]","2 836 [2 474-3 239]","2 457 [2 148-2 820]"
"Oman"," 1980","110.84 [96.9-126.38]","115.4 [100.38-132.2]","105.84 [92.24-121.92]","5 511 [4 833-6 266]","2 942 [2 567-3 359]","2 569 [2 243-2 947]"
"Oman"," 1979","121.67 [106.37-138.73]","126.23 [109.96-144.7]","116.65 [101.52-134]","5 699 [4 998-6 479]","3 032 [2 647-3 462]","2 667 [2 324-3 050]"
"Oman"," 1978","132.88 [116.2-151.28]","137.63 [119.83-157.45]","127.87 [111.41-146.67]","5 868 [5 143-6 661]","3 115 [2 721-3 552]","2 753 [2 405-3 149]"
"Oman"," 1977","144.37 [126.43-164.05]","149.19 [129.9-170.51]","139.31 [121.24-159.63]","6 017 [5 287-6 817]","3 186 [2 783-3 630]","2 831 [2 471-3 235]"
"Oman"," 1976","156.12 [137.11-177.6]","160.88 [140.39-183.87]","151.07 [131.84-172.97]","6 151 [5 418-6 972]","3 247 [2 839-3 697]","2 904 [2 538-3 314]"
"Oman"," 1975","168.18 [147.53-191.37]","172.94 [150.43-197.59]","162.91 [142.03-186.87]","6 275 [5 518-7 112]","3 305 [2 882-3 759]","2 970 [2 596-3 390]"
"Oman"," 1974","180.12 [157.58-205.25]","184.91 [160.76-211.38]","174.97 [152.44-200.93]","6 419 [5 633-7 291]","3 371 [2 939-3 840]","3 048 [2 662-3 487]"
"Oman"," 1973","192.18 [167.47-219.62]","196.8 [171.13-225.85]","187 [162.53-215.08]","6 622 [5 795-7 539]","3 470 [3 023-3 963]","3 152 [2 746-3 609]"
"Oman"," 1972","204.22 [177.64-234.44]","209.07 [181.18-241.13]","199.13 [172.56-230]","6 831 [5 963-7 810]","3 574 [3 109-4 101]","3 257 [2 833-3 745]"
"Oman"," 1971","216.59 [188.07-249.24]","221.58 [191.42-256.61]","211.32 [182.53-244.66]","7 063 [6 160-8 099]","3 692 [3 202-4 257]","3 371 [2 924-3 889]"
"Oman"," 1970","229.29 [198.39-264.54]","234.5 [201.7-272.49]","223.63 [192.47-259.39]","7 318 [6 355-8 407]","3 825 [3 299-4 422]","3 493 [3 017-4 034]"
"Oman"," 1969","242.08 [208.72-279.98]","247.5 [212.32-288.6]","236.08 [202.63-275.12]","7 584 [6 569-8 724]","3 963 [3 408-4 592]","3 621 [3 121-4 198]"
"Oman"," 1968","255.17 [218.86-296.63]","260.9 [222.69-305.71]","249.11 [212.8-291.52]","7 858 [6 771-9 078]","4 104 [3 516-4 776]","3 754 [3 219-4 366]"
"Oman"," 1967","268.66 [229.14-313.68]","274.55 [232.99-322.87]","262.42 [222.74-308.03]","","",""
"Oman"," 1966","281.99 [239.66-331]","288.31 [243.15-340.53]","275.52 [232.87-324.88]","","",""
"Oman"," 1965","295.72 [249.96-349.04]","301.85 [254.03-358.4]","288.69 [242.94-342.27]","","",""
"Oman"," 1964","309.36 [259.42-369.47]","316.13 [263.8-378.59]","302.02 [252-361.93]","","",""
"Oman"," 1963","323.41 [268.29-390.56]","330.89 [273.02-400.75]","315.8 [260.79-382.75]","","",""
"Oman"," 1962","338.54 [276.16-414.88]","","","","",""
"Oman"," 1961","353.93 [283.88-443.27]","","","","",""
"Oman"," 1960","370.19 [290-475.52]","","","","",""
"Oman"," 1959","387.45 [294.5-512.71]","","","","",""
"Pakistan"," 2021","63.33 [50.6-79.02]","67.54 [53.88-84.58]","58.83 [46.83-73.42]","399 429 [319 392-498 345]","218 670 [174 498-273 449]","180 759 [143 941-225 332]"
"Pakistan"," 2020","65.48 [54.17-78.76]","69.75 [57.57-84.15]","60.88 [50.18-73.44]","411 548 [340 717-494 825]","225 085 [185 814-271 269]","186 463 [153 624-224 715]"
"Pakistan"," 2019","67.5 [57.68-78.87]","71.84 [61.15-83.97]","62.92 [53.55-73.73]","422 509 [361 096-493 473]","230 699 [196 505-269 574]","191 810 [163 239-224 680]"
"Pakistan"," 2018","69.64 [60.97-79.4]","74.01 [64.72-84.51]","64.98 [56.76-74.32]","435 006 [380 970-495 873]","237 223 [207 340-270 562]","197 783 [172 755-226 122]"
"Pakistan"," 2017","71.77 [63.98-80.51]","76.24 [67.81-85.66]","67.08 [59.63-75.44]","448 298 [399 748-502 795]","244 211 [217 277-274 234]","204 087 [181 490-229 515]"
"Pakistan"," 2016","73.95 [66.88-81.82]","78.48 [70.75-87.12]","69.15 [62.35-76.95]","462 333 [418 259-511 422]","251 714 [226 964-279 277]","210 619 [189 865-234 271]"
"Pakistan"," 2015","76.18 [69.66-83.48]","80.84 [73.62-88.83]","71.29 [64.99-78.58]","478 562 [437 808-524 184]","260 537 [237 421-286 273]","218 025 [198 835-240 327]"
"Pakistan"," 2014","78.43 [72.35-85.31]","83.23 [76.43-90.68]","73.41 [67.39-80.15]","496 176 [457 833-539 391]","270 349 [248 405-294 437]","225 827 [207 406-246 550]"
"Pakistan"," 2013","80.71 [74.88-87.17]","85.48 [79.03-92.44]","75.7 [69.95-82.08]","510 611 [474 015-551 150]","277 957 [257 212-300 446]","232 654 [215 093-252 166]"
