"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Pakistan"," 2012","82.95 [77.36-89.05]","87.69 [81.51-94.41]","77.97 [72.47-84.06]","520 233 [485 502-558 165]","282 986 [263 149-304 487]","237 247 [220 625-255 730]"
"Pakistan"," 2011","85.15 [79.83-91.01]","89.88 [83.96-96.26]","80.22 [74.91-86.01]","526 510 [493 869-562 433]","286 235 [267 694-306 451]","240 275 [224 562-257 567]"
"Pakistan"," 2010","87.22 [82.17-92.92]","92.06 [86.43-98.33]","82.13 [77.03-87.84]","529 870 [499 433-564 170]","288 483 [271 072-308 067]","241 387 [226 568-258 071]"
"Pakistan"," 2009","89.21 [84.34-94.63]","94.1 [88.72-100.24]","84.05 [79.12-89.64]","532 323 [503 490-564 448]","290 094 [273 688-308 885]","242 229 [228 128-258 281]"
"Pakistan"," 2008","91.05 [86.43-96.21]","95.95 [90.76-101.8]","85.95 [81.18-91.25]","535 151 [508 247-565 266]","291 607 [276 172-309 459]","243 544 [230 285-258 649]"
"Pakistan"," 2007","92.86 [88.38-97.81]","97.76 [92.81-103.35]","87.74 [83.09-92.77]","536 046 [510 420-564 389]","291 924 [277 442-308 681]","244 122 [231 384-258 190]"
"Pakistan"," 2006","94.65 [90.29-99.39]","99.48 [94.67-104.86]","89.56 [85.12-94.36]","538 289 [513 645-565 098]","292 918 [278 991-308 896]","245 371 [233 363-258 530]"
"Pakistan"," 2005","96.51 [92.21-101.04]","101.24 [96.34-106.37]","91.51 [87.1-96.2]","545 904 [521 699-571 402]","296 849 [282 710-311 945]","249 055 [237 197-261 889]"
"Pakistan"," 2004","98.46 [94.09-102.86]","102.96 [98.14-107.91]","93.65 [89.18-98.27]","554 193 [529 916-578 774]","300 482 [286 549-314 858]","253 711 [241 749-266 186]"
"Pakistan"," 2003","100.52 [96.08-104.89]","104.87 [99.95-109.81]","95.89 [91.34-100.48]","563 320 [538 694-587 599]","304 838 [290 756-319 120]","258 482 [246 345-270 787]"
"Pakistan"," 2002","102.75 [98.31-107.22]","106.96 [101.94-112.03]","98.35 [93.66-103.02]","570 722 [546 301-595 225]","308 281 [294 187-322 928]","262 441 [250 168-274 959]"
"Pakistan"," 2001","105.28 [100.86-109.72]","109.34 [104.34-114.36]","101.03 [96.38-105.7]","574 782 [550 905-598 792]","309 791 [295 907-324 023]","264 991 [253 053-277 292]"
"Pakistan"," 2000","108.08 [103.62-112.5]","111.91 [106.95-116.96]","104.04 [99.31-108.8]","581 507 [557 791-605 131]","312 454 [298 880-326 571]","269 053 [257 013-281 446]"
"Pakistan"," 1999","111.11 [106.62-115.6]","114.81 [109.84-119.84]","107.24 [102.48-112.12]","591 469 [567 796-615 253]","317 076 [303 624-331 012]","274 393 [262 374-286 898]"
"Pakistan"," 1998","114.38 [109.87-118.86]","117.87 [112.86-122.96]","110.7 [105.89-115.61]","601 434 [577 951-624 747]","321 476 [308 050-335 352]","279 958 [267 943-292 340]"
"Pakistan"," 1997","117.76 [113.19-122.36]","121 [115.97-126.19]","114.33 [109.54-119.24]","612 934 [589 437-636 706]","326 685 [313 319-340 662]","286 249 [274 401-298 558]"
"Pakistan"," 1996","121.18 [116.63-125.89]","124.25 [119.14-129.51]","117.92 [113.05-123.03]","624 623 [601 345-648 660]","332 147 [318 654-346 063]","292 476 [280 493-305 125]"
"Pakistan"," 1995","124.59 [119.98-129.45]","127.57 [122.38-132.99]","121.44 [116.45-126.73]","636 216 [612 923-660 826]","337 858 [324 367-352 169]","298 358 [286 245-311 360]"
"Pakistan"," 1994","127.9 [123.21-132.88]","130.82 [125.53-136.31]","124.84 [119.69-130.3]","646 754 [623 264-671 687]","343 034 [329 333-357 393]","303 720 [291 349-317 046]"
"Pakistan"," 1993","131.07 [126.27-136.16]","134.12 [128.75-139.73]","127.88 [122.65-133.46]","658 021 [634 196-683 273]","348 723 [335 025-363 234]","309 298 [296 853-322 763]"
"Pakistan"," 1992","134.1 [129.23-139.3]","137.26 [131.76-142.93]","130.82 [125.55-136.47]","667 570 [643 683-693 134]","353 699 [339 798-368 284]","313 871 [301 443-327 432]"
"Pakistan"," 1991","137.05 [132.05-142.29]","140.12 [134.64-145.97]","133.71 [128.4-139.48]","669 549 [645 446-694 801]","354 726 [340 919-369 252]","314 823 [302 427-328 222]"
"Pakistan"," 1990","139.83 [134.73-145.13]","142.95 [137.32-148.95]","136.49 [130.94-142.33]","668 305 [644 210-693 302]","353 917 [340 254-368 632]","314 388 [301 773-327 729]"
"Pakistan"," 1989","142.5 [137.33-147.97]","145.69 [139.93-151.8]","139.15 [133.43-145.01]","663 800 [640 155-688 831]","351 135 [337 574-365 718]","312 665 [300 039-325 825]"
"Pakistan"," 1988","145.1 [139.7-150.85]","148.35 [142.45-154.72]","141.68 [135.73-147.83]","656 095 [632 142-681 725]","346 461 [332 957-361 136]","309 634 [296 785-323 004]"
"Pakistan"," 1987","147.74 [142.18-153.79]","151.06 [144.77-157.72]","144.24 [138.16-150.74]","646 752 [622 759-672 715]","341 057 [327 068-355 800]","305 695 [292 938-319 323]"
"Pakistan"," 1986","150.4 [144.6-156.73]","153.4 [147.02-160.51]","147.16 [140.81-153.99]","635 688 [611 624-661 954]","334 294 [320 567-349 453]","301 394 [288 509-315 145]"
"Pakistan"," 1985","153.06 [146.99-159.81]","155.75 [149.03-163.25]","150.13 [143.37-157.24]","625 721 [601 271-652 798]","328 326 [314 226-343 750]","297 395 [284 135-311 220]"
"Pakistan"," 1984","155.62 [149.22-162.64]","157.95 [150.98-165.9]","153.06 [146.04-160.69]","616 421 [591 578-643 657]","322 744 [308 622-338 590]","293 677 [280 291-307 982]"
"Pakistan"," 1983","158.08 [151.27-165.62]","160.19 [152.74-168.54]","155.88 [148.46-163.97]","602 607 [577 112-630 696]","314 938 [300 553-331 066]","287 669 [274 199-302 410]"
"Pakistan"," 1982","160.49 [153.24-168.46]","162.29 [154.33-171.05]","158.53 [150.66-167.25]","583 719 [557 911-612 094]","304 534 [289 816-320 606]","279 185 [265 491-294 252]"
"Pakistan"," 1981","162.78 [154.92-171.14]","164.32 [155.76-173.62]","161.08 [152.56-170.31]","561 654 [535 138-589 949]","292 486 [277 464-308 609]","269 168 [255 106-284 208]"
"Pakistan"," 1980","164.96 [156.55-173.78]","166.25 [157.24-175.96]","163.48 [154.54-173.25]","542 315 [515 165-570 804]","281 927 [266 826-297 933]","260 388 [246 217-275 616]"
"Pakistan"," 1979","167.09 [158.11-176.39]","168.15 [158.7-178.25]","165.91 [156.33-175.96]","528 807 [500 928-557 573]","274 731 [259 497-290 877]","254 076 [239 553-269 170]"
"Pakistan"," 1978","169.25 [159.77-178.99]","170.06 [159.98-180.59]","168.36 [158.41-178.88]","518 005 [489 445-547 244]","269 045 [253 378-285 294]","248 960 [234 420-264 295]"
"Pakistan"," 1977","171.38 [161.6-181.71]","171.99 [161.47-183.06]","170.85 [160.25-181.84]","507 894 [479 373-537 861]","263 176 [247 449-279 890]","244 718 [229 896-260 279]"
"Pakistan"," 1976","173.7 [163.34-184.36]","173.97 [163.07-185.59]","173.33 [162.25-184.8]","499 608 [470 422-529 737]","258 203 [242 250-275 071]","241 405 [226 134-256 981]"
"Pakistan"," 1975","176.04 [165.16-187.22]","176.22 [164.84-188.27]","175.76 [164.15-187.94]","492 716 [462 731-523 384]","254 378 [238 166-271 407]","238 338 [222 810-254 492]"
"Pakistan"," 1974","178.52 [167.22-190.15]","178.62 [166.66-191.09]","178.51 [166.39-190.99]","486 954 [456 720-518 085]","251 049 [234 547-268 326]","235 905 [220 171-252 195]"
"Pakistan"," 1973","181.26 [169.46-193.35]","181.13 [168.82-193.98]","181.36 [168.67-194.35]","482 102 [451 325-513 602]","248 189 [231 615-265 432]","233 913 [217 737-250 282]"
"Pakistan"," 1972","184.1 [171.91-196.91]","184.12 [171.24-197.5]","184.15 [171.15-197.72]","477 668 [446 542-510 174]","245 935 [229 078-263 422]","231 733 [215 667-248 511]"
"Pakistan"," 1971","187.23 [174.46-200.57]","187.32 [173.95-201.07]","187.13 [173.77-201.18]","474 435 [442 860-507 630]","244 342 [227 195-261 887]","230 093 [213 958-246 998]"
"Pakistan"," 1970","190.47 [177.25-204.43]","190.8 [176.84-205.34]","190.23 [176.37-204.8]","471 543 [439 446-505 431]","243 002 [225 622-261 245]","228 541 [212 247-245 775]"
"Pakistan"," 1969","194.09 [180.11-208.79]","194.57 [180.15-209.72]","193.65 [179.06-208.98]","470 699 [437 603-505 382]","242 712 [225 132-261 314]","227 987 [211 158-245 714]"
"Pakistan"," 1968","198.06 [183.35-213.35]","198.56 [183.42-214.47]","197.28 [182.04-213.33]","471 433 [437 045-507 056]","243 282 [224 916-262 180]","228 151 [210 672-246 078]"
"Pakistan"," 1967","202.33 [187.03-218.51]","203.1 [187.36-219.98]","201.38 [185.39-218.44]","471 786 [436 777-508 752]","243 704 [225 205-263 421]","228 082 [210 215-246 772]"
"Pakistan"," 1966","207.29 [191.24-224.12]","208.08 [191.57-225.93]","206.29 [189.58-224.19]","473 139 [437 114-510 596]","244 378 [225 301-264 699]","228 761 [210 455-248 038]"
"Pakistan"," 1965","212.93 [195.98-230.63]","213.78 [196.2-232.31]","211.92 [194.36-230.52]","475 698 [438 770-514 203]","245 677 [225 825-266 333]","230 021 [211 245-249 816]"
"Pakistan"," 1964","219.42 [201.48-238.03]","220.28 [201.69-239.62]","218.35 [199.84-238.15]","479 650 [441 496-519 275]","247 699 [227 317-268 718]","231 951 [212 531-252 306]"
"Pakistan"," 1963","226.6 [207.79-246.15]","227.68 [208.03-248.13]","225.21 [206.01-246.06]","484 488 [445 248-524 972]","250 429 [229 234-271 935]","234 059 [214 453-254 906]"
"Pakistan"," 1962","234.47 [214.56-255.55]","235.93 [214.95-257.99]","232.89 [212.24-254.78]","490 057 [449 429-532 391]","253 555 [231 591-276 265]","236 502 [216 141-258 065]"
"Pakistan"," 1961","242.9 [221.41-265.83]","244.65 [222.21-268.71]","240.95 [218.73-264.59]","495 336 [452 696-540 229]","256 557 [233 629-280 718]","238 779 [217 371-261 222]"
"Pakistan"," 1960","251.88 [228.66-276.94]","253.86 [229.76-279.91]","249.61 [225.66-275.39]","500 119 [455 563-547 741]","259 196 [235 319-284 535]","240 923 [218 364-264 635]"
"Pakistan"," 1959","261.43 [236.43-288.6]","263.75 [237.58-292.01]","258.69 [233.3-286.63]","505 555 [458 691-555 595]","262 291 [237 113-289 010]","243 264 [219 913-268 312]"
"Pakistan"," 1958","271.48 [244.41-300.93]","274.4 [245.73-304.81]","268.36 [241.03-298.93]","511 307 [462 131-564 578]","265 630 [238 851-293 653]","245 677 [221 440-272 235]"
"Pakistan"," 1957","282.1 [253.18-314.58]","285.62 [254.62-318.76]","278.48 [249.09-311.94]","517 356 [466 232-573 887]","269 115 [240 940-298 797]","248 241 [223 004-276 616]"
"Pakistan"," 1956","293.52 [262.15-329.11]","297.39 [263.79-333.83]","289.42 [257.7-325.95]","524 377 [470 796-584 496]","272 940 [243 338-304 598]","251 437 [224 985-281 581]"
"Pakistan"," 1955","305.67 [271.34-344.69]","309.86 [273.66-350.03]","301.13 [266.57-340.8]","","",""
"Pakistan"," 1954","318.5 [280.92-361.46]","323.32 [283.47-367.68]","313.42 [275.34-356.73]","","",""
"Pakistan"," 1953","331.86 [290.75-379.39]","337.23 [294.1-386.3]","326.33 [284.63-374.12]","","",""
"Pakistan"," 1952","345.96 [300.51-399.04]","351.66 [304.39-406.45]","340.32 [294.27-393.56]","","",""
"Pakistan"," 1951","361.16 [310.11-421.31]","367.11 [313.99-428.96]","354.98 [303.92-415.01]","","",""
"Pakistan"," 1950","376.89 [319.88-445.44]","","","","",""
"Qatar"," 2021","5.31 [4.72-5.96]","5.63 [5-6.35]","4.97 [4.38-5.61]","152 [135-171]","82 [73-93]","70 [62-79]"
"Qatar"," 2020","5.66 [5.16-6.21]","6.01 [5.47-6.62]","5.29 [4.78-5.83]","170 [155-186]","92 [84-101]","78 [71-86]"
"Qatar"," 2019","6.06 [5.64-6.51]","6.43 [5.96-6.95]","5.66 [5.22-6.14]","176 [164-189]","95 [88-103]","81 [75-88]"
"Qatar"," 2018","6.49 [6.11-6.88]","6.91 [6.47-7.39]","6.04 [5.63-6.47]","180 [170-191]","98 [91-104]","82 [77-88]"
"Qatar"," 2017","6.92 [6.57-7.29]","7.38 [6.95-7.83]","6.44 [6.05-6.85]","180 [171-190]","98 [92-104]","82 [77-87]"
"Qatar"," 2016","7.35 [7.01-7.72]","7.84 [7.41-8.28]","6.84 [6.45-7.26]","179 [171-188]","97 [92-103]","82 [77-87]"
"Qatar"," 2015","7.76 [7.41-8.13]","8.31 [7.88-8.76]","7.19 [6.8-7.6]","179 [171-188]","97 [93-103]","82 [77-86]"
"Qatar"," 2014","8.13 [7.78-8.51]","8.71 [8.27-9.17]","7.52 [7.11-7.95]","180 [172-188]","98 [93-103]","82 [77-86]"
"Qatar"," 2013","8.45 [8.08-8.82]","9.07 [8.61-9.54]","7.79 [7.38-8.24]","178 [170-186]","98 [92-102]","80 [76-85]"
"Qatar"," 2012","8.71 [8.33-9.1]","9.38 [8.9-9.87]","8.01 [7.58-8.47]","174 [166-182]","96 [91-100]","78 [74-83]"
"Qatar"," 2011","8.94 [8.55-9.36]","9.62 [9.13-10.13]","8.23 [7.78-8.7]","166 [159-174]","91 [86-96]","75 [71-79]"
"Qatar"," 2010","9.15 [8.75-9.58]","9.84 [9.33-10.36]","8.44 [7.98-8.91]","155 [148-162]","85 [81-89]","70 [66-74]"
"Qatar"," 2009","9.37 [8.94-9.81]","10.06 [9.54-10.6]","8.64 [8.16-9.13]","147 [140-154]","81 [76-85]","66 [63-70]"
"Qatar"," 2008","9.6 [9.15-10.04]","10.29 [9.75-10.85]","8.86 [8.36-9.35]","141 [134-147]","77 [73-81]","64 [60-67]"
"Qatar"," 2007","9.84 [9.38-10.31]","10.55 [9.98-11.12]","9.09 [8.57-9.61]","134 [128-141]","73 [70-78]","61 [57-64]"
"Qatar"," 2006","10.12 [9.64-10.61]","10.87 [10.28-11.46]","9.33 [8.8-9.87]","131 [125-137]","72 [68-76]","59 [56-62]"
"Qatar"," 2005","10.43 [9.94-10.93]","11.21 [10.6-11.81]","9.62 [9.08-10.18]","134 [128-141]","74 [70-78]","60 [57-64]"
"Qatar"," 2004","10.77 [10.27-11.31]","11.58 [10.94-12.22]","9.95 [9.39-10.53]","140 [133-147]","77 [73-81]","63 [60-67]"
"Qatar"," 2003","11.17 [10.63-11.72]","12 [11.36-12.67]","10.28 [9.7-10.9]","144 [137-151]","79 [75-84]","65 [61-69]"
"Qatar"," 2002","11.59 [11.03-12.15]","12.45 [11.77-13.14]","10.67 [10.07-11.31]","147 [140-155]","81 [76-85]","66 [63-70]"
"Qatar"," 2001","12.03 [11.44-12.62]","12.91 [12.2-13.63]","11.09 [10.46-11.76]","148 [141-155]","81 [77-86]","67 [63-71]"
"Qatar"," 2000","12.49 [11.88-13.11]","13.41 [12.67-14.15]","11.51 [10.85-12.19]","146 [139-153]","80 [75-84]","66 [62-70]"
"Qatar"," 1999","12.96 [12.32-13.61]","13.92 [13.15-14.71]","11.96 [11.26-12.69]","144 [137-151]","79 [74-83]","65 [61-69]"
"Qatar"," 1998","13.45 [12.8-14.15]","14.46 [13.68-15.29]","12.39 [11.67-13.16]","143 [136-151]","78 [74-83]","65 [61-69]"
"Qatar"," 1997","13.98 [13.31-14.7]","15.02 [14.19-15.9]","12.89 [12.14-13.68]","147 [140-155]","81 [76-85]","66 [62-70]"
"Qatar"," 1996","14.58 [13.87-15.32]","15.67 [14.78-16.58]","13.43 [12.66-14.27]","154 [146-162]","85 [80-89]","69 [65-74]"
"Qatar"," 1995","15.27 [14.54-16.04]","16.42 [15.51-17.35]","14.06 [13.26-14.92]","161 [154-169]","88 [84-94]","73 [68-77]"
"Qatar"," 1994","16.08 [15.33-16.88]","17.3 [16.34-18.28]","14.8 [13.96-15.7]","169 [162-178]","93 [88-98]","76 [72-81]"
"Qatar"," 1993","17.05 [16.27-17.89]","18.35 [17.34-19.4]","15.69 [14.79-16.64]","178 [170-187]","98 [93-104]","80 [76-85]"
"Qatar"," 1992","18.18 [17.32-19.12]","19.57 [18.48-20.73]","16.73 [15.74-17.76]","189 [180-198]","104 [98-110]","85 [80-90]"
"Qatar"," 1991","19.45 [18.41-20.53]","20.96 [19.68-22.29]","17.87 [16.72-19.06]","205 [194-216]","113 [106-120]","92 [86-98]"
"Qatar"," 1990","20.83 [19.52-22.17]","22.47 [20.92-24.09]","19.1 [17.71-20.54]","223 [209-237]","123 [115-132]","100 [93-107]"
"Qatar"," 1989","22.28 [20.6-24.04]","24.04 [22.11-26.05]","20.43 [18.71-22.23]","237 [219-255]","131 [120-142]","106 [97-115]"
"Qatar"," 1988","23.79 [21.7-26.05]","25.66 [23.33-28.22]","21.8 [19.71-24.05]","247 [225-270]","137 [124-150]","110 [100-122]"
"Qatar"," 1987","25.32 [22.78-28.14]","27.34 [24.51-30.53]","23.2 [20.68-25.92]","254 [229-283]","140 [126-157]","114 [102-127]"
"Qatar"," 1986","26.85 [23.82-30.29]","29.01 [25.64-32.88]","24.59 [21.65-27.9]","263 [234-297]","145 [129-165]","118 [104-134]"
"Qatar"," 1985","28.36 [24.91-32.44]","30.64 [26.8-35.26]","25.99 [22.66-29.89]","273 [240-312]","151 [132-174]","122 [107-141]"
"Qatar"," 1984","29.9 [25.97-34.7]","32.29 [27.95-37.63]","27.38 [23.62-31.93]","282 [245-327]","156 [135-181]","126 [109-147]"
"Qatar"," 1983","31.43 [27.06-36.84]","33.97 [29.1-39.93]","28.77 [24.63-33.95]","287 [248-336]","158 [136-186]","129 [110-151]"
"Qatar"," 1982","32.96 [28.17-38.94]","35.6 [30.28-42.29]","30.25 [25.65-35.97]","290 [248-342]","160 [136-190]","130 [111-155]"
"Qatar"," 1981","34.56 [29.4-41.15]","37.34 [31.51-44.54]","31.72 [26.74-37.97]","292 [249-347]","161 [136-192]","131 [111-156]"
"Qatar"," 1980","36.31 [30.64-43.5]","39.13 [32.8-46.98]","33.35 [28-40.18]","293 [248-351]","161 [136-193]","132 [111-158]"
"Qatar"," 1979","38.17 [32.06-45.9]","41.1 [34.32-49.58]","35.07 [29.27-42.48]","294 [247-352]","162 [135-195]","132 [110-159]"
"Qatar"," 1978","40.23 [33.62-48.5]","43.25 [35.95-52.36]","37.03 [30.76-45.04]","294 [247-354]","162 [135-195]","132 [110-161]"
"Qatar"," 1977","42.41 [35.33-51.46]","45.62 [37.88-55.42]","39.12 [32.45-47.62]","294 [246-355]","161 [134-196]","133 [110-161]"
"Qatar"," 1976","44.91 [37.32-54.63]","48.18 [39.94-58.71]","41.51 [34.23-50.67]","295 [246-357]","162 [134-196]","133 [110-162]"
"Qatar"," 1975","47.69 [39.42-57.98]","51.04 [42.17-62.35]","44.08 [36.24-53.95]","297 [246-360]","163 [135-198]","134 [111-164]"
"Qatar"," 1974","50.71 [41.69-61.86]","54.23 [44.44-66.47]","47.03 [38.45-57.51]","301 [248-366]","165 [135-201]","136 [112-166]"
"Qatar"," 1973","54.14 [44.07-66.43]","57.76 [46.94-71.11]","50.24 [40.67-61.79]","","",""
"Qatar"," 1972","57.88 [46.56-71.29]","61.54 [49.39-76.22]","53.95 [43.02-66.79]","","",""
"Qatar"," 1971","62.02 [48.98-77.31]","65.86 [51.84-82.15]","57.86 [45.48-72.44]","","",""
"Qatar"," 1970","66.5 [51.2-84.12]","70.43 [54.18-89.3]","62.23 [47.96-79.17]","","",""
"Qatar"," 1969","71.28 [53.28-92.35]","75.33 [56.3-98.12]","66.87 [50.11-86.97]","","",""
"Saudi Arabia"," 2021","6.72 [5.05-9.22]","6.87 [5.15-9.45]","6.55 [4.9-9.01]","4 350 [3 267-5 966]","2 281 [1 709-3 134]","2 069 [1 547-2 843]"
"Saudi Arabia"," 2020","7 [5.42-9.28]","7.16 [5.53-9.52]","6.84 [5.27-9.07]","4 617 [3 576-6 114]","2 419 [1 868-3 217]","2 198 [1 693-2 915]"
"Saudi Arabia"," 2019","7.33 [5.83-9.42]","7.47 [5.92-9.66]","7.17 [5.67-9.21]","4 784 [3 810-6 151]","2 502 [1 983-3 231]","2 282 [1 805-2 930]"
"Saudi Arabia"," 2018","7.69 [6.27-9.62]","7.87 [6.38-9.85]","7.51 [6.07-9.42]","4 973 [4 051-6 216]","2 606 [2 114-3 266]","2 367 [1 914-2 967]"
"Saudi Arabia"," 2017","8.11 [6.74-9.88]","8.28 [6.85-10.11]","7.93 [6.56-9.68]","5 181 [4 303-6 305]","2 712 [2 241-3 309]","2 469 [2 042-3 012]"
"Saudi Arabia"," 2016","8.59 [7.27-10.2]","8.76 [7.38-10.47]","8.4 [7.07-10.01]","5 467 [4 628-6 496]","2 860 [2 410-3 416]","2 607 [2 194-3 106]"
"Saudi Arabia"," 2015","9.1 [7.84-10.62]","9.31 [7.98-10.93]","8.87 [7.59-10.42]","5 851 [5 042-6 825]","3 070 [2 631-3 600]","2 781 [2 378-3 265]"
"Saudi Arabia"," 2014","9.65 [8.4-11.17]","9.88 [8.54-11.48]","9.4 [8.14-10.94]","6 255 [5 444-7 238]","3 283 [2 836-3 815]","2 972 [2 573-3 457]"
"Saudi Arabia"," 2013","10.23 [8.96-11.79]","10.5 [9.12-12.17]","9.95 [8.65-11.54]","6 655 [5 827-7 664]","3 499 [3 038-4 056]","3 156 [2 742-3 658]"
"Saudi Arabia"," 2012","10.86 [9.53-12.55]","11.14 [9.71-12.94]","10.57 [9.19-12.3]","7 044 [6 177-8 135]","3 702 [3 227-4 298]","3 342 [2 905-3 886]"
"Saudi Arabia"," 2011","11.53 [10.13-13.42]","11.86 [10.35-13.84]","11.2 [9.76-13.09]","7 395 [6 499-8 601]","3 894 [3 401-4 547]","3 501 [3 051-4 092]"
"Saudi Arabia"," 2010","12.25 [10.77-14.3]","12.59 [11.01-14.79]","11.9 [10.38-13.95]","7 715 [6 781-9 006]","4 060 [3 553-4 768]","3 655 [3 187-4 283]"
"Saudi Arabia"," 2009","13.01 [11.46-15.25]","13.39 [11.73-15.78]","12.61 [11.04-14.85]","8 033 [7 081-9 413]","4 234 [3 713-4 991]","3 799 [3 325-4 471]"
"Saudi Arabia"," 2008","13.81 [12.2-16.19]","14.22 [12.5-16.77]","13.37 [11.74-15.76]","8 374 [7 404-9 817]","4 419 [3 885-5 210]","3 955 [3 474-4 661]"
"Saudi Arabia"," 2007","14.65 [12.99-17.14]","15.12 [13.33-17.75]","14.15 [12.48-16.67]","8 644 [7 664-10 110]","4 570 [4 032-5 362]","4 074 [3 591-4 795]"
"Saudi Arabia"," 2006","15.55 [13.83-18.02]","16.04 [14.19-18.64]","15.01 [13.29-17.52]","8 842 [7 864-10 244]","4 676 [4 133-5 427]","4 166 [3 689-4 859]"
"Saudi Arabia"," 2005","16.47 [14.73-18.89]","17.02 [15.11-19.57]","15.88 [14.13-18.33]","9 254 [8 273-10 610]","4 898 [4 347-5 629]","4 356 [3 874-5 021]"
"Saudi Arabia"," 2004","17.45 [15.65-19.78]","18.05 [16.07-20.5]","16.81 [15-19.17]","9 942 [8 917-11 270]","5 268 [4 690-5 977]","4 674 [4 170-5 329]"
"Saudi Arabia"," 2003","18.48 [16.63-20.77]","19.14 [17.11-21.59]","17.77 [15.92-20.15]","10 707 [9 637-12 031]","5 681 [5 079-6 405]","5 026 [4 501-5 695]"
"Saudi Arabia"," 2002","19.57 [17.67-21.87]","20.31 [18.2-22.79]","18.8 [16.83-21.18]","11 490 [10 378-12 838]","6 106 [5 475-6 852]","5 384 [4 823-6 066]"
"Saudi Arabia"," 2001","20.76 [18.75-23.11]","21.59 [19.31-24.13]","19.92 [17.87-22.34]","12 265 [11 080-13 642]","6 528 [5 846-7 297]","5 737 [5 150-6 437]"
"Saudi Arabia"," 2000","22.05 [19.87-24.49]","22.92 [20.5-25.59]","21.12 [18.91-23.65]","12 963 [11 688-14 394]","6 904 [6 172-7 700]","6 059 [5 426-6 780]"
"Saudi Arabia"," 1999","23.44 [21.02-26.14]","24.38 [21.74-27.29]","22.4 [19.99-25.2]","13 620 [12 218-15 180]","7 263 [6 476-8 121]","6 357 [5 669-7 140]"
"Saudi Arabia"," 1998","24.94 [22.24-27.94]","25.98 [22.99-29.24]","23.82 [21.13-26.88]","14 343 [12 798-16 055]","7 656 [6 774-8 606]","6 687 [5 929-7 535]"
"Saudi Arabia"," 1997","26.64 [23.44-29.96]","27.78 [24.33-31.41]","25.38 [22.27-28.8]","15 163 [13 353-17 047]","8 107 [7 098-9 152]","7 056 [6 190-7 995]"
"Saudi Arabia"," 1996","28.49 [24.76-32.25]","29.72 [25.66-33.83]","27.12 [23.49-30.97]","16 089 [13 992-18 195]","8 608 [7 427-9 776]","7 481 [6 473-8 525]"
"Saudi Arabia"," 1995","30.55 [26.2-34.79]","31.88 [27.18-36.49]","29.06 [24.83-33.37]","17 151 [14 723-19 521]","9 181 [7 824-10 487]","7 970 [6 805-9 134]"
"Saudi Arabia"," 1994","32.79 [27.9-37.58]","34.24 [28.9-39.42]","31.22 [26.49-36.04]","18 327 [15 605-20 987]","9 809 [8 284-11 275]","8 518 [7 225-9 812]"
