"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"New Zealand"," 2000","7.39 [7.16-7.62]","8.14 [7.85-8.44]","6.6 [6.35-6.86]","418 [406-431]","236 [228-245]","182 [175-189]"
"New Zealand"," 1999","7.6 [7.36-7.83]","8.37 [8.08-8.67]","6.78 [6.53-7.04]","427 [414-440]","242 [233-250]","185 [178-193]"
"New Zealand"," 1998","7.83 [7.59-8.07]","8.63 [8.33-8.94]","6.99 [6.73-7.26]","441 [428-454]","250 [241-259]","191 [184-199]"
"New Zealand"," 1997","8.1 [7.86-8.34]","8.94 [8.63-9.25]","7.21 [6.95-7.49]","462 [449-476]","262 [253-271]","200 [193-208]"
"New Zealand"," 1996","8.4 [8.15-8.64]","9.26 [8.95-9.58]","7.49 [7.22-7.77]","481 [467-495]","273 [264-282]","208 [201-216]"
"New Zealand"," 1995","8.73 [8.48-8.98]","9.62 [9.3-9.94]","7.8 [7.52-8.09]","501 [486-515]","284 [275-294]","217 [209-225]"
"New Zealand"," 1994","9.1 [8.83-9.36]","10.06 [9.72-10.39]","8.09 [7.8-8.38]","528 [512-543]","300 [290-310]","228 [220-236]"
"New Zealand"," 1993","9.52 [9.24-9.79]","10.54 [10.2-10.89]","8.44 [8.13-8.75]","560 [543-575]","319 [309-330]","241 [232-249]"
"New Zealand"," 1992","10 [9.71-10.28]","11.11 [10.75-11.47]","8.84 [8.51-9.15]","589 [572-605]","336 [326-347]","253 [243-262]"
"New Zealand"," 1991","10.56 [10.28-10.84]","11.77 [11.42-12.14]","9.28 [8.96-9.59]","623 [606-639]","357 [346-368]","266 [257-275]"
"New Zealand"," 1990","11.16 [10.88-11.46]","12.46 [12.11-12.85]","9.79 [9.47-10.12]","652 [635-669]","374 [362-385]","278 [269-288]"
"New Zealand"," 1989","11.77 [11.48-12.11]","13.18 [12.79-13.59]","10.31 [9.97-10.67]","672 [656-691]","385 [374-398]","287 [277-297]"
"New Zealand"," 1988","12.37 [12.05-12.74]","13.83 [13.41-14.29]","10.84 [10.47-11.23]","687 [669-708]","394 [382-407]","293 [283-304]"
"New Zealand"," 1987","12.91 [12.57-13.31]","14.44 [13.99-14.93]","11.32 [10.93-11.73]","691 [673-712]","396 [384-410]","295 [285-306]"
"New Zealand"," 1986","13.38 [13.03-13.76]","14.96 [14.51-15.45]","11.72 [11.33-12.14]","698 [680-718]","400 [388-413]","298 [288-309]"
"New Zealand"," 1985","13.79 [13.45-14.16]","15.42 [14.97-15.91]","12.07 [11.68-12.48]","710 [692-729]","407 [395-420]","303 [293-313]"
"New Zealand"," 1984","14.15 [13.81-14.5]","15.85 [15.4-16.32]","12.36 [11.97-12.77]","719 [702-737]","413 [401-425]","306 [296-316]"
"New Zealand"," 1983","14.49 [14.13-14.84]","16.23 [15.77-16.69]","12.66 [12.27-13.07]","728 [711-746]","418 [407-430]","310 [300-320]"
"New Zealand"," 1982","14.83 [14.45-15.19]","16.62 [16.13-17.1]","12.95 [12.53-13.36]","750 [730-768]","431 [418-443]","319 [308-329]"
"New Zealand"," 1981","15.19 [14.79-15.57]","17.05 [16.53-17.55]","13.24 [12.8-13.66]","776 [755-795]","447 [433-459]","329 [318-340]"
"New Zealand"," 1980","15.6 [15.18-15.98]","17.54 [17.01-18.07]","13.54 [13.09-13.99]","810 [789-830]","467 [453-481]","343 [332-354]"
"New Zealand"," 1979","16.05 [15.64-16.44]","18.11 [17.59-18.63]","13.89 [13.45-14.34]","843 [821-863]","487 [473-501]","356 [344-367]"
"New Zealand"," 1978","16.58 [16.18-16.96]","18.74 [18.22-19.26]","14.3 [13.86-14.75]","888 [867-909]","514 [500-529]","374 [362-385]"
"New Zealand"," 1977","17.14 [16.76-17.53]","19.4 [18.89-19.93]","14.77 [14.32-15.22]","951 [929-972]","552 [537-567]","399 [387-411]"
"New Zealand"," 1976","17.73 [17.35-18.12]","20.04 [19.54-20.57]","15.29 [14.85-15.75]","1 003 [982-1 025]","581 [567-597]","422 [410-435]"
"New Zealand"," 1975","18.31 [17.92-18.71]","20.72 [20.19-21.25]","15.78 [15.33-16.24]","1 067 [1 044-1 090]","619 [603-634]","448 [436-461]"
"New Zealand"," 1974","18.86 [18.46-19.26]","21.34 [20.81-21.88]","16.26 [15.79-16.72]","1 132 [1 109-1 157]","656 [640-673]","476 [463-490]"
"New Zealand"," 1973","19.37 [18.98-19.77]","21.89 [21.36-22.44]","16.72 [16.26-17.19]","1 197 [1 173-1 222]","693 [676-710]","504 [490-518]"
"New Zealand"," 1972","19.85 [19.46-20.28]","22.38 [21.85-22.95]","17.19 [16.74-17.67]","1 258 [1 232-1 284]","727 [709-744]","531 [517-546]"
"New Zealand"," 1971","20.32 [19.92-20.74]","22.87 [22.33-23.44]","17.64 [17.18-18.12]","1 278 [1 253-1 305]","737 [720-755]","541 [527-556]"
"New Zealand"," 1970","20.77 [20.36-21.2]","23.39 [22.83-23.96]","18.01 [17.55-18.51]","1 288 [1 264-1 316]","743 [726-762]","545 [531-560]"
"New Zealand"," 1969","21.19 [20.79-21.62]","23.9 [23.35-24.47]","18.34 [17.88-18.84]","1 315 [1 290-1 342]","760 [743-778]","555 [541-570]"
"New Zealand"," 1968","21.6 [21.19-22.02]","24.36 [23.79-24.93]","18.7 [18.22-19.19]","1 329 [1 303-1 354]","768 [750-785]","561 [547-575]"
"New Zealand"," 1967","22.03 [21.6-22.46]","24.84 [24.26-25.43]","19.07 [18.57-19.56]","1 336 [1 310-1 362]","772 [754-790]","564 [549-578]"
"New Zealand"," 1966","22.5 [22.05-22.95]","25.4 [24.77-26.01]","19.46 [18.94-19.97]","1 359 [1 332-1 387]","787 [768-806]","572 [557-587]"
"New Zealand"," 1965","23.08 [22.58-23.57]","26.05 [25.39-26.7]","19.97 [19.41-20.52]","1 418 [1 387-1 448]","821 [801-842]","597 [580-613]"
"New Zealand"," 1964","23.84 [23.32-24.33]","26.86 [26.19-27.51]","20.65 [20.09-21.22]","1 504 [1 471-1 535]","870 [849-891]","634 [617-652]"
"New Zealand"," 1963","24.74 [24.25-25.22]","27.84 [27.17-28.49]","21.49 [20.93-22.06]","1 582 [1 551-1 613]","913 [892-935]","669 [652-687]"
"New Zealand"," 1962","25.77 [25.3-26.25]","28.94 [28.3-29.6]","22.44 [21.88-23.03]","1 648 [1 618-1 679]","949 [929-971]","699 [681-717]"
"New Zealand"," 1961","26.85 [26.36-27.38]","30.1 [29.41-30.78]","23.46 [22.88-24.08]","1 693 [1 662-1 726]","973 [951-995]","720 [702-739]"
"New Zealand"," 1960","27.89 [27.33-28.5]","31.12 [30.38-31.89]","24.5 [23.87-25.17]","1 710 [1 676-1 748]","979 [956-1 004]","731 [713-752]"
"New Zealand"," 1959","28.75 [28.19-29.36]","32 [31.26-32.78]","25.35 [24.7-26.04]","1 715 [1 682-1 752]","979 [957-1 004]","736 [717-756]"
"New Zealand"," 1958","29.46 [28.92-30.02]","32.76 [32.04-33.5]","26 [25.37-26.65]","1 705 [1 674-1 737]","973 [952-995]","732 [714-751]"
"New Zealand"," 1957","30.07 [29.54-30.62]","33.42 [32.7-34.17]","26.54 [25.91-27.2]","1 695 [1 665-1 726]","968 [947-989]","727 [710-746]"
"New Zealand"," 1956","30.66 [30.1-31.21]","34.03 [33.26-34.79]","27.11 [26.46-27.78]","1 687 [1 656-1 717]","962 [941-984]","725 [708-743]"
"New Zealand"," 1955","31.32 [30.69-31.91]","34.81 [34-35.61]","27.64 [26.93-28.34]","1 677 [1 643-1 708]","958 [936-980]","719 [700-737]"
"New Zealand"," 1954","32.11 [31.51-32.71]","35.66 [34.86-36.46]","28.37 [27.66-29.09]","","",""
"New Zealand"," 1953","33 [32.39-33.61]","36.55 [35.74-37.4]","29.26 [28.53-30.01]","","",""
"New Zealand"," 1952","33.89 [33.24-34.57]","37.45 [36.58-38.36]","30.16 [29.38-30.97]","","",""
"New Zealand"," 1951","34.73 [33.98-35.52]","38.39 [37.4-39.41]","30.89 [30.01-31.8]","","",""
"New Zealand"," 1950","35.51 [34.43-36.64]","39.18 [37.83-40.54]","31.66 [30.52-32.89]","","",""
"New Zealand"," 1949","36.27 [34.55-38.01]","","","","",""
"Niue"," 2021","24.13 [10.34-57.37]","26.63 [11.41-63.53]","21.56 [9.13-51.5]","1 [0-2]","0 [0-1]","1 [0-1]"
"Niue"," 2020","24.96 [10.83-58.07]","27.43 [12-64.16]","22.25 [9.62-51.89]","1 [0-1]","0 [0-1]","1 [0-1]"
"Niue"," 2019","25.76 [11.46-58.38]","28.36 [12.65-64.46]","22.97 [10.15-52.21]","1 [0-1]","0 [0-1]","1 [0-1]"
"Niue"," 2018","26.59 [12.18-58.64]","29.28 [13.46-64.39]","23.66 [10.8-52.32]","1 [0-1]","0 [0-1]","1 [0-1]"
"Niue"," 2017","27.41 [12.91-58.66]","30.16 [14.32-64.98]","24.4 [11.45-52.68]","1 [0-2]","0 [0-1]","1 [0-1]"
"Niue"," 2016","28.23 [13.69-59.09]","30.96 [15.18-65.56]","25.15 [12.11-52.84]","1 [0-2]","0 [0-1]","1 [0-1]"
"Niue"," 2015","29.02 [14.47-59.4]","32.02 [16.02-65.46]","25.93 [12.72-53.09]","1 [0-2]","0 [0-1]","1 [0-1]"
"Niue"," 2014","29.99 [15.22-59.57]","32.99 [16.93-65.7]","26.79 [13.52-53.24]","1 [0-2]","0 [0-1]","1 [0-1]"
"Niue"," 2013","30.9 [16.12-60.17]","33.98 [17.9-65.92]","27.66 [14.32-53.59]","1 [0-2]","1 [0-1]","0 [0-1]"
"Niue"," 2012","31.88 [16.98-59.73]","35.02 [18.66-65.85]","28.47 [15.2-53.68]","1 [1-2]","1 [0-1]","0 [0-1]"
"Niue"," 2011","32.83 [17.94-59.63]","36.05 [19.7-65.42]","29.36 [16.01-53.29]","1 [1-2]","1 [0-1]","0 [0-1]"
"Niue"," 2010","33.68 [18.92-59.19]","36.96 [20.67-65.13]","30.1 [16.83-52.96]","1 [1-2]","1 [0-1]","0 [0-1]"
"Niue"," 2009","34.37 [19.89-58.85]","37.79 [21.79-64.69]","30.75 [17.63-52.74]","1 [1-2]","1 [0-1]","0 [0-1]"
"Niue"," 2008","35.06 [20.81-58.46]","38.41 [22.82-64.02]","31.4 [18.46-52.34]","1 [1-2]","1 [0-1]","0 [0-1]"
"Niue"," 2007","35.55 [21.78-57.64]","38.95 [23.85-63.52]","31.95 [19.39-51.89]","1 [1-2]","1 [0-1]","0 [0-1]"
"Niue"," 2006","35.81 [22.63-56.63]","39.24 [24.89-62.32]","32.18 [20.2-51.05]","1 [1-2]","1 [0-1]","0 [0-1]"
"Niue"," 2005","35.88 [23.52-54.95]","39.34 [25.7-60.54]","32.17 [20.92-49.69]","1 [1-2]","1 [0-1]","0 [0-1]"
"Niue"," 2004","35.47 [24.09-52.84]","38.96 [26.42-58.06]","31.92 [21.5-47.67]","1 [1-2]","1 [0-1]","0 [0-1]"
"Niue"," 2003","34.91 [24.52-50.2]","38.35 [26.85-55.18]","31.28 [21.81-45.15]","1 [1-2]","1 [0-1]","0 [0-1]"
"Niue"," 2002","34.15 [24.73-47.47]","37.44 [27.1-52.28]","30.49 [21.99-42.81]","1 [1-2]","1 [1-1]","0 [0-1]"
"Niue"," 2001","33.24 [24.85-44.84]","36.52 [27.21-49.41]","29.73 [22.04-40.48]","1 [1-2]","1 [1-1]","0 [0-1]"
"Niue"," 2000","32.31 [24.72-42.58]","35.57 [27.12-47.06]","28.93 [22.02-38.33]","1 [1-2]","1 [1-1]","0 [0-1]"
"Niue"," 1999","31.39 [24.43-40.6]","34.56 [26.9-44.97]","28.06 [21.7-36.45]","1 [1-2]","1 [1-1]","0 [0-1]"
"Niue"," 1998","30.51 [24.06-38.62]","33.59 [26.46-42.7]","27.24 [21.32-34.79]","1 [1-2]","1 [1-1]","0 [0-1]"
"Niue"," 1997","29.59 [23.7-36.98]","32.59 [25.96-40.78]","26.4 [20.94-33.27]","1 [1-2]","1 [1-1]","0 [0-1]"
"Niue"," 1996","28.71 [23.25-35.32]","31.59 [25.47-39.1]","25.6 [20.62-31.77]","1 [1-2]","1 [1-1]","0 [0-1]"
"Niue"," 1995","27.84 [22.78-33.8]","30.64 [24.97-37.51]","24.85 [20.2-30.47]","1 [1-2]","1 [1-1]","0 [0-1]"
"Niue"," 1994","27.04 [22.32-32.57]","29.81 [24.46-36.07]","24.14 [19.74-29.24]","1 [1-2]","1 [1-1]","0 [0-1]"
"Niue"," 1993","26.39 [21.92-31.41]","29.06 [24.05-34.89]","23.54 [19.37-28.26]","2 [1-2]","1 [1-1]","1 [1-1]"
"Niue"," 1992","25.84 [21.58-30.6]","28.48 [23.67-33.83]","23.02 [19.03-27.5]","2 [1-2]","1 [1-1]","1 [1-1]"
"Niue"," 1991","25.37 [21.3-29.93]","27.95 [23.45-33.17]","22.6 [18.79-27]","2 [1-2]","1 [1-1]","1 [1-1]"
"Niue"," 1990","25 [21.08-29.46]","27.56 [23.2-32.64]","22.27 [18.53-26.54]","2 [1-2]","1 [1-1]","1 [1-1]"
"Niue"," 1989","24.71 [20.82-29.09]","27.21 [22.93-32.29]","22 [18.3-26.25]","2 [1-2]","1 [1-1]","1 [1-1]"
"Niue"," 1988","24.45 [20.62-28.87]","26.94 [22.64-32.01]","21.79 [18.15-26.01]","2 [1-2]","1 [1-1]","1 [1-1]"
"Niue"," 1987","24.26 [20.43-28.66]","26.71 [22.44-31.81]","21.59 [17.98-25.93]","2 [1-2]","1 [1-1]","1 [1-1]"
"Niue"," 1986","24.14 [20.26-28.63]","26.59 [22.26-31.68]","21.5 [17.91-25.82]","2 [2-2]","1 [1-1]","1 [1-1]"
"Niue"," 1985","24.12 [20.2-28.69]","26.58 [22.23-31.7]","21.5 [17.87-25.84]","2 [2-3]","1 [1-1]","1 [1-1]"
"Niue"," 1984","24.3 [20.33-29.02]","26.8 [22.34-32.1]","21.68 [17.96-26.12]","2 [2-3]","1 [1-2]","1 [1-1]"
"Niue"," 1983","24.7 [20.65-29.54]","27.21 [22.62-32.73]","22.04 [18.24-26.56]","2 [2-3]","1 [1-2]","1 [1-1]"
"Niue"," 1982","25.37 [21.13-30.37]","27.95 [23.18-33.72]","22.63 [18.7-27.28]","3 [2-3]","2 [1-2]","1 [1-1]"
"Niue"," 1981","26.34 [21.83-31.59]","29 [23.96-35.07]","23.5 [19.24-28.43]","3 [2-4]","2 [1-2]","1 [1-2]"
"Niue"," 1980","27.61 [22.8-33.34]","30.4 [24.98-36.96]","24.64 [20.1-30.01]","3 [3-4]","2 [2-2]","1 [1-2]"
"Niue"," 1979","29.28 [23.96-35.63]","32.21 [26.32-39.41]","26.13 [21.16-32.1]","4 [3-4]","2 [2-2]","2 [1-2]"
"Niue"," 1978","31.3 [25.38-38.38]","34.47 [27.83-42.35]","27.95 [22.48-34.62]","4 [3-5]","2 [2-3]","2 [1-2]"
"Niue"," 1977","33.71 [27.08-41.61]","37.05 [29.64-45.85]","30.18 [24.06-37.64]","4 [4-6]","2 [2-3]","2 [2-2]"
"Niue"," 1976","36.5 [29.13-45.36]","40.04 [31.77-49.86]","32.76 [25.99-41.1]","5 [4-7]","3 [2-4]","2 [2-3]"
"Niue"," 1975","39.63 [31.4-49.59]","43.34 [34.17-54.38]","35.62 [28.14-44.97]","6 [5-8]","3 [3-4]","3 [2-3]"
"Niue"," 1974","42.89 [33.93-54.03]","46.85 [36.74-59.14]","38.73 [30.48-49.11]","7 [6-9]","4 [3-5]","3 [2-4]"
"Niue"," 1973","46.29 [36.35-58.75]","50.44 [39.43-64.17]","41.93 [32.85-53.54]","8 [6-11]","4 [4-6]","4 [3-5]"
"Niue"," 1972","49.9 [38.97-63.54]","54.24 [42.32-69.15]","45.27 [35.29-58.15]","9 [7-12]","5 [4-7]","4 [3-5]"
"Niue"," 1971","53.57 [41.76-68.47]","58.14 [45.09-74.45]","48.79 [37.78-62.96]","11 [8-14]","6 [5-8]","5 [4-6]"
"Niue"," 1970","57.37 [44.47-73.85]","62.17 [47.84-79.91]","52.47 [40.27-68.05]","12 [9-15]","7 [5-9]","5 [4-7]"
"Niue"," 1969","61.28 [47.15-79.45]","66.17 [50.56-85.76]","56.18 [42.86-73.36]","13 [10-17]","7 [6-10]","6 [4-8]"
"Niue"," 1968","65.28 [49.84-85.1]","70.41 [53.36-91.86]","59.98 [45.51-78.65]","15 [11-19]","9 [6-11]","6 [5-8]"
"Niue"," 1967","69.33 [52.64-90.72]","74.53 [56.38-97.78]","63.83 [48.04-84.06]","16 [12-20]","9 [7-11]","7 [5-9]"
"Niue"," 1966","73.42 [55.54-96.47]","78.64 [59.45-103.81]","67.74 [50.79-89.45]","17 [13-22]","10 [7-12]","7 [6-10]"
"Niue"," 1965","77.55 [58.53-101.94]","82.86 [62.64-109.71]","71.87 [53.83-95.07]","17 [13-23]","9 [7-13]","8 [6-10]"
"Niue"," 1964","81.66 [61.94-107.45]","87.13 [65.89-115.29]","75.94 [57.1-100.28]","18 [14-24]","10 [8-13]","8 [6-11]"
"Niue"," 1963","85.96 [65.27-112.9]","91.38 [69.44-120.85]","80.05 [60.39-105.38]","19 [15-25]","10 [8-14]","9 [7-11]"
"Niue"," 1962","90.13 [68.67-118.04]","95.79 [72.84-126.11]","84.09 [63.73-110.27]","20 [15-26]","11 [8-14]","9 [7-12]"
"Niue"," 1961","94.33 [72.29-122.52]","100.1 [76.83-130.89]","88.22 [67.1-114.6]","21 [16-27]","11 [9-15]","10 [7-12]"
"Niue"," 1960","98.5 [75.99-126.49]","104.37 [80.61-134.9]","92.27 [70.8-118.86]","22 [17-29]","12 [9-16]","10 [8-13]"
"Niue"," 1959","102.53 [79.9-130.35]","108.53 [84.66-139.07]","96.13 [74.4-122.83]","23 [18-29]","13 [10-16]","10 [8-13]"
"Niue"," 1958","106.57 [84.06-134.12]","112.61 [89.03-142.54]","99.78 [78.5-126.24]","24 [19-30]","13 [10-17]","11 [9-14]"
"Niue"," 1957","110.32 [88.28-137.12]","116.55 [93.26-145.59]","103.57 [82.29-129.27]","25 [20-31]","14 [11-17]","11 [9-14]"
"Niue"," 1956","114.06 [92.34-139.62]","120.27 [97.66-148]","107.09 [86.55-131.59]","25 [21-31]","14 [11-17]","11 [9-14]"
"Niue"," 1955","117.62 [96.67-141.56]","123.92 [101.95-151.02]","110.69 [90.38-133.96]","26 [21-31]","14 [12-17]","12 [10-14]"
"Niue"," 1954","120.93 [100.87-144.09]","127.53 [106.06-153.37]","113.91 [94.35-136.65]","","",""
"Niue"," 1953","124.11 [104.88-146.39]","130.84 [109.87-155.43]","117.04 [97.91-139.2]","","",""
"Niue"," 1952","127.24 [108.44-149.11]","134.03 [113.45-158.29]","120.15 [101.42-141.75]","","",""
"Niue"," 1951","130.27 [111.42-152.04]","137.11 [116.42-160.88]","123 [104.1-144.97]","","",""
"Niue"," 1950","132.89 [113.62-155.48]","139.83 [118.68-164.34]","125.74 [106.47-148.05]","","",""
"Niue"," 1949","135.57 [114.79-159.61]","","","","",""
"Niue"," 1948","137.84 [115.7-164.55]","","","","",""
"Niue"," 1947","139.88 [114.93-171.2]","","","","",""
"Niue"," 1946","142.13 [113.6-178.92]","","","","",""
"Niue"," 1945","144.17 [111.36-187.58]","","","","",""
"Niue"," 1944","145.88 [108.52-198.38]","","","","",""
"Niue"," 1943","147.79 [105.64-208.82]","","","","",""
"Palau"," 2021","16.25 [7.76-34.45]","17.97 [8.54-38.2]","14.44 [6.89-30.81]","4 [2-9]","2 [1-5]","2 [1-4]"
"Palau"," 2020","16.81 [8.26-34.74]","18.6 [9.06-38.36]","14.91 [7.32-30.88]","5 [2-10]","3 [1-5]","2 [1-4]"
"Palau"," 2019","17.37 [8.76-34.8]","19.2 [9.61-38.48]","15.39 [7.79-30.87]","5 [2-10]","3 [1-5]","2 [1-4]"
"Palau"," 2018","17.92 [9.29-34.83]","19.84 [10.21-38.74]","15.88 [8.23-30.83]","5 [2-9]","3 [1-5]","2 [1-4]"
"Palau"," 2017","18.52 [9.83-34.74]","20.51 [10.86-38.67]","16.41 [8.71-30.85]","4 [2-8]","2 [1-5]","2 [1-4]"
"Palau"," 2016","19.13 [10.48-34.88]","21.17 [11.55-38.7]","16.95 [9.25-30.82]","5 [3-8]","3 [1-5]","2 [1-4]"
"Palau"," 2015","19.74 [11.08-35]","21.85 [12.3-38.81]","17.54 [9.85-31.09]","5 [3-9]","3 [2-5]","2 [1-4]"
"Palau"," 2014","20.43 [11.82-35.22]","22.58 [13.06-38.98]","18.13 [10.46-31.33]","5 [3-9]","3 [2-5]","2 [1-4]"
"Palau"," 2013","21.12 [12.66-35.23]","23.27 [14-39.21]","18.74 [11.12-31.33]","5 [3-9]","3 [2-5]","2 [1-4]"
"Palau"," 2012","21.79 [13.5-35.27]","24.06 [14.89-39.02]","19.36 [11.89-31.47]","6 [4-9]","4 [2-5]","2 [1-4]"
"Palau"," 2011","22.43 [14.33-35]","24.78 [15.78-38.83]","19.93 [12.64-31.3]","6 [4-9]","4 [2-5]","2 [2-4]"
"Palau"," 2010","23.08 [15.2-34.87]","25.5 [16.75-38.7]","20.52 [13.38-31.23]","6 [4-9]","3 [2-5]","3 [2-4]"
"Palau"," 2009","23.67 [16.12-34.85]","26.22 [17.81-38.59]","21.03 [14.17-31.19]","6 [4-9]","3 [2-5]","3 [2-4]"
"Palau"," 2008","24.33 [17.07-34.63]","26.92 [18.8-38.5]","21.61 [15.02-30.91]","7 [5-9]","4 [3-5]","3 [2-4]"
"Palau"," 2007","24.93 [18.08-34.39]","27.59 [19.84-38.12]","22.17 [15.95-30.72]","7 [5-9]","4 [3-5]","3 [2-4]"
"Palau"," 2006","25.42 [19.07-33.86]","28.14 [20.9-37.56]","22.65 [16.85-30.26]","7 [5-9]","4 [3-5]","3 [2-4]"
"Palau"," 2005","25.94 [20.06-33.31]","28.67 [21.99-36.98]","23.06 [17.7-29.83]","7 [6-9]","4 [3-5]","3 [2-4]"
"Palau"," 2004","26.44 [21.05-32.93]","29.21 [23.07-36.58]","23.48 [18.57-29.52]","7 [6-9]","4 [3-5]","3 [2-4]"
"Palau"," 2003","26.9 [21.96-32.69]","29.74 [24.11-36.46]","23.91 [19.38-29.39]","7 [6-9]","4 [3-5]","3 [3-4]"
"Palau"," 2002","27.41 [22.76-32.71]","30.25 [25-36.41]","24.34 [20.09-29.38]","8 [6-9]","5 [4-5]","3 [3-4]"
"Palau"," 2001","27.91 [23.55-32.93]","30.8 [25.81-36.57]","24.78 [20.75-29.61]","8 [6-9]","5 [4-5]","3 [3-4]"
"Palau"," 2000","28.47 [24.23-33.29]","31.42 [26.62-37.01]","25.29 [21.31-30.02]","8 [7-9]","5 [4-5]","3 [3-4]"
"Palau"," 1999","29.05 [24.92-33.8]","32.11 [27.35-37.6]","25.83 [21.94-30.47]","8 [7-10]","4 [4-6]","4 [3-4]"
"Palau"," 1998","29.73 [25.65-34.36]","32.83 [28.1-38.18]","26.42 [22.54-30.96]","9 [8-11]","5 [4-6]","4 [3-5]"
"Palau"," 1997","30.41 [26.33-34.99]","33.57 [28.82-38.99]","27.07 [23.2-31.62]","10 [9-12]","6 [5-7]","4 [4-5]"
"Palau"," 1996","31.15 [27-35.87]","34.4 [29.58-39.8]","27.72 [23.82-32.31]","11 [9-12]","6 [5-7]","5 [4-5]"
"Palau"," 1995","31.93 [27.73-36.67]","35.23 [30.38-40.77]","28.4 [24.41-33.04]","11 [10-13]","6 [6-8]","5 [4-6]"
"Palau"," 1994","32.68 [28.43-37.52]","36.06 [31.11-41.64]","29.13 [25.04-33.79]","12 [10-13]","7 [6-8]","5 [4-6]"
"Palau"," 1993","33.42 [29.09-38.3]","36.88 [31.81-42.52]","29.76 [25.6-34.6]","12 [10-13]","7 [6-8]","5 [4-6]"
"Palau"," 1992","34.09 [29.61-39.17]","37.61 [32.42-43.4]","30.39 [26.13-35.35]","12 [10-13]","7 [6-8]","5 [4-6]"
"Palau"," 1991","34.7 [30.04-40]","38.31 [32.86-44.31]","30.91 [26.51-36.09]","12 [10-13]","7 [6-8]","5 [4-6]"
"Palau"," 1990","35.33 [30.32-40.82]","38.95 [33.29-45.35]","31.43 [26.8-36.83]","12 [10-13]","7 [6-8]","5 [4-6]"
"Palau"," 1989","35.9 [30.6-41.82]","39.52 [33.57-46.31]","32.03 [27.07-37.69]","","",""
"Palau"," 1988","36.47 [30.8-42.91]","40.09 [33.64-47.35]","32.6 [27.36-38.79]","","",""
"Palau"," 1987","37.14 [31.02-44.11]","40.79 [33.9-48.69]","33.21 [27.59-39.92]","","",""
"Palau"," 1986","37.87 [31.28-45.57]","41.48 [34.09-50.16]","33.93 [27.79-41.23]","","",""
"Palau"," 1985","38.71 [31.65-47.25]","42.41 [34.47-51.97]","34.75 [28.12-42.66]","","",""
"Palau"," 1984","39.75 [32.03-49.09]","","","","",""
"Palau"," 1983","40.95 [32.57-51.04]","","","","",""
"Palau"," 1982","42.36 [33.4-53.42]","","","","",""
"Palau"," 1981","44.03 [34.49-55.9]","","","","",""
"Palau"," 1980","45.93 [35.79-58.64]","","","","",""
"Palau"," 1979","48.16 [37.28-61.89]","","","","",""
"Palau"," 1978","50.71 [39.11-65.31]","","","","",""
"Palau"," 1977","53.63 [41.17-69.28]","","","","",""
"Palau"," 1976","57.05 [43.6-74.03]","","","","",""
"Palau"," 1975","60.79 [46.43-79.3]","","","","",""
"Palau"," 1974","64.64 [49.31-84.69]","","","","",""
"Palau"," 1973","68.72 [52.07-90.32]","","","","",""
"Palau"," 1972","72.96 [54.77-96.3]","","","","",""
"Palau"," 1971","76.83 [56.94-102.49]","","","","",""
"Palau"," 1970","80.55 [58.32-108.95]","","","","",""
"Palau"," 1969","84.07 [59.17-115.92]","","","","",""
"Palau"," 1968","87.39 [58.83-123.6]","","","","",""
"Palau"," 1967","90.31 [57.77-132.14]","","","","",""
"Palau"," 1966","93.12 [56.27-141.86]","","","","",""
"Palau"," 1965","96.45 [54.24-153.3]","","","","",""
"Papua New Guinea"," 2021","42.81 [28.84-62.9]","46.24 [31.03-67.92]","39.25 [26.43-57.97]","10 765 [7 261-15 790]","6 018 [4 051-8 839]","4 747 [3 206-7 012]"
"Papua New Guinea"," 2020","44.17 [30.77-63.13]","47.66 [33.04-67.8]","40.49 [28.19-58.11]","11 048 [7 708-15 769]","6 174 [4 291-8 782]","4 874 [3 401-6 992]"
"Papua New Guinea"," 2019","45.52 [32.76-63.15]","49.03 [35.14-67.9]","41.79 [29.96-58.18]","11 306 [8 146-15 663]","6 309 [4 530-8 729]","4 997 [3 587-6 951]"
"Papua New Guinea"," 2018","46.89 [34.69-62.99]","50.46 [37.27-67.75]","43.14 [31.87-58.11]","11 560 [8 563-15 507]","6 443 [4 771-8 648]","5 117 [3 789-6 891]"
"Papua New Guinea"," 2017","48.31 [36.67-63.05]","51.87 [39.44-67.86]","44.51 [33.76-58.43]","11 812 [8 977-15 398]","6 573 [5 005-8 590]","5 239 [3 979-6 871]"
"Papua New Guinea"," 2016","49.74 [38.84-63.44]","53.32 [41.58-68.24]","45.93 [35.79-58.77]","12 065 [9 431-15 368]","6 702 [5 233-8 569]","5 363 [4 186-6 859]"
"Papua New Guinea"," 2015","51.09 [41.01-64.06]","54.78 [43.72-68.86]","47.23 [37.66-59.37]","12 284 [9 872-15 386]","6 822 [5 457-8 573]","5 462 [4 365-6 867]"
