"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Papua New Guinea"," 2014","52.47 [42.82-64.81]","56.15 [45.69-69.58]","48.65 [39.49-60.31]","12 483 [10 200-15 398]","6 917 [5 643-8 572]","5 566 [4 527-6 900]"
"Papua New Guinea"," 2013","53.84 [44.65-65.67]","57.57 [47.62-70.38]","49.93 [41.16-61.2]","12 648 [10 500-15 401]","7 006 [5 807-8 564]","5 642 [4 659-6 912]"
"Papua New Guinea"," 2012","55.19 [46.37-66.53]","58.98 [49.4-71.08]","51.31 [42.93-62.13]","12 793 [10 759-15 397]","7 077 [5 944-8 532]","5 716 [4 795-6 923]"
"Papua New Guinea"," 2011","56.59 [48.03-67.43]","60.38 [51.13-72.09]","52.63 [44.49-63.06]","12 921 [10 979-15 375]","7 141 [6 060-8 522]","5 780 [4 894-6 922]"
"Papua New Guinea"," 2010","57.98 [49.67-68.41]","61.72 [52.76-72.9]","54.03 [46.02-63.98]","13 006 [11 153-15 326]","7 175 [6 144-8 469]","5 831 [4 973-6 897]"
"Papua New Guinea"," 2009","59.42 [51.28-69.39]","63.18 [54.43-73.86]","55.45 [47.52-65.02]","13 092 [11 312-15 271]","7 215 [6 225-8 431]","5 877 [5 044-6 886]"
"Papua New Guinea"," 2008","60.85 [52.91-70.45]","64.59 [55.91-74.99]","56.88 [49.02-66.3]","13 172 [11 465-15 230]","7 249 [6 285-8 409]","5 923 [5 111-6 899]"
"Papua New Guinea"," 2007","62.28 [54.5-71.58]","66.13 [57.49-76.26]","58.2 [50.5-67.43]","13 234 [11 593-15 195]","7 285 [6 343-8 396]","5 949 [5 172-6 887]"
"Papua New Guinea"," 2006","63.65 [55.91-72.79]","67.43 [58.91-77.42]","59.57 [51.98-68.63]","13 278 [11 677-15 162]","7 297 [6 383-8 368]","5 981 [5 225-6 880]"
"Papua New Guinea"," 2005","64.98 [57.34-74]","68.8 [60.43-78.63]","60.92 [53.38-69.83]","13 286 [11 737-15 110]","7 295 [6 415-8 327]","5 991 [5 256-6 860]"
"Papua New Guinea"," 2004","66.3 [58.75-75.11]","70.14 [61.88-79.77]","62.18 [54.69-70.94]","13 279 [11 779-15 027]","7 286 [6 437-8 276]","5 993 [5 277-6 830]"
"Papua New Guinea"," 2003","67.56 [60.1-76.17]","71.41 [63.29-80.95]","63.45 [56.13-71.94]","13 227 [11 784-14 894]","7 250 [6 434-8 211]","5 977 [5 294-6 769]"
"Papua New Guinea"," 2002","68.75 [61.44-77.27]","72.62 [64.57-81.91]","64.65 [57.5-73.04]","13 110 [11 732-14 716]","7 179 [6 395-8 092]","5 931 [5 283-6 695]"
"Papua New Guinea"," 2001","69.96 [62.8-78.3]","73.83 [65.89-83]","65.84 [58.79-74.05]","12 978 [11 665-14 509]","7 101 [6 348-7 976]","5 877 [5 255-6 605]"
"Papua New Guinea"," 2000","71.14 [64.05-79.3]","74.98 [67.19-84.22]","67 [59.96-75.13]","12 835 [11 574-14 288]","7 016 [6 295-7 869]","5 819 [5 212-6 517]"
"Papua New Guinea"," 1999","72.33 [65.34-80.37]","76.22 [68.51-85.29]","68.15 [61.14-76.24]","12 675 [11 466-14 064]","6 925 [6 231-7 739]","5 750 [5 165-6 424]"
"Papua New Guinea"," 1998","73.55 [66.61-81.51]","77.44 [69.77-86.35]","69.43 [62.47-77.41]","12 497 [11 332-13 833]","6 820 [6 154-7 598]","5 677 [5 115-6 324]"
"Papua New Guinea"," 1997","74.8 [67.92-82.61]","78.74 [71.12-87.6]","70.63 [63.65-78.65]","12 320 [11 199-13 593]","6 721 [6 080-7 471]","5 599 [5 055-6 231]"
"Papua New Guinea"," 1996","76.06 [69.12-83.87]","80.03 [72.33-88.77]","71.91 [64.87-79.84]","12 144 [11 050-13 378]","6 619 [5 993-7 341]","5 525 [4 993-6 133]"
"Papua New Guinea"," 1995","77.41 [70.45-85.24]","81.43 [73.56-90.13]","73.19 [66.11-81.06]","12 015 [10 947-13 216]","6 547 [5 926-7 245]","5 468 [4 948-6 052]"
"Papua New Guinea"," 1994","78.77 [71.71-86.64]","82.81 [74.9-91.53]","74.56 [67.31-82.4]","11 914 [10 859-13 089]","6 488 [5 878-7 170]","5 426 [4 907-5 996]"
"Papua New Guinea"," 1993","80.26 [72.96-88.09]","84.31 [76.25-93.11]","75.95 [68.62-83.84]","11 810 [10 748-12 949]","6 429 [5 823-7 094]","5 381 [4 869-5 938]"
"Papua New Guinea"," 1992","81.76 [74.35-89.62]","85.82 [77.59-94.8]","77.43 [69.92-85.42]","11 714 [10 661-12 827]","6 371 [5 768-7 029]","5 343 [4 831-5 892]"
"Papua New Guinea"," 1991","83.29 [75.76-91.4]","87.47 [79.12-96.52]","78.9 [71.29-87.09]","11 684 [10 640-12 810]","6 354 [5 758-7 008]","5 330 [4 823-5 880]"
"Papua New Guinea"," 1990","84.9 [77.21-93.2]","89.07 [80.53-98.26]","80.48 [72.74-88.87]","11 700 [10 652-12 829]","6 358 [5 758-7 012]","5 342 [4 833-5 896]"
"Papua New Guinea"," 1989","86.53 [78.7-95.16]","90.8 [82.08-100.16]","82.09 [74.17-90.64]","11 707 [10 659-12 857]","6 361 [5 760-7 014]","5 346 [4 840-5 901]"
"Papua New Guinea"," 1988","88.23 [80.09-97]","92.56 [83.58-102.23]","83.71 [75.55-92.53]","11 705 [10 636-12 853]","6 359 [5 753-7 019]","5 346 [4 834-5 908]"
"Papua New Guinea"," 1987","89.97 [81.54-98.97]","94.38 [85.08-104.21]","85.43 [76.94-94.57]","11 696 [10 614-12 850]","6 351 [5 738-7 013]","5 345 [4 824-5 916]"
"Papua New Guinea"," 1986","91.82 [82.96-101.06]","96.26 [86.6-106.46]","87.17 [78.32-96.65]","11 691 [10 578-12 850]","6 347 [5 721-7 013]","5 344 [4 809-5 923]"
"Papua New Guinea"," 1985","93.76 [84.5-103.3]","98.22 [88.16-108.77]","89.04 [79.81-98.83]","11 692 [10 553-12 866]","6 345 [5 706-7 021]","5 347 [4 801-5 931]"
"Papua New Guinea"," 1984","95.79 [86.13-105.77]","100.4 [89.69-111.39]","90.97 [81.25-101.12]","11 703 [10 536-12 906]","6 352 [5 686-7 041]","5 351 [4 790-5 946]"
"Papua New Guinea"," 1983","98.03 [87.93-108.35]","102.64 [91.38-114.03]","93.11 [83.13-103.56]","11 734 [10 537-12 959]","6 364 [5 677-7 061]","5 370 [4 800-5 964]"
"Papua New Guinea"," 1982","100.41 [89.82-111.1]","105.1 [93.42-117]","95.43 [84.97-106.28]","11 798 [10 568-13 041]","6 396 [5 696-7 112]","5 402 [4 818-6 012]"
"Papua New Guinea"," 1981","102.93 [91.89-114.02]","107.61 [95.42-119.95]","97.85 [86.84-109.18]","11 927 [10 663-13 198]","6 461 [5 734-7 190]","5 466 [4 855-6 091]"
"Papua New Guinea"," 1980","105.55 [93.99-117.04]","110.38 [97.8-122.98]","100.48 [89.01-112.14]","12 112 [10 797-13 416]","6 557 [5 821-7 301]","5 555 [4 928-6 195]"
"Papua New Guinea"," 1979","108.4 [96.4-120.34]","113.37 [100.25-126.5]","103.21 [91.22-115.27]","12 363 [11 007-13 709]","6 693 [5 928-7 460]","5 670 [5 021-6 331]"
"Papua New Guinea"," 1978","111.43 [99.01-123.78]","116.41 [102.95-129.98]","106.07 [93.71-118.67]","12 645 [11 252-14 032]","6 842 [6 058-7 630]","5 803 [5 131-6 483]"
"Papua New Guinea"," 1977","114.68 [101.82-127.35]","119.66 [105.82-133.72]","109.23 [96.38-122.13]","12 944 [11 507-14 361]","6 998 [6 194-7 806]","5 946 [5 250-6 638]"
"Papua New Guinea"," 1976","118.04 [104.63-131.06]","123.24 [108.77-137.6]","112.56 [99.14-125.8]","13 242 [11 752-14 684]","7 157 [6 330-7 984]","6 085 [5 369-6 793]"
"Papua New Guinea"," 1975","121.65 [107.76-135.07]","126.94 [111.98-141.68]","116.06 [102.11-129.82]","13 561 [12 026-15 042]","7 327 [6 475-8 171]","6 234 [5 492-6 965]"
"Papua New Guinea"," 1974","125.53 [111.31-139.28]","130.8 [115.43-146.19]","119.81 [105.46-134.1]","13 907 [12 347-15 414]","7 508 [6 634-8 378]","6 399 [5 638-7 151]"
"Papua New Guinea"," 1973","129.48 [115.18-143.82]","134.96 [119.22-150.87]","123.7 [109.19-138.5]","14 236 [12 674-15 791]","7 684 [6 800-8 576]","6 552 [5 792-7 330]"
"Papua New Guinea"," 1972","133.76 [119.09-148.66]","139.38 [123.08-155.75]","127.87 [113.12-143.1]","14 534 [12 961-16 123]","7 843 [6 940-8 754]","6 691 [5 930-7 481]"
"Papua New Guinea"," 1971","138.15 [123.02-153.73]","143.87 [127.22-160.87]","132.07 [117.1-148.21]","14 771 [13 174-16 417]","7 968 [7 059-8 899]","6 803 [6 043-7 619]"
"Papua New Guinea"," 1970","142.77 [127.49-158.98]","148.57 [131.72-166.3]","136.65 [121.16-153.17]","14 994 [13 405-16 664]","8 081 [7 180-9 032]","6 913 [6 141-7 738]"
"Papua New Guinea"," 1969","147.65 [132.05-164.57]","153.52 [136.5-172.08]","141.39 [125.56-158.75]","15 204 [13 616-16 915]","8 190 [7 294-9 165]","7 014 [6 238-7 862]"
"Papua New Guinea"," 1968","152.62 [136.9-170.28]","158.7 [141.32-178]","146.28 [130.22-164.3]","15 393 [13 828-17 148]","8 288 [7 396-9 287]","7 105 [6 336-7 974]"
"Papua New Guinea"," 1967","157.86 [141.92-176.03]","163.94 [146.24-184.05]","151.38 [135.03-170.07]","15 594 [14 038-17 368]","8 390 [7 492-9 405]","7 204 [6 435-8 078]"
"Papua New Guinea"," 1966","163.21 [147.17-182.02]","169.43 [151.46-190.14]","156.54 [140.1-175.82]","15 778 [14 241-17 561]","8 486 [7 598-9 502]","7 292 [6 532-8 177]"
"Papua New Guinea"," 1965","168.64 [152.5-187.84]","175.03 [156.87-196.34]","161.82 [145.39-181.67]","15 950 [14 438-17 746]","8 575 [7 698-9 606]","7 375 [6 634-8 265]"
"Papua New Guinea"," 1964","174.25 [157.88-193.91]","180.8 [162.36-202.27]","167.27 [150.51-187.81]","16 128 [14 628-17 914]","8 669 [7 795-9 686]","7 459 [6 723-8 361]"
"Papua New Guinea"," 1963","179.94 [163.42-199.81]","186.57 [167.82-208.62]","173 [155.62-193.97]","16 304 [14 827-18 074]","8 754 [7 889-9 777]","7 550 [6 807-8 460]"
"Papua New Guinea"," 1962","185.75 [168.86-206]","192.36 [173.49-214.91]","178.85 [160.91-199.83]","16 472 [14 997-18 238]","8 833 [7 984-9 865]","7 639 [6 886-8 526]"
"Papua New Guinea"," 1961","191.68 [174.46-212.2]","198.32 [179.1-221.35]","184.65 [166.42-205.85]","16 621 [15 148-18 369]","8 906 [8 057-9 928]","7 715 [6 964-8 593]"
"Papua New Guinea"," 1960","197.68 [179.69-218.57]","204.55 [184.54-227.88]","190.37 [171.75-212.29]","16 778 [15 284-18 517]","8 991 [8 128-9 996]","7 787 [7 040-8 670]"
"Papua New Guinea"," 1959","203.96 [185.37-225.06]","211.13 [190.12-234.46]","196.5 [177.07-218.81]","16 961 [15 442-18 684]","9 089 [8 204-10 075]","7 872 [7 110-8 761]"
"Papua New Guinea"," 1958","210.26 [190.86-232.16]","217.44 [195.66-241.62]","202.6 [182.36-225.47]","17 137 [15 594-18 883]","9 178 [8 282-10 170]","7 959 [7 179-8 843]"
"Papua New Guinea"," 1957","216.6 [195.68-239.55]","223.99 [201.28-249.36]","208.82 [187-233.25]","17 260 [15 641-19 047]","9 242 [8 332-10 259]","8 018 [7 200-8 939]"
"Papua New Guinea"," 1956","223.11 [200.72-248.11]","230.68 [205.97-257.83]","215.04 [191.42-241.1]","17 370 [15 671-19 231]","9 301 [8 332-10 365]","8 069 [7 203-9 022]"
"Papua New Guinea"," 1955","229.6 [205.26-257.33]","237.43 [210.91-267.13]","221.37 [195.96-250.25]","17 438 [15 641-19 465]","9 337 [8 327-10 459]","8 101 [7 201-9 118]"
"Papua New Guinea"," 1954","236.42 [209.18-267.49]","244.33 [215.09-277.72]","227.8 [199.85-260.01]","","",""
"Papua New Guinea"," 1953","243.38 [212.74-278.62]","251.64 [218.98-288.9]","234.35 [203.76-270.58]","","",""
"Papua New Guinea"," 1952","250.56 [216.34-290.34]","258.92 [222.85-301.67]","241.39 [207.19-281.53]","","",""
"Papua New Guinea"," 1951","257.9 [219.2-303.07]","266.46 [225.62-314.56]","248.61 [210.12-293.82]","","",""
"Papua New Guinea"," 1950","265.33 [221.26-317.86]","274.1 [228.7-329.44]","255.92 [212.09-308.21]","","",""
"Papua New Guinea"," 1949","273.04 [223.21-333.34]","","","","",""
"Papua New Guinea"," 1948","280.96 [225.35-350.38]","","","","",""
"Philippines"," 2021","25.74 [18.19-36.46]","28.33 [19.93-40.15]","23.02 [16.14-32.73]","63 392 [44 814-89 743]","36 141 [25 464-51 238]","27 251 [19 146-38 775]"
"Philippines"," 2020","26.5 [19.36-36.25]","29.11 [21.21-39.94]","23.78 [17.28-32.53]","64 878 [47 413-88 670]","36 902 [26 948-50 667]","27 976 [20 359-38 281]"
"Philippines"," 2019","27.28 [20.58-36.06]","29.95 [22.56-39.62]","24.49 [18.39-32.46]","66 326 [50 052-87 630]","37 723 [28 470-49 968]","28 603 [21 522-37 949]"
"Philippines"," 2018","28.02 [21.84-35.9]","30.76 [23.95-39.49]","25.14 [19.44-32.32]","67 700 [52 773-86 688]","38 515 [30 026-49 482]","29 185 [22 608-37 560]"
"Philippines"," 2017","28.69 [23.02-35.66]","31.46 [25.23-39.24]","25.73 [20.53-32.14]","68 833 [55 243-85 528]","39 155 [31 425-48 857]","29 678 [23 695-37 090]"
"Philippines"," 2016","29.29 [24.11-35.47]","32.12 [26.47-38.95]","26.31 [21.51-32.01]","69 961 [57 609-84 738]","39 774 [32 824-48 301]","30 187 [24 716-36 770]"
"Philippines"," 2015","29.78 [25.16-35.28]","32.6 [27.49-38.66]","26.8 [22.51-31.86]","71 358 [60 295-84 555]","40 509 [34 211-48 084]","30 849 [25 945-36 712]"
"Philippines"," 2014","30.21 [26.07-35.05]","33.07 [28.49-38.41]","27.2 [23.37-31.69]","72 747 [62 782-84 375]","41 301 [35 632-48 020]","31 446 [27 055-36 662]"
"Philippines"," 2013","30.59 [26.89-34.88]","33.47 [29.35-38.24]","27.56 [24.09-31.53]","73 470 [64 606-83 764]","41 696 [36 615-47 693]","31 774 [27 813-36 391]"
"Philippines"," 2012","31 [27.6-34.84]","33.9 [30.11-38.2]","27.92 [24.71-31.56]","73 629 [65 546-82 757]","41 784 [37 154-47 121]","31 845 [28 207-36 023]"
"Philippines"," 2011","31.37 [28.22-34.85]","34.34 [30.76-38.29]","28.25 [25.3-31.65]","74 688 [67 181-82 969]","42 403 [38 041-47 339]","32 285 [28 951-36 207]"
"Philippines"," 2010","31.76 [28.78-35.04]","34.75 [31.36-38.48]","28.62 [25.78-31.81]","76 481 [69 330-84 367]","43 412 [39 246-48 118]","33 069 [29 847-36 795]"
"Philippines"," 2009","32.17 [29.32-35.41]","35.22 [31.91-38.83]","28.97 [26.25-32.11]","77 202 [70 401-84 946]","43 839 [39 796-48 394]","33 363 [30 283-37 019]"
"Philippines"," 2008","32.62 [29.81-35.75]","35.72 [32.49-39.25]","29.32 [26.67-32.4]","77 560 [70 880-84 963]","44 078 [40 130-48 444]","33 482 [30 476-36 999]"
"Philippines"," 2007","33.09 [30.37-36.15]","36.22 [33.05-39.73]","29.79 [27.17-32.79]","78 070 [71 663-85 241]","44 331 [40 508-48 656]","33 739 [30 815-37 171]"
"Philippines"," 2006","33.63 [30.91-36.65]","36.83 [33.67-40.29]","30.27 [27.7-33.19]","78 579 [72 229-85 596]","44 625 [40 850-48 866]","33 954 [31 111-37 276]"
"Philippines"," 2005","34.23 [31.51-37.22]","37.5 [34.4-40.96]","30.78 [28.21-33.64]","79 262 [72 993-86 168]","45 042 [41 372-49 241]","34 220 [31 406-37 449]"
"Philippines"," 2004","34.88 [32.16-37.82]","38.21 [35.1-41.61]","31.36 [28.81-34.22]","80 480 [74 216-87 226]","45 726 [42 061-49 822]","34 754 [31 963-37 945]"
"Philippines"," 2003","35.56 [32.86-38.5]","38.95 [35.84-42.37]","31.99 [29.39-34.82]","81 655 [75 492-88 353]","46 371 [42 737-50 465]","35 284 [32 461-38 425]"
"Philippines"," 2002","36.26 [33.57-39.18]","39.76 [36.69-43.1]","32.56 [29.97-35.39]","82 692 [76 593-89 319]","47 014 [43 443-50 985]","35 678 [32 881-38 814]"
"Philippines"," 2001","36.97 [34.28-39.86]","40.6 [37.51-43.96]","33.15 [30.54-35.97]","83 181 [77 158-89 636]","47 351 [43 814-51 312]","35 830 [33 058-38 916]"
"Philippines"," 2000","37.71 [35-40.62]","41.46 [38.37-44.82]","33.77 [31.16-36.55]","83 753 [77 782-90 201]","47 728 [44 251-51 651]","36 025 [33 298-39 041]"
"Philippines"," 1999","38.51 [35.76-41.42]","42.34 [39.18-45.72]","34.5 [31.88-37.32]","84 979 [78 938-91 384]","48 424 [44 894-52 346]","36 555 [33 843-39 589]"
"Philippines"," 1998","39.49 [36.68-42.44]","43.42 [40.19-46.84]","35.37 [32.66-38.19]","86 297 [80 202-92 711]","49 185 [45 609-53 131]","37 112 [34 331-40 127]"
"Philippines"," 1997","40.68 [37.78-43.65]","44.71 [41.44-48.2]","36.41 [33.63-39.21]","88 065 [81 829-94 480]","50 202 [46 590-54 140]","37 863 [35 027-40 810]"
"Philippines"," 1996","42.08 [39.16-45.15]","46.23 [42.88-49.75]","37.68 [34.83-40.6]","90 503 [84 256-97 061]","51 554 [47 884-55 512]","38 949 [36 045-41 989]"
"Philippines"," 1995","43.74 [40.71-46.87]","48.02 [44.55-51.69]","39.18 [36.28-42.28]","93 180 [86 761-99 795]","53 030 [49 257-57 088]","40 150 [37 216-43 343]"
"Philippines"," 1994","45.67 [42.5-48.95]","50.13 [46.52-53.94]","40.94 [37.91-44.17]","96 199 [89 553-103 068]","54 692 [50 805-58 863]","41 507 [38 480-44 799]"
"Philippines"," 1993","47.9 [44.63-51.37]","52.65 [48.88-56.61]","42.9 [39.77-46.31]","100 105 [93 323-107 315]","56 941 [52 961-61 259]","43 164 [40 073-46 626]"
"Philippines"," 1992","50.43 [47.11-54.05]","55.37 [51.59-59.5]","45.25 [42.01-48.77]","104 396 [97 558-111 840]","59 285 [55 322-63 747]","45 111 [41 953-48 648]"
"Philippines"," 1991","53.33 [49.86-57.11]","58.48 [54.51-62.79]","47.89 [44.55-51.55]","108 603 [101 589-116 218]","61 597 [57 512-66 141]","47 006 [43 782-50 615]"
"Philippines"," 1990","56.6 [52.89-60.63]","62.01 [57.85-66.56]","50.87 [47.31-54.72]","113 015 [105 666-121 006]","64 030 [59 799-68 739]","48 985 [45 611-52 688]"
"Philippines"," 1989","60.09 [56.08-64.39]","65.64 [61.2-70.58]","54.21 [50.39-58.42]","118 506 [110 638-126 889]","66 953 [62 494-71 981]","51 553 [47 969-55 539]"
"Philippines"," 1988","63.62 [59.26-68.38]","69.32 [64.5-74.76]","57.63 [53.46-62.19]","124 100 [115 648-133 258]","69 928 [65 157-75 406]","54 172 [50 316-58 477]"
"Philippines"," 1987","67 [62.34-72.14]","72.82 [67.63-78.65]","60.86 [56.36-65.78]","128 509 [119 590-138 314]","72 252 [67 179-78 028]","56 257 [52 154-60 825]"
"Philippines"," 1986","70.03 [65.09-75.44]","75.97 [70.43-82.09]","63.8 [59.05-69]","132 666 [123 348-142 842]","74 445 [69 106-80 471]","58 221 [53 947-63 005]"
"Philippines"," 1985","72.52 [67.41-78.09]","78.56 [72.81-84.79]","66.14 [61.25-71.55]","136 461 [126 913-146 871]","76 512 [71 002-82 573]","59 949 [55 570-64 865]"
"Philippines"," 1984","74.49 [69.29-80.16]","80.61 [74.83-86.88]","68.06 [63.06-73.63]","138 958 [129 344-149 456]","77 829 [72 343-83 923]","61 129 [56 716-66 157]"
"Philippines"," 1983","76.08 [70.81-81.83]","82.24 [76.41-88.63]","69.58 [64.45-75.2]","139 816 [130 179-150 310]","78 230 [72 791-84 324]","61 586 [57 104-66 564]"
"Philippines"," 1982","77.38 [72-83.3]","83.6 [77.6-90.11]","70.89 [65.58-76.59]","139 452 [129 827-149 998]","77 946 [72 479-84 033]","61 506 [56 987-66 482]"
"Philippines"," 1981","78.5 [73.03-84.48]","84.78 [78.68-91.42]","71.95 [66.57-77.75]","139 120 [129 468-149 632]","77 744 [72 267-83 889]","61 376 [56 893-66 380]"
"Philippines"," 1980","79.52 [73.9-85.53]","85.8 [79.62-92.61]","72.9 [67.39-78.68]","138 853 [129 141-149 257]","77 585 [72 091-83 758]","61 268 [56 705-66 131]"
"Philippines"," 1979","80.36 [74.68-86.49]","86.62 [80.36-93.55]","73.84 [68.22-79.7]","137 692 [128 045-148 130]","76 846 [71 424-83 033]","60 846 [56 316-65 729]"
"Philippines"," 1978","81.08 [75.29-87.32]","87.25 [80.88-94.22]","74.54 [68.92-80.58]","135 441 [125 855-145 728]","75 515 [70 088-81 549]","59 926 [55 453-64 767]"
"Philippines"," 1977","81.59 [75.72-87.86]","87.65 [81.23-94.77]","75.12 [69.38-81.19]","132 448 [123 003-142 548]","73 723 [68 395-79 679]","58 725 [54 286-63 481]"
"Philippines"," 1976","81.88 [75.87-88.32]","87.95 [81.18-95.18]","75.5 [69.64-81.73]","130 003 [120 504-140 155]","72 289 [66 813-78 257]","57 714 [53 294-62 483]"
"Philippines"," 1975","82.02 [75.95-88.6]","87.99 [81.17-95.4]","75.7 [69.68-82.2]","128 331 [118 882-138 555]","71 282 [65 827-77 321]","57 049 [52 557-61 940]"
"Philippines"," 1974","82.08 [75.85-88.85]","88 [80.93-95.58]","75.8 [69.68-82.36]","127 049 [117 461-137 463]","70 542 [64 939-76 603]","56 507 [51 993-61 389]"
"Philippines"," 1973","82.15 [75.69-89.11]","87.98 [80.76-95.74]","75.95 [69.66-82.65]","126 053 [116 208-136 643]","69 931 [64 255-76 069]","56 122 [51 521-61 071]"
"Philippines"," 1972","82.3 [75.68-89.46]","88.13 [80.77-96.14]","76.18 [69.72-83.01]","125 220 [115 236-136 027]","69 440 [63 738-75 756]","55 780 [51 132-60 826]"
"Philippines"," 1971","82.67 [75.86-90.15]","88.34 [80.94-96.7]","76.62 [69.94-83.82]","124 327 [114 157-135 493]","68 843 [63 140-75 331]","55 484 [50 667-60 666]"
"Philippines"," 1970","83.29 [76.31-91.09]","88.99 [81.33-97.76]","77.28 [70.4-84.82]","123 543 [113 287-135 007]","68 374 [62 561-75 112]","55 169 [50 320-60 524]"
"Philippines"," 1969","84.22 [76.9-92.29]","89.96 [81.91-98.89]","78.22 [71.02-86.04]","123 278 [112 623-135 006]","68 196 [62 202-74 973]","55 082 [50 088-60 621]"
"Philippines"," 1968","85.45 [77.72-93.82]","91.19 [82.71-100.41]","79.42 [71.92-87.59]","123 688 [112 587-135 698]","68 383 [62 092-75 281]","55 305 [50 169-60 987]"
"Philippines"," 1967","86.91 [78.78-95.7]","92.64 [83.8-102.23]","80.91 [73.09-89.52]","124 582 [113 021-137 008]","68 798 [62 340-75 923]","55 784 [50 463-61 723]"
"Philippines"," 1966","88.57 [79.97-97.82]","94.24 [84.8-104.38]","82.54 [74.34-91.72]","125 637 [113 565-138 585]","69 304 [62 448-76 691]","56 333 [50 788-62 557]"
"Philippines"," 1965","90.32 [81.23-100.12]","96.01 [86.01-106.71]","84.27 [75.52-93.87]","126 468 [113 871-140 013]","69 703 [62 544-77 400]","56 765 [50 958-63 190]"
"Philippines"," 1964","92.16 [82.48-102.55]","97.86 [87.25-109.27]","86.05 [76.79-96.26]","127 016 [113 794-141 148]","69 953 [62 472-77 982]","57 063 [50 986-63 766]"
"Philippines"," 1963","94.13 [83.92-105.15]","99.91 [88.7-112.06]","88.01 [78.22-98.85]","127 323 [113 680-141 983]","70 071 [62 343-78 476]","57 252 [50 961-64 250]"
"Philippines"," 1962","96.38 [85.57-108.42]","102.25 [90.42-115.3]","90.28 [79.8-101.81]","127 543 [113 434-143 186]","70 132 [62 188-79 042]","57 411 [50 883-64 703]"
"Philippines"," 1961","99.05 [87.45-112.03]","104.95 [92.21-119.01]","92.84 [81.67-105.27]","127 748 [113 009-144 172]","70 194 [61 855-79 506]","57 554 [50 755-65 186]"
"Philippines"," 1960","102.12 [90-116.17]","108.09 [94.68-123.18]","95.92 [84.11-109.44]","127 267 [112 410-144 376]","69 836 [61 365-79 490]","57 431 [50 500-65 432]"
"Philippines"," 1959","105.73 [92.59-121]","111.76 [97.53-128.09]","99.39 [86.7-114.14]","126 530 [111 062-144 382]","69 361 [60 715-79 336]","57 169 [50 013-65 512]"
"Philippines"," 1958","109.73 [95.54-126.2]","115.83 [100.46-133.42]","103.24 [89.61-119.21]","126 147 [110 168-144 722]","69 078 [60 070-79 359]","57 069 [49 667-65 729]"
"Philippines"," 1957","114 [98.76-132.02]","120.25 [103.86-139.6]","107.34 [92.57-125.01]","","",""
"Philippines"," 1956","118.61 [101.96-138.52]","124.88 [107.05-146.15]","111.91 [95.75-131.11]","","",""
"Philippines"," 1955","123.44 [104.78-145.74]","129.98 [110.22-153.79]","116.66 [98.94-138.16]","","",""
"Philippines"," 1954","128.64 [107.61-154.25]","135.24 [112.88-162.51]","121.54 [101.53-146.37]","","",""
"Philippines"," 1953","134.01 [110.09-164.03]","140.71 [115.24-172.3]","126.75 [103.96-155.6]","","",""
"Republic of Korea"," 2021","2.89 [2.77-3.02]","3.15 [3-3.31]","2.61 [2.49-2.75]","860 [824-899]","481 [460-506]","379 [360-398]"
"Republic of Korea"," 2020","3.01 [2.92-3.1]","3.28 [3.17-3.4]","2.72 [2.62-2.83]","930 [902-959]","520 [503-540]","410 [394-425]"
"Republic of Korea"," 2019","3.12 [3.05-3.2]","3.41 [3.3-3.51]","2.83 [2.73-2.92]","1 025 [999-1 050]","574 [556-591]","451 [437-466]"
"Republic of Korea"," 2018","3.23 [3.16-3.3]","3.52 [3.43-3.62]","2.93 [2.84-3.02]","1 146 [1 120-1 172]","641 [624-659]","505 [490-520]"
"Republic of Korea"," 2017","3.33 [3.26-3.41]","3.62 [3.53-3.72]","3.02 [2.94-3.11]","1 290 [1 263-1 319]","720 [702-740]","570 [554-586]"
"Republic of Korea"," 2016","3.42 [3.36-3.5]","3.71 [3.62-3.81]","3.12 [3.03-3.21]","1 427 [1 398-1 457]","793 [774-814]","634 [616-651]"
"Republic of Korea"," 2015","3.52 [3.45-3.59]","3.81 [3.71-3.9]","3.22 [3.13-3.3]","1 519 [1 489-1 550]","843 [823-864]","676 [658-695]"
"Republic of Korea"," 2014","3.62 [3.55-3.69]","3.91 [3.82-4]","3.32 [3.23-3.41]","1 587 [1 556-1 618]","879 [859-900]","708 [690-727]"
"Republic of Korea"," 2013","3.73 [3.66-3.8]","4.02 [3.93-4.11]","3.42 [3.34-3.51]","1 679 [1 648-1 712]","929 [908-951]","750 [731-769]"
"Republic of Korea"," 2012","3.85 [3.77-3.92]","4.15 [4.05-4.25]","3.53 [3.44-3.62]","1 764 [1 729-1 797]","978 [955-1 001]","786 [766-807]"
"Republic of Korea"," 2011","3.97 [3.9-4.05]","4.29 [4.19-4.39]","3.64 [3.55-3.74]","1 808 [1 774-1 842]","1 005 [982-1 029]","803 [784-824]"
"Republic of Korea"," 2010","4.12 [4.04-4.21]","4.45 [4.34-4.55]","3.79 [3.69-3.88]","1 840 [1 803-1 876]","1 022 [999-1 047]","818 [797-839]"
